round,repeat,record_key,spec_key,structure_name,fractional,observation_map,delay_weeks,observation_family,num_free_params,num_compartments,train_objective,train_mae,train_rmse,val_mae,val_rmse,val_smape,rolling_val_mean_mae,rolling_val_mean_rmse,multi_split_blocks,multi_split_val_mean_mae,multi_split_val_std_mae,multi_split_penalty,rolling_val_error_std,rolling_val_metrics,stability_penalty,complexity_penalty,complexity_penalty_params,complexity_penalty_compartments,complexity_penalty_fractional,complexity_penalty_observation,complexity_penalty_h_observation,complexity_penalty_delay,complexity_penalty_recurrence,age_prior_penalty,score_policy,score_formula,score,score_used_val_mae,score_used_multi_split,score_used_stability,score_used_complexity,score_used_age_prior,params,random_draw_index,search_name,candidate_budget_requested,candidate_budget_actual,candidate_universe_size,random_repeats,random_seed
2,0,0:SEIRS|fractional=0|obs=delayed_I|delay=2,SEIRS|fractional=0|obs=delayed_I|delay=2,SEIRS,False,delayed_I,2,delayed,9,4,0.12638427450452344,0.18162506055771444,0.23197201829114156,0.040385726438836735,0.04710856802463909,1.0823631322080032,0.05165589843189681,0.06684929046604147,3,0.04946977908418357,0.023708932681773234,0.011854466340886617,0.04110024489447322,"{'1': {'mae': 0.06650827342546226, 'rmse': 0.09883655278243204, 'smape': 1.115910829087448}, '2': {'mae': 0.042416683519105894, 'rmse': 0.04907909400709631, 'smape': 1.1504146299414773}, '4': {'mae': 0.04604273835112228, 'rmse': 0.052632224608596054, 'smape': 1.4452961319646327}}",0.008220048978894645,0.19,0.09,0.08,0.0,0.0,0.0,0.01,0.01,-0.01,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.2495442944039648,False,True,True,True,True,"{'b0': -0.7714866457131776, 'b1': 1.567787938386199, 'b2': 1.1636316852689492, 'sigma': 0.8241157233315431, 'gamma': 0.37845569814237934, 'omega': 0.7727210642819085, 'rho': 5.020258049460042, 'S0': 0.9006189024966769, 'E0': 0.05942668268403286, 'I0': 0.03995441481929018, 'R0': 0.0, 'fractional': 0.0}",2,random_structure_discovery,30,30,44,1,2256
6,0,0:SEIRS|fractional=0|obs=I,SEIRS|fractional=0|obs=I,SEIRS,False,I,0,infectious,9,4,0.15156002169598293,0.23815984241915888,0.29899557655731446,0.23722322595369477,0.2430366057887321,1.353769655996341,0.08170315662966832,0.11911774952795644,3,0.07413183059507114,0.058209849138132624,0.029104924569066312,0.08665301692864513,"{'1': {'mae': 0.07851521472489642, 'rmse': 0.11286214521038261, 'smape': 1.2965196365009226}, '2': {'mae': 0.06131177716891789, 'rmse': 0.0875294910458989, 'smape': 1.3762481724531388}, '4': {'mae': 0.10528247799519064, 'rmse': 0.15696161232758776, 'smape': 1.6786843483524267}}",0.01733060338572903,0.18,0.09,0.08,0.0,0.0,0.0,0.0,0.01,-0.01,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.2905673585498665,False,True,True,True,True,"{'b0': 0.3866782473227824, 'b1': 0.5331886079677459, 'b2': 0.0671992828179899, 'sigma': 0.24265458349754568, 'gamma': 0.1300759145285261, 'omega': 0.008287350264042483, 'rho': 4.719839689937282, 'S0': 0.8872989193201898, 'E0': 0.07641396573471897, 'I0': 0.036287114945091244, 'R0': 0.0, 'fractional': 0.0}",6,random_structure_discovery,30,30,44,1,2256
18,0,0:SEIRS|fractional=1|obs=delayed_I|delay=1,SEIRS|fractional=1|obs=delayed_I|delay=1,SEIRS,True,delayed_I,1,delayed,10,4,0.13834160598966225,0.18327189412292594,0.23693030290342598,0.04078339479528224,0.04655937598832383,1.0513056905790794,0.07372421319019919,0.09198331868083011,3,0.06819750586748849,0.07134900291096957,0.035674501455484786,0.053933914492066574,"{'1': {'mae': 0.13074020093395108, 'rmse': 0.17408579977493974, 'smape': 1.2310573520889574}, '2': {'mae': 0.04343865286377556, 'rmse': 0.04937390774607588, 'smape': 1.1213417386319817}, '4': {'mae': 0.04699378577287093, 'rmse': 0.05249024852147473, 'smape': 1.4032491537607676}}",0.010786782898413316,0.21000000000000002,0.1,0.08,0.015,0.0,0.0,0.005,0.01,-0.0125,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.3121587902213866,False,True,True,True,True,"{'b0': -0.798299005682416, 'b1': 1.873053316694034, 'b2': 0.9184911352267763, 'sigma': 0.8428960494324355, 'gamma': 0.4082419037643457, 'omega': 0.7589471846914148, 'rho': 5.2380600998663365, 'alpha': 0.977825998979287, 'S0': 0.9108865108415117, 'E0': 0.04931143122420467, 'I0': 0.03980205793428368, 'R0': 0.0, 'fractional': 1.0}",18,random_structure_discovery,30,30,44,1,2256
24,0,0:SIR|fractional=0|obs=delayed_I|delay=1,SIR|fractional=0|obs=delayed_I|delay=1,SIR,False,delayed_I,1,delayed,6,3,0.11435266970600493,0.22862947462690425,0.29041963460487086,0.21872871844772646,0.2258881859504223,1.3296970574787907,0.16428388728266333,0.1800537578652882,3,0.15881709832020763,0.055626601822037526,0.027813300911018763,0.07359704209125878,"{'1': {'mae': 0.1639520879215254, 'rmse': 0.1782285188276308, 'smape': 1.2323899222542647}, '2': {'mae': 0.16371976734207347, 'rmse': 0.17853635791678987, 'smape': 1.3049406246542183}, '4': {'mae': 0.16517980658439116, 'rmse': 0.18339639685144393, 'smape': 1.4580609866960617}}",0.014719408418251756,0.125,0.06,0.06,0.0,0.0,0.0,0.005,0.0,0.0,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.3263498076494782,False,True,True,True,True,"{'b0': -0.5809948925252788, 'b1': 0.3304259471994742, 'b2': -0.054781957738958734, 'gamma': 0.09915763341617966, 'rho': 3.8288647104323146, 'S0': 0.9519131867952474, 'I0': 0.04808681320475266, 'R0': 0.0, 'fractional': 0.0}",24,random_structure_discovery,30,30,44,1,2256
7,0,0:SEIRS|fractional=0|obs=delayed_I|delay=3,SEIRS|fractional=0|obs=delayed_I|delay=3,SEIRS,False,delayed_I,3,delayed,9,4,0.11982041976007504,0.18517112180032758,0.23172077912258499,0.04304278072041634,0.05185120203566856,1.0249814639352972,0.0985185162934099,0.14832219492257118,3,0.08886702575829776,0.08022151122274301,0.04011075561137151,0.10720532251256593,"{'1': {'mae': 0.14216203825153126, 'rmse': 0.17850147879105271, 'smape': 1.2783526042625337}, '2': {'mae': 0.042699215704451385, 'rmse': 0.05253015935509955, 'smape': 1.0947831379519015}, '4': {'mae': 0.11069429492424702, 'rmse': 0.21393494662156126, 'smape': 1.364148606555704}}",0.021441064502513187,0.195,0.09,0.08,0.0,0.0,0.0,0.015,0.01,-0.01,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.3354188458721824,False,True,True,True,True,"{'b0': -0.6801040271439772, 'b1': 1.224004876991139, 'b2': 1.4083664465529733, 'sigma': 0.7883688357793442, 'gamma': 0.36083779895550155, 'omega': 0.7772372758962837, 'rho': 4.920459234226558, 'S0': 0.885603769952634, 'E0': 0.07057233245942567, 'I0': 0.04382389758794024, 'R0': 0.0, 'fractional': 0.0}",7,random_structure_discovery,30,30,44,1,2256
1,0,0:SEIR|fractional=0|obs=I,SEIR|fractional=0|obs=I,SEIR,False,I,0,infectious,8,4,0.1350716719128064,0.2315124141713246,0.29227906568202844,0.180716369893645,0.1896726960388506,1.2666636793792028,0.14154362606141346,0.15760373037491276,3,0.13665922847236628,0.05069679978495668,0.02534839989247834,0.06921933600707532,"{'1': {'mae': 0.1434245962378487, 'rmse': 0.15807656593602815, 'smape': 1.1865345008121257}, '2': {'mae': 0.1414830539208162, 'rmse': 0.1566600918191224, 'smape': 1.2566725296416275}, '4': {'mae': 0.13972322802557544, 'rmse': 0.1580745333695877, 'smape': 1.4100351970184115}}",0.013843867201415064,0.16,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.3358514955662597,False,True,True,True,True,"{'b0': 0.6850642235798143, 'b1': 0.46377841785006896, 'b2': -0.14789600668362277, 'sigma': 0.22875129558557827, 'gamma': 0.11857231341014142, 'rho': 4.5174781943578886, 'S0': 0.8830476676429853, 'E0': 0.08026006479520198, 'I0': 0.03669226756181266, 'R0': 0.0, 'fractional': 0.0}",1,random_structure_discovery,30,30,44,1,2256
23,0,0:SIR|fractional=0|obs=delayed_I|delay=3,SIR|fractional=0|obs=delayed_I|delay=3,SIR,False,delayed_I,3,delayed,6,3,0.10734577268470809,0.23038869082062083,0.28741870070856396,0.225157339202842,0.23216019423130219,1.3393832647987023,0.17121541988597558,0.18649383094657554,3,0.16571535173440535,0.056005749819590105,0.028002874909795052,0.07383948720171582,"{'1': {'mae': 0.17086958571622318, 'rmse': 0.18473871511862744, 'smape': 1.2469151665192886}, '2': {'mae': 0.17066287864740348, 'rmse': 0.18505781004288616, 'smape': 1.3189003056050241}, '4': {'mae': 0.1721137952943001, 'rmse': 0.18968496767821294, 'smape': 1.4704977024483874}}",0.014767897440343165,0.135,0.06,0.06,0.0,0.0,0.0,0.015,0.0,0.0,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.3434861240845436,False,True,True,True,True,"{'b0': -0.33924061199846256, 'b1': 0.014341421662616666, 'b2': 0.026213344416370674, 'gamma': 0.09771590988447013, 'rho': 3.723195695198712, 'S0': 0.9355075705117497, 'I0': 0.0644924294882503, 'R0': 0.0, 'fractional': 0.0}",23,random_structure_discovery,30,30,44,1,2256
12,0,0:SEIR|fractional=0|obs=delayed_I|delay=1,SEIR|fractional=0|obs=delayed_I|delay=1,SEIR,False,delayed_I,1,delayed,8,4,0.12682868987140572,0.22707382438947823,0.2883065523146544,0.1847766713402919,0.19359591794890077,1.274183870588823,0.14510056531458657,0.16100009487285497,3,0.14015450010417474,0.05129001942908217,0.025645009714541086,0.06967323443055388,"{'1': {'mae': 0.146922804410965, 'rmse': 0.1614617229267431, 'smape': 1.1948510829779768}, '2': {'mae': 0.1450264221088007, 'rmse': 0.16007671054307604, 'smape': 1.2649104818146726}, '4': {'mae': 0.14335246942399396, 'rmse': 0.1614618511487458, 'smape': 1.4177831320633096}}",0.013934646886110777,0.165,0.08,0.08,0.0,0.0,0.0,0.005,0.0,0.0,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.34473415670482666,False,True,True,True,True,"{'b0': 0.8551459191784023, 'b1': 0.33803109829807726, 'b2': -0.0504157007133929, 'sigma': 0.2256498696979532, 'gamma': 0.11719992583538742, 'rho': 4.4418678526017485, 'S0': 0.8561150988260592, 'E0': 0.10300928500242391, 'I0': 0.040875616171516936, 'R0': 0.0, 'fractional': 0.0}",12,random_structure_discovery,30,30,44,1,2256
21,0,0:SEIR|fractional=0|obs=delayed_I|delay=3,SEIR|fractional=0|obs=delayed_I|delay=3,SEIR,False,delayed_I,3,delayed,8,4,0.11089193554688574,0.22189719795059618,0.2816014177826811,0.19442151912805372,0.20288128416082316,1.2913080077492514,0.15385146807184363,0.16934259658815623,3,0.14877541098210978,0.05263291606981592,0.02631645803490796,0.07068573650782617,"{'1': {'mae': 0.15538824221766775, 'rmse': 0.16970184798318733, 'smape': 1.2143321027142366}, '2': {'mae': 0.15373933327009537, 'rmse': 0.1684789953776731, 'smape': 1.2846236218993186}, '4': {'mae': 0.15242682872776775, 'rmse': 0.16984694640360837, 'smape': 1.4365270582729541}}",0.014137147301565234,0.175,0.08,0.08,0.0,0.0,0.0,0.015,0.0,0.0,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.36422901631858295,False,True,True,True,True,"{'b0': 1.2289790220974033, 'b1': 0.17262425441066967, 'b2': 0.06560912608680675, 'sigma': 0.22255002574697946, 'gamma': 0.11329449255654107, 'rho': 4.240593866222731, 'S0': 0.7532511988769641, 'E0': 0.19516903351392254, 'I0': 0.05157976760911343, 'R0': 0.0, 'fractional': 0.0}",21,random_structure_discovery,30,30,44,1,2256
15,0,0:SIR|fractional=1|obs=I,SIR|fractional=1|obs=I,SIR,True,I,0,infectious,7,3,0.12224162532540139,0.23662656108000044,0.29483390626142175,0.25424638912874886,0.26025925282809537,1.3786286271833839,0.1863176088091889,0.20194431370603996,3,0.18032289753139835,0.06029123174876472,0.03014561587438236,0.07780251448783715,"{'1': {'mae': 0.18434156160195542, 'rmse': 0.19846885586554674, 'smape': 1.2727537022223483}, '2': {'mae': 0.18531484099212625, 'rmse': 0.19994831656685144, 'smape': 1.3459187979597933}, '4': {'mae': 0.1892964238334851, 'rmse': 0.20741576868572176, 'smape': 1.4967387057743065}}",0.01556050289756743,0.14500000000000002,0.07,0.06,0.015,0.0,0.0,0.0,0.0,-0.0025,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.36852901630334817,False,True,True,True,True,"{'b0': -0.6879380765076786, 'b1': 0.6622737833908074, 'b2': -0.15516031016366078, 'gamma': 0.10905393601046853, 'rho': 3.894954167224474, 'alpha': 0.9623179075982597, 'S0': 0.9563429467273181, 'I0': 0.04365705327268189, 'R0': 0.0, 'fractional': 1.0}",15,random_structure_discovery,30,30,44,1,2256
