delay,validation_mae,validation_rmse,validation_smape
0,2.1717120135379417,2.3081349419134725,0.6140538278251529
1,2.2263609843765324,2.3640869339641486,0.6348651909590052
2,2.2786279735960426,2.419745118311474,0.6550447767143958
3,2.3595195820551456,2.5021754119206605,0.6869996095662381
