t,actual,full_fit_prediction,test_forecast_prediction,segment
0,0.2,0.2,0.2,train
1,0.3,0.2,0.2,train
2,0.4,0.3,0.3,train
3,0.3,0.4,0.4,train
4,0.6,0.3,0.3,train
5,1.0,0.6,0.6,train
6,1.3,1.0,1.0,train
7,1.8,1.3,1.3,train
8,2.7,1.8,1.8,train
9,3.7,2.7,2.7,train
10,4.7,3.7,3.7,train
11,9.3,4.7,4.7,train
12,11.4,9.3,9.3,train
13,8.9,11.4,11.4,train
14,7.3,8.9,8.9,train
15,5.1,7.3,7.3,train
16,4.6,5.1,5.1,train
17,4.1,4.6,4.6,train
18,4.0,4.1,4.1,train
19,3.7,4.0,4.0,train
20,3.6,3.7,3.7,train
21,3.3,3.6,3.6,train
22,2.9,3.3,3.3,train
23,2.1,2.9,2.9,train
24,2.1,2.1,2.1,train
25,1.8,2.1,2.1,train
26,1.9,1.8,1.8,train
27,1.5,1.9,1.9,train
28,1.1,1.5,1.5,train
29,0.7,1.1,1.1,train
30,0.4,0.7,0.7,train
31,0.3,0.4,0.4,validation
32,0.2,0.3,0.4,validation
33,0.4,0.2,0.4,validation
34,0.3,0.4,0.4,validation
35,0.3,0.3,0.4,validation
36,0.2,0.3,0.4,validation
37,0.3,0.2,0.4,validation
38,0.2,0.3,0.4,validation
39,0.2,0.2,0.4,validation
40,0.2,0.2,0.4,validation
41,0.1,0.2,0.2,test
42,0.1,0.1,0.2,test
43,0.1,0.1,0.2,test
44,0.1,0.1,0.2,test
45,0.1,0.1,0.2,test
46,0.0,0.1,0.2,test
47,0.1,0.0,0.2,test
48,0.1,0.1,0.2,test
49,0.1,0.1,0.2,test
50,0.1,0.1,0.2,test
51,0.0,0.1,0.2,test
