round,repeat,record_key,spec_key,structure_name,fractional,observation_map,delay_weeks,observation_family,num_free_params,num_compartments,train_objective,train_mae,train_rmse,val_mae,val_rmse,val_smape,rolling_val_mean_mae,rolling_val_mean_rmse,multi_split_blocks,multi_split_val_mean_mae,multi_split_val_std_mae,multi_split_penalty,rolling_val_error_std,rolling_val_metrics,stability_penalty,complexity_penalty,complexity_penalty_params,complexity_penalty_compartments,complexity_penalty_fractional,complexity_penalty_observation,complexity_penalty_h_observation,complexity_penalty_delay,complexity_penalty_recurrence,age_prior_penalty,score_policy,score_formula,score,score_used_val_mae,score_used_multi_split,score_used_stability,score_used_complexity,score_used_age_prior,params,random_draw_index,search_name,candidate_budget_requested,candidate_budget_actual,candidate_universe_size,random_repeats,random_seed
21,0,0:SIR|fractional=0|obs=I,SIR|fractional=0|obs=I,SIR,False,I,0,infectious,6,3,0.26925465034770113,0.31814710499537796,0.43801356670999786,0.19534088008387532,0.21896829664355674,0.5301409471727304,0.15379725195107766,0.1799794532966733,3,0.14583252219136325,0.08678029598387459,0.04339014799193729,0.0934657772299551,"{'1': {'mae': 0.17319938391474515, 'rmse': 0.20260621786220684, 'smape': 0.47011360254425905}, '2': {'mae': 0.16018434691095854, 'rmse': 0.1887653203966826, 'smape': 0.4658494226062628}, '4': {'mae': 0.12800802502752923, 'rmse': 0.1485668216311305, 'smape': 0.42875118629860165}}",0.01869315544599102,0.12,0.06,0.06,0.0,0.0,0.0,0.0,0.0,-0.01,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.31791582562929155,False,True,True,True,True,"{'b0': 0.4185773552858094, 'b1': 1.3814108209955975, 'b2': -2.023306445898436, 'gamma': 0.11617623574320585, 'rho': 10.0132250111373, 'S0': 0.9673515129175457, 'I0': 0.03264848708245424, 'R0': 0.0, 'fractional': 0.0}",21,random_structure_discovery,30,30,44,1,1254
18,0,0:SIR|fractional=0|obs=delayed_I|delay=1,SIR|fractional=0|obs=delayed_I|delay=1,SIR,False,delayed_I,1,delayed,6,3,0.2681064824013967,0.31724942564048697,0.4381823880457572,0.19590845427367093,0.2195227834561384,0.5313888724248179,0.15432593734569836,0.18047915660609556,3,0.14635248997541256,0.08687029487231085,0.043435147436155425,0.09355754076661882,"{'1': {'mae': 0.1737570526610766, 'rmse': 0.20313469368490245, 'smape': 0.47145737185097103}, '2': {'mae': 0.16071676587585698, 'rmse': 0.18926816991396647, 'smape': 0.46719849390874946}, '4': {'mae': 0.12850399350016145, 'rmse': 0.14903460621941778, 'smape': 0.43016642832911217}}",0.018711508153323765,0.125,0.06,0.06,0.0,0.0,0.0,0.005,0.0,-0.01,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.32349914556489173,False,True,True,True,True,"{'b0': 0.48519642699118204, 'b1': 1.5402462592893584, 'b2': -1.8629227335802252, 'gamma': 0.11611134433851306, 'rho': 9.96578637532576, 'S0': 0.9666457023177135, 'I0': 0.033354297682286566, 'R0': 0.0, 'fractional': 0.0}",18,random_structure_discovery,30,30,44,1,1254
29,0,0:SIR|fractional=0|obs=delayed_I|delay=2,SIR|fractional=0|obs=delayed_I|delay=2,SIR,False,delayed_I,2,delayed,6,3,0.2667483767508894,0.31859326980383784,0.4390851550813374,0.19652836710591867,0.22012743469189394,0.5327515687648698,0.15488997959092962,0.18101561033742833,3,0.1469067742778975,0.08697097550301586,0.04348548775150793,0.0936614068365525,"{'1': {'mae': 0.1743459153065603, 'rmse': 0.20370183323135713, 'smape': 0.4728536279385998}, '2': {'mae': 0.1612880520842614, 'rmse': 0.18980905583743926, 'smape': 0.46864165067292984}, '4': {'mae': 0.1290359713819672, 'rmse': 0.1495359419434886, 'smape': 0.43168127152926017}}",0.0187322813673105,0.13,0.06,0.06,0.0,0.0,0.0,0.01,0.0,-0.01,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.32912454339671593,False,True,True,True,True,"{'b0': 0.546675574279537, 'b1': 1.675383750274158, 'b2': -1.6745294744629617, 'gamma': 0.1160387700377249, 'rho': 9.913899392487759, 'S0': 0.9650220201218551, 'I0': 0.03497797987814484, 'R0': 0.0, 'fractional': 0.0}",29,random_structure_discovery,30,30,44,1,1254
7,0,0:SEIRS|fractional=1|obs=delayed_I|delay=1,SEIRS|fractional=1|obs=delayed_I|delay=1,SEIRS,True,delayed_I,1,delayed,10,4,0.264260281502982,0.17247762629454363,0.25022834200376587,0.09813775569101094,0.10561447804584644,0.6044553881522033,0.10330062621424478,0.1083481500378098,3,0.10479038436021976,0.021153895730549384,0.010576947865274692,0.03160577797774348,"{'1': {'mae': 0.0933928073408824, 'rmse': 0.10075014861792464, 'smape': 0.5644519107955446}, '2': {'mae': 0.10143130491016307, 'rmse': 0.10686591769430069, 'smape': 0.627201646671262}, '4': {'mae': 0.11507776639168885, 'rmse': 0.1174283838012041, 'smape': 0.7581567199591708}}",0.006321155595548696,0.21000000000000002,0.1,0.08,0.015,0.0,0.0,0.005,0.01,0.015,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.34668848782104317,False,True,True,True,True,"{'b0': -0.7948108106842995, 'b1': 3.7140587388974837, 'b2': 0.5533005186889871, 'sigma': 0.9673212547030606, 'gamma': 0.5255932638816881, 'omega': 0.1530318158707658, 'rho': 21.761242848728646, 'alpha': 0.9276256370782574, 'S0': 0.9734079566489294, 'E0': 0.013677008188176583, 'I0': 0.01291503516289405, 'R0': 0.0, 'fractional': 1.0}",7,random_structure_discovery,30,30,44,1,1254
26,0,0:SEIRS|fractional=1|obs=delayed_I|delay=2,SEIRS|fractional=1|obs=delayed_I|delay=2,SEIRS,True,delayed_I,2,delayed,10,4,0.26583758565201143,0.17257093885330865,0.25368051692841104,0.09682892614637903,0.10432248212976607,0.5936491168972327,0.10776397450011875,0.1121056777201835,3,0.10853449913203082,0.01755193616932068,0.00877596808466034,0.03072972645311262,"{'1': {'mae': 0.09852782091223292, 'rmse': 0.10379737741375399, 'smape': 0.5811089003785569}, '2': {'mae': 0.10601123228766982, 'rmse': 0.10984843018039711, 'smape': 0.6432896654377414}, '4': {'mae': 0.11875287030045349, 'rmse': 0.12267122556639944, 'smape': 0.7767907242033008}}",0.006145945290622524,0.21500000000000002,0.1,0.08,0.015,0.0,0.0,0.01,0.01,0.015,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.35345641250731374,False,True,True,True,True,"{'b0': -0.43000582873346016, 'b1': 3.243219411548529, 'b2': 1.0489240119141805, 'sigma': 0.9626580117614605, 'gamma': 0.5946361208965167, 'omega': 0.16620670578649419, 'rho': 23.867054860657653, 'alpha': 0.9193668994345656, 'S0': 0.9794952941473632, 'E0': 0.008137792229996124, 'I0': 0.01236691362264059, 'R0': 0.0, 'fractional': 1.0}",26,random_structure_discovery,30,30,44,1,1254
12,0,0:SEIRS|fractional=1|obs=delayed_I|delay=3,SEIRS|fractional=1|obs=delayed_I|delay=3,SEIRS,True,delayed_I,3,delayed,10,4,0.25200814065955673,0.17843383674281826,0.2621226250584872,0.10495404415077311,0.11280130051577379,0.6656758193571831,0.11122311941490276,0.11632839877572847,3,0.11283531959518041,0.0223399577111447,0.01116997885557235,0.03272020815983546,"{'1': {'mae': 0.10033116075372261, 'rmse': 0.1080659453905081, 'smape': 0.6249297519854184}, '2': {'mae': 0.10928348221557113, 'rmse': 0.11474352226343033, 'smape': 0.6959262377960729}, '4': {'mae': 0.12405471527541453, 'rmse': 0.12617572867324695, 'smape': 0.8435568484119277}}",0.006544041631967092,0.22000000000000003,0.1,0.08,0.015,0.0,0.0,0.015,0.01,0.015,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.3655493400827199,False,True,True,True,True,"{'b0': -0.4542085912370905, 'b1': 2.781718555724443, 'b2': 1.520092360454816, 'sigma': 0.9619390577456628, 'gamma': 0.5357527535226616, 'omega': 0.177933550194254, 'rho': 21.862467904091282, 'alpha': 0.9380667805515328, 'S0': 0.975793371528928, 'E0': 0.013707005664790271, 'I0': 0.010499622806281557, 'R0': 0.0, 'fractional': 1.0}",12,random_structure_discovery,30,30,44,1,1254
15,0,0:SEIRS|fractional=1|obs=I,SEIRS|fractional=1|obs=I,SEIRS,True,I,0,infectious,10,4,0.2707028155309613,0.17762649510003245,0.24975342458944497,0.09404467481714093,0.1004301197061858,0.5606821733909954,0.1266276689441527,0.13102127487533516,3,0.12871950026673867,0.02110694197461292,0.01055347098730646,0.033328257373543856,"{'1': {'mae': 0.11910299950461414, 'rmse': 0.12489901813864888, 'smape': 0.768365962443047}, '2': {'mae': 0.1282299065945044, 'rmse': 0.13232607967930654, 'smape': 0.8545987790249985}, '4': {'mae': 0.13255010073333956, 'rmse': 0.13583872680805004, 'smape': 0.9597503165148152}}",0.006665651474708771,0.20500000000000002,0.1,0.08,0.015,0.0,0.0,0.0,0.01,0.015,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.36593862272875394,False,True,True,True,True,"{'b0': -0.46616305602643265, 'b1': 3.7122901561255204, 'b2': 0.06523388561357803, 'sigma': 0.9633287505868962, 'gamma': 0.6403526858651356, 'omega': 0.15691745993796838, 'rho': 25.434311184502455, 'alpha': 0.9068458523403121, 'S0': 0.9748209363502149, 'E0': 0.00772753370092975, 'I0': 0.01745152994885521, 'R0': 0.0, 'fractional': 1.0}",15,random_structure_discovery,30,30,44,1,1254
23,0,0:SEIRS|fractional=0|obs=I,SEIRS|fractional=0|obs=I,SEIRS,False,I,0,infectious,9,4,0.2677028495713356,0.1951495355552448,0.2773728524702538,0.15620227746058235,0.16135402533354773,1.1500330567890724,0.16058077254244607,0.16387263391728096,3,0.16193271601359743,0.020196447485126064,0.010098223742563032,0.031377634667133066,"{'1': {'mae': 0.1491916043510949, 'rmse': 0.15431901163442355, 'smape': 1.0708137047327158}, '2': {'mae': 0.15888603463594517, 'rmse': 0.16229940246433297, 'smape': 1.1827891167946778}, '4': {'mae': 0.17366467864029814, 'rmse': 0.17499948765308637, 'smape': 1.4144877043434916}}",0.006275526933426614,0.18,0.09,0.08,0.0,0.0,0.0,0.0,0.01,0.01,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.3683064666895871,False,True,True,True,True,"{'b0': -1.417496899299694, 'b1': 3.771718526609126, 'b2': 0.37274980481438663, 'sigma': 0.9628774750190766, 'gamma': 0.35478106528716935, 'omega': 0.16518985462055036, 'rho': 16.37288514926388, 'S0': 0.968189670065397, 'E0': 0.015510922309146837, 'I0': 0.016299407625456064, 'R0': 0.0, 'fractional': 0.0}",23,random_structure_discovery,30,30,44,1,1254
1,0,0:SEIRS|fractional=0|obs=delayed_I|delay=2,SEIRS|fractional=0|obs=delayed_I|delay=2,SEIRS,False,delayed_I,2,delayed,9,4,0.2627701880751233,0.19336693844991484,0.28312228800195516,0.1510517648245925,0.15742513310230302,1.115428880604381,0.1563324504034835,0.1602318573492719,3,0.15793617278486294,0.022912559493955664,0.011456279746977832,0.03338246327664272,"{'1': {'mae': 0.14352295378639185, 'rmse': 0.1498341270662613, 'smape': 1.030239080817627}, '2': {'mae': 0.15441974318061635, 'rmse': 0.15844371663557913, 'smape': 1.1446121897052872}, '4': {'mae': 0.1710546542434423, 'rmse': 0.17241772834597527, 'smape': 1.3834848137987472}}",0.006676492655328544,0.19,0.09,0.08,0.0,0.0,0.0,0.01,0.01,0.01,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.3760689451871693,False,True,True,True,True,"{'b0': -1.1933377293991454, 'b1': 3.1872070912566555, 'b2': 1.3118832143709054, 'sigma': 0.9574628541821001, 'gamma': 0.3606660453244282, 'omega': 0.17516533756200492, 'rho': 16.480176380337607, 'S0': 0.9724828785663029, 'E0': 0.014415200274977967, 'I0': 0.0131019211587191, 'R0': 0.0, 'fractional': 0.0}",1,random_structure_discovery,30,30,44,1,1254
19,0,0:SEIR|fractional=0|obs=delayed_I|delay=1,SEIR|fractional=0|obs=delayed_I|delay=1,SEIR,False,delayed_I,1,delayed,8,4,0.3379018858240253,0.3107449678955796,0.4445222584642733,0.20107424643836183,0.22456960718393576,0.5426593749540775,0.16150953932356113,0.1891178509441155,3,0.1534731377348085,0.09046321591738463,0.04523160795869231,0.09826495125319727,"{'1': {'mae': 0.17919120248392784, 'rmse': 0.20819664412364303, 'smape': 0.484598627838265}, '2': {'mae': 0.17206073482167122, 'rmse': 0.20571472296916898, 'smape': 0.4881877088171479}, '4': {'mae': 0.13327668066508427, 'rmse': 0.15344218573953458, 'smape': 0.44384170940841566}}",0.019652990250639456,0.165,0.08,0.08,0.0,0.0,0.0,0.005,0.0,-0.005,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.3783577359441403,False,True,True,True,True,"{'b0': 0.9041741119558895, 'b1': 2.200944378510095, 'b2': -1.7895356413015464, 'sigma': 0.974989638037423, 'gamma': 0.11551924015006708, 'rho': 9.976898671993391, 'S0': 0.9585125946649555, 'E0': 0.021974748956481157, 'I0': 0.01951265637856322, 'R0': 0.0, 'fractional': 0.0}",19,random_structure_discovery,30,30,44,1,1254
