delay,validation_mae,validation_rmse,validation_smape
2,1.9196605510478035,2.169128687365477,1.4042781973623666
1,2.193666492949226,2.3810367800937873,1.9079312840862446
3,2.2068810602381896,2.390495174982007,1.9404574457785597
0,2.213223655963401,2.3949177544952747,1.9567534053471844
