delay,validation_mae,validation_rmse,validation_smape
1,0.09133558796543406,0.13690785136744033,0.2824550827732199
0,0.09253216394130366,0.13830625377061279,0.2843855540423092
2,0.09358447229957799,0.13953498650612298,0.2860096279924277
3,0.09534640718245502,0.14168042915378318,0.28891617296360717
