series_name,round_id,proposal_id,role_source,critic_priority,critic_risk_flags,provider,provider_is_mock,scientific_claim_allowed,schema_valid,hard_valid,invalid_reason,spec_key,structure_name,fractional,observation_map,delay_weeks,observation_family,num_free_params,num_compartments,train_mae,val_mae,val_rmse,val_smape,rolling_val_mean_mae,rolling_val_mean_rmse,rolling_val_std_mae,multi_split_val_mean_mae,multi_split_val_std_mae,multi_split_penalty,rolling_val_error_std,rolling_val_metrics,stability_penalty,complexity_penalty,complexity_penalty_params,complexity_penalty_compartments,complexity_penalty_fractional,complexity_penalty_observation,complexity_penalty_h_observation,complexity_penalty_delay,complexity_penalty_recurrence,age_prior_penalty,score
Overall,1,0,proposer,high,,mock,True,False,True,True,,SIR|fractional=0|obs=I,SIR,False,I,0,infectious,6,3,0.31814754458174066,0.1953390048922296,0.21896645443671037,0.5301368409047146,0.15379841597836597,0.17998081731519755,0.018991550577145855,0.14583347573771566,0.08678042446459085,0.04339021223229542,0.0934664916448057,"{'1': {'mae': 0.1731994724081089, 'rmse': 0.20260555983786807, 'smape': 0.4701149594299513}, '2': {'mae': 0.16018259313984137, 'rmse': 0.18876356454350976, 'smape': 0.46584496762264105}, '4': {'mae': 0.12801318238714765, 'rmse': 0.14857332756421487, 'smape': 0.4287639778381219}}",0.01869329832896114,0.12,0.06,0.06,0.0,0.0,0.0,0.0,0.0,-0.01,0.3179169862989722
Overall,1,1,proposer,medium,,mock,True,False,True,True,,SEIR|fractional=0|obs=delayed_I|delay=1,SEIR,False,delayed_I,1,delayed,8,4,0.3107179866473004,0.2009920502623183,0.2244877546837828,0.5424842480427906,0.15171311954287411,0.17830178822011464,0.03006578854449331,0.14541025582991296,0.0851355709912767,0.04256778549563835,0.09358358840043907,"{'1': {'mae': 0.17921128408291545, 'rmse': 0.2082148265931111, 'smape': 0.484641086840708}, '2': {'mae': 0.16604989975560244, 'rmse': 0.19430186938256772, 'smape': 0.48066768105774205}, '4': {'mae': 0.10987817479010445, 'rmse': 0.13238866868466506, 'smape': 0.3902563643606955}}",0.018716717680087813,0.165,0.08,0.08,0.0,0.0,0.0,0.005,0.0,-0.005,0.3666947590056391
