delay,validation_mae,validation_rmse,validation_smape
3,1.080246264900954,1.3195763742890756,0.2121060611408698
2,1.0930394512846373,1.438658129983912,0.20751035390116593
1,1.134212143577652,1.4395059771730767,0.22302015538765127
0,1.2443050317894515,1.4924190100405401,0.2456889590594422
