origin_end,target_t,horizon,actual,prediction,error,abs_error
31,31,1,0.4,0.44981619236042564,0.049816192360425615,0.049816192360425615
32,32,1,0.3,0.2760786632853583,-0.023921336714641694,0.023921336714641694
33,33,1,0.3,0.2108508791371921,-0.08914912086280788,0.08914912086280788
34,34,1,0.3,0.1668530183189788,-0.13314698168102118,0.13314698168102118
35,35,1,0.2,0.13633622264756268,-0.06366377735243733,0.06366377735243733
36,36,1,0.2,0.11266779046764527,-0.08733220953235474,0.08733220953235474
37,37,1,0.2,0.09544697619721115,-0.10455302380278886,0.10455302380278886
38,38,1,0.2,0.08250074434142303,-0.11749925565857698,0.11749925565857698
39,39,1,0.2,0.07236771650297363,-0.12763228349702638,0.12763228349702638
40,40,1,0.2,0.06452268878248733,-0.13547731121751266,0.13547731121751266
41,41,1,0.1,0.058027524509096255,-0.04197247549090375,0.04197247549090375
42,42,1,0.1,0.05236178350706367,-0.047638216492936335,0.047638216492936335
43,43,1,0.1,0.04772178115886309,-0.05227821884113692,0.05227821884113692
44,44,1,0.1,0.04372517780323359,-0.05627482219676642,0.05627482219676642
45,45,1,0.1,0.0404919032552515,-0.0595080967447485,0.0595080967447485
46,46,1,0.1,0.037692233804870474,-0.06230776619512953,0.06230776619512953
47,47,1,0.1,0.03548169809248391,-0.06451830190751609,0.06451830190751609
48,48,1,0.1,0.03366215451192451,-0.0663378454880755,0.0663378454880755
49,49,1,0.1,0.03244390039113325,-0.06755609960886676,0.06755609960886676
50,50,1,0.1,0.03175436213927163,-0.06824563786072838,0.06824563786072838
51,51,1,0.1,0.031897503668796005,-0.068102496331204,0.068102496331204
