series_name,age_family,model_name,split,horizon,calibration_kind,interval_level,nominal_coverage,empirical_coverage,coverage_gap,abs_coverage_gap,average_interval_width,interval_score_mean,interval_score_median,residual_source_used,calibration_points,pooled_horizons_used,pooled_age_family_used,global_pooling_used,uncertainty_method,uncertainty_draws,artifact_dir
5-17 yr,children,probabilistic_seir,test,static,scale_calibrated,80,0.8,1.0,0.19999999999999996,0.19999999999999996,0.42872970645323094,0.42872970645323094,0.39033650449900836,same_series_static_validation,10,False,False,False,bootstrap,30,/scrfs/storage/zwang/home/agentic_flu_model_discovery/artifacts_age_robustness/robustness/5_17_yr/probabilistic_seir
5-17 yr,children,probabilistic_seir,test,static,conformal_absolute,95,0.95,1.0,0.050000000000000044,0.050000000000000044,0.21223198304649393,0.21223198304649393,0.2110790654312433,same_series_pooled_horizons,26,True,False,False,bootstrap,30,/scrfs/storage/zwang/home/agentic_flu_model_discovery/artifacts_age_robustness/robustness/5_17_yr/probabilistic_seir
5-17 yr,children,probabilistic_seir,test,static,conformal_asymmetric,95,0.95,1.0,0.050000000000000044,0.050000000000000044,0.6988328483302193,0.6988328483302193,0.5343019713114743,age_family_static,20,True,True,False,bootstrap,30,/scrfs/storage/zwang/home/agentic_flu_model_discovery/artifacts_age_robustness/robustness/5_17_yr/probabilistic_seir
5-17 yr,children,probabilistic_seir,test,static,conformal_standardized,95,0.95,1.0,0.050000000000000044,0.050000000000000044,0.4211121370636101,0.4211121370636101,0.32617084656200473,age_family_static,20,True,True,False,bootstrap,30,/scrfs/storage/zwang/home/agentic_flu_model_discovery/artifacts_age_robustness/robustness/5_17_yr/probabilistic_seir
5-17 yr,children,probabilistic_seir,test,static,raw,95,0.95,1.0,0.050000000000000044,0.050000000000000044,0.6988328483302193,0.6988328483302193,0.5343019713114743,none,0,False,False,False,bootstrap,30,/scrfs/storage/zwang/home/agentic_flu_model_discovery/artifacts_age_robustness/robustness/5_17_yr/probabilistic_seir
5-17 yr,children,probabilistic_seir,test,static,scale_calibrated,95,0.95,1.0,0.050000000000000044,0.050000000000000044,0.6988328483302193,0.6988328483302193,0.5343019713114743,same_series_static_validation,10,False,False,False,bootstrap,30,/scrfs/storage/zwang/home/agentic_flu_model_discovery/artifacts_age_robustness/robustness/5_17_yr/probabilistic_seir
5-17 yr,children,probabilistic_seir,validation,static,conformal_absolute,50,0.5,0.3,-0.2,0.2,0.1019866591652558,0.24465902102523418,0.22725880566239337,same_series_pooled_horizons,26,True,False,False,bootstrap,30,/scrfs/storage/zwang/home/agentic_flu_model_discovery/artifacts_age_robustness/robustness/5_17_yr/probabilistic_seir
5-17 yr,children,probabilistic_seir,validation,static,conformal_asymmetric,50,0.5,0.6,0.09999999999999998,0.09999999999999998,0.24640989846210332,0.336646524473349,0.26777563641948465,age_family_static,20,True,True,False,bootstrap,30,/scrfs/storage/zwang/home/agentic_flu_model_discovery/artifacts_age_robustness/robustness/5_17_yr/probabilistic_seir
5-17 yr,children,probabilistic_seir,validation,static,conformal_standardized,50,0.5,0.8,0.30000000000000004,0.30000000000000004,0.2382386596043473,0.2661135710447582,0.2455375878350696,age_family_static,20,True,True,False,bootstrap,30,/scrfs/storage/zwang/home/agentic_flu_model_discovery/artifacts_age_robustness/robustness/5_17_yr/probabilistic_seir
5-17 yr,children,probabilistic_seir,validation,static,raw,50,0.5,0.3,-0.2,0.2,0.2089598662922953,0.4125548287409231,0.3793007743963962,none,0,False,False,False,bootstrap,30,/scrfs/storage/zwang/home/agentic_flu_model_discovery/artifacts_age_robustness/robustness/5_17_yr/probabilistic_seir
