delay,validation_mae,validation_rmse,validation_smape
1,0.13507987302770946,0.15018351903316307,0.9924769769323369
3,0.13533121315811994,0.15042644955559836,0.9932899778683503
2,0.13574895225739386,0.15083167219659427,0.9946361070522733
0,0.135778299740036,0.15086134695408965,0.9947286025491344
