round,repeat,record_key,spec_key,structure_name,fractional,observation_map,delay_weeks,observation_family,num_free_params,num_compartments,train_objective,train_mae,train_rmse,val_mae,val_rmse,val_smape,rolling_val_mean_mae,rolling_val_mean_rmse,multi_split_blocks,multi_split_val_mean_mae,multi_split_val_std_mae,multi_split_penalty,rolling_val_error_std,rolling_val_metrics,stability_penalty,complexity_penalty,complexity_penalty_params,complexity_penalty_compartments,complexity_penalty_fractional,complexity_penalty_observation,complexity_penalty_h_observation,complexity_penalty_delay,complexity_penalty_recurrence,age_prior_penalty,score_policy,score_formula,score,score_used_val_mae,score_used_multi_split,score_used_stability,score_used_complexity,score_used_age_prior,params,candidate_universe_size,candidate_budget_actual,observation_map_filter,search_name,candidate_count
1,,SEIRS|fractional=0|obs=I,SEIRS|fractional=0|obs=I,SEIRS,False,I,0,infectious,9,4,0.3592658605035027,0.3261653707336144,0.43460416396661233,0.15574216006105435,0.1881298103454767,1.0780374730514626,0.14185119755643386,0.1688549803375787,3,0.1433181978845655,0.020117137112095066,0.010058568556047533,0.09147960818700689,"{'1': {'mae': 0.15186933913513279, 'rmse': 0.1800581295948605, 'smape': 0.989533204046458}, '2': {'mae': 0.14610022147919716, 'rmse': 0.1778710699929832, 'smape': 0.9996962625637162}, '4': {'mae': 0.12758403205497165, 'rmse': 0.14863574142489236, 'smape': 1.1589242066370258}}",0.018295921637401378,0.18,0.09,0.08,0.0,0.0,0.0,0.0,0.01,-0.01,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.34167268807801443,False,True,True,True,True,"{'b0': -1.355331232992327, 'b1': 3.29799908967939, 'b2': 0.5683885440993693, 'sigma': 0.9489020374837662, 'gamma': 0.3682404102010562, 'omega': 0.23659741528861722, 'rho': 16.268037323635774, 'S0': 0.9672379007838948, 'E0': 0.015102437746993554, 'I0': 0.01765966146911165, 'R0': 0.0, 'fractional': 0.0}",44,10,I,no_observation_search_discovery,10
1,,SEIRS|fractional=1|obs=I,SEIRS|fractional=1|obs=I,SEIRS,True,I,0,infectious,10,4,0.364233781313831,0.3230722409934601,0.4339857285411984,0.14025268142230735,0.16945503733225067,0.8493605170187564,0.12589924428148427,0.15195613876579295,3,0.12631331679556845,0.026291654909318913,0.013145827454659456,0.08496831960430033,"{'1': {'mae': 0.1365222875142813, 'rmse': 0.1627064511910523, 'smape': 0.7649869660402026}, '2': {'mae': 0.1344478490187616, 'rmse': 0.16670387371810655, 'smape': 0.7709055602744014}, '4': {'mae': 0.10672759631140986, 'rmse': 0.12645809138822003, 'smape': 0.8352490999091169}}",0.016993663920860068,0.20500000000000002,0.1,0.08,0.015,0.0,0.0,0.0,0.01,-0.0075,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.353952808171088,False,True,True,True,True,"{'b0': -1.205827125304255, 'b1': 3.337734023938673, 'b2': 0.4885095900871571, 'sigma': 0.9479612073078848, 'gamma': 0.41169947273895396, 'omega': 0.22684667516330817, 'rho': 17.65145767614554, 'alpha': 0.9752873033425098, 'S0': 0.9677226841582782, 'E0': 0.014552828344358941, 'I0': 0.01772448749736279, 'R0': 0.0, 'fractional': 1.0}",44,10,I,no_observation_search_discovery,10
1,,SIR|fractional=0|obs=I,SIR|fractional=0|obs=I,SIR,False,I,0,infectious,6,3,0.32622778955831483,0.3492620617285377,0.5047619244561395,0.39659705906697956,0.4249919476615916,0.9777116680471896,0.33110295834326137,0.36858478177911835,3,0.3177232679042078,0.12858640380854958,0.06429320190427479,0.16186438526305125,"{'1': {'mae': 0.3396807252911258, 'rmse': 0.37790135575455003, 'smape': 0.8884345904211963}, '2': {'mae': 0.33546303388675064, 'rmse': 0.3765559733122707, 'smape': 0.928899217935397}, '4': {'mae': 0.3181651158519077, 'rmse': 0.3512970162705344, 'smape': 0.9526624068394105}}",0.03237287705261025,0.12,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.5343893468610929,False,True,True,True,True,"{'b0': 0.04576731589949983, 'b1': 1.486686099627662, 'b2': -1.6317507105517275, 'gamma': 0.1008089197553296, 'rho': 9.417964244693335, 'S0': 0.9679795100450189, 'I0': 0.03202048995498116, 'R0': 0.0, 'fractional': 0.0}",44,10,I,no_observation_search_discovery,10
1,,SIR|fractional=1|obs=I,SIR|fractional=1|obs=I,SIR,True,I,0,infectious,7,3,0.3200097082760107,0.3311010394958041,0.48313876331007444,0.3553439637312415,0.38194144296367444,0.9323852132633368,0.3283553780861256,0.3611440709768668,3,0.31474008865851066,0.11560533531474489,0.05780266765737244,0.15028835795921336,"{'1': {'mae': 0.33596363054825856, 'rmse': 0.3665495081720578, 'smape': 0.8945770046519177}, '2': {'mae': 0.3160080705124557, 'rmse': 0.3489801102820943, 'smape': 0.9188870990129191}, '4': {'mae': 0.3330944331976625, 'rmse': 0.3679025944764484, 'smape': 0.9733510802526081}}",0.030057671591842673,0.14500000000000002,0.07,0.06,0.015,0.0,0.0,0.0,0.0,0.0025,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.5501004279077257,False,True,True,True,True,"{'b0': -0.3523893014238186, 'b1': 2.1614045109848874, 'b2': -0.7764169740778489, 'gamma': 0.3753654251105763, 'rho': 17.529647371315004, 'alpha': 0.7157841597771958, 'S0': 0.973604473358849, 'I0': 0.02639552664115088, 'R0': 0.0, 'fractional': 1.0}",44,10,I,no_observation_search_discovery,10
1,,SEIR|fractional=0|obs=I,SEIR|fractional=0|obs=I,SEIR,False,I,0,infectious,8,4,0.3991217570847152,0.3620140933037829,0.5127170928424984,0.40155267789529325,0.42977185167373616,0.9835969520664835,0.33778273042301415,0.37450158092456776,3,0.3244941603045207,0.12658414509084473,0.06329207254542236,0.16161294499805506,"{'1': {'mae': 0.34783038751574713, 'rmse': 0.385041919475933, 'smape': 0.9012201521179467}, '2': {'mae': 0.3405436571887493, 'rmse': 0.3813127387662538, 'smape': 0.938485552093005}, '4': {'mae': 0.32497414656454626, 'rmse': 0.35715008453151637, 'smape': 0.9646013093577455}}",0.03232258899961101,0.16,0.08,0.08,0.0,0.0,0.0,0.0,0.0,-0.005,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.575108821849554,False,True,True,True,True,"{'b0': 0.6369594367173608, 'b1': 2.1014864837765357, 'b2': -1.8465281640481082, 'sigma': 0.9226161563465531, 'gamma': 0.10041137015021961, 'rho': 9.425419428469079, 'S0': 0.9600019449752003, 'E0': 0.019960832758240662, 'I0': 0.020037222266559095, 'R0': 0.0, 'fractional': 0.0}",44,10,I,no_observation_search_discovery,10
1,,SEIR|fractional=1|obs=I,SEIR|fractional=1|obs=I,SEIR,True,I,0,infectious,9,4,0.40653921442211116,0.3646562147684503,0.512782625749299,0.4249532820862048,0.4517543132552159,1.0116642987264657,0.35253498324279536,0.3917323262335864,3,0.3378957596947772,0.13673935913656413,0.06836967956828206,0.1707875950145787,"{'1': {'mae': 0.3610161145575439, 'rmse': 0.4000254668831088, 'smape': 0.9153408537809387}, '2': {'mae': 0.35290791657585985, 'rmse': 0.3936014612573883, 'smape': 0.9527911073969568}, '4': {'mae': 0.3436809185949823, 'rmse': 0.3815700505602622, 'smape': 0.9845335319612947}}",0.03415751900291574,0.185,0.09,0.08,0.015,0.0,0.0,0.0,0.0,-0.0025,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.622922958265975,False,True,True,True,True,"{'b0': 0.7220091541933809, 'b1': 2.1418763111979415, 'b2': -1.9400602902691597, 'sigma': 0.9227405878314182, 'gamma': 0.10825126321367813, 'rho': 9.695390769998363, 'alpha': 0.9840598560392326, 'S0': 0.96001933152281, 'E0': 0.019895657261827973, 'I0': 0.020085011215361773, 'R0': 0.0, 'fractional': 1.0}",44,10,I,no_observation_search_discovery,10
1,,SEIAR|fractional=0|obs=I,SEIAR|fractional=0|obs=I,SEIAR,False,I,0,infectious,11,5,0.4366236395955252,0.3652069009606298,0.5137255139872997,0.4047483788454609,0.43284859127390873,0.9873710416948851,0.34186657584019003,0.37813634863855183,3,0.32854668341786025,0.12821700465177516,0.06410850232588758,0.16151941932156325,"{'1': {'mae': 0.35114197346862197, 'rmse': 0.3881462886045437, 'smape': 0.9059300516913587}, '2': {'mae': 0.34641050570916726, 'rmse': 0.38620509519412866, 'smape': 0.9461014230450429}, '4': {'mae': 0.32804724834278093, 'rmse': 0.3600576621169831, 'smape': 0.9694721199624814}}",0.03230388386431265,0.21000000000000002,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.6349590696080605,False,True,True,True,True,"{'b0': 0.6256768562769907, 'b1': 2.4756026653716776, 'b2': -2.0287214907230107, 'sigma': 0.9289851839060481, 'p_asym': 0.042653177975673744, 'gamma_i': 0.10013465779210882, 'gamma_a': 0.8079811321341879, 'rho': 10.611074933608505, 'S0': 0.8908353576340013, 'E0': 0.018560549625016663, 'I0': 0.018683609369947625, 'A0': 0.0719204833710344, 'R0': 0.0, 'fractional': 0.0}",44,10,I,no_observation_search_discovery,10
1,,SEIHR|fractional=1|obs=I,SEIHR|fractional=1|obs=I,SEIHR,True,I,0,infectious,12,5,0.4279274149269873,0.37137253051977775,0.522740479527765,0.40823123683239154,0.43567858853244973,0.9924711018363548,0.3397550169802616,0.3760917588000013,3,0.3264924216423846,0.12827360451193473,0.06413680225596737,0.1612076972491624,"{'1': {'mae': 0.3453846350473097, 'rmse': 0.3818377533789289, 'smape': 0.8995875604634813}, '2': {'mae': 0.3455709362824209, 'rmse': 0.38556975779279457, 'smape': 0.9439477261150502}, '4': {'mae': 0.3283094796110543, 'rmse': 0.3608677652282805, 'smape': 0.9689870803819458}}",0.03224153944983248,0.235,0.12,0.1,0.015,0.0,0.0,0.0,0.0,0.0025,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.6603707633481843,False,True,True,True,True,"{'b0': 0.7176587129265859, 'b1': 2.10884061553783, 'b2': -1.5195832293843876, 'sigma': 0.9437006428130317, 'eta': 0.05442710826884359, 'gamma_i': 0.05488380372506363, 'gamma_h': 0.4988169695997224, 'rho': 11.691703916481293, 'alpha': 0.9846582000128344, 'S0': 0.8066895078728495, 'E0': 0.015222590056480538, 'I0': 0.014970955055002736, 'H0': 0.16311694701566717, 'R0': 0.0, 'fractional': 1.0}",44,10,I,no_observation_search_discovery,10
1,,SEIAR|fractional=1|obs=I,SEIAR|fractional=1|obs=I,SEIAR,True,I,0,infectious,12,5,0.4446139498918974,0.3672989776573151,0.5135185877897755,0.4241239247249487,0.451124357357747,1.0104218900837327,0.3460760892695845,0.38339116227969877,3,0.33227474724715794,0.13174443728526988,0.06587221864263494,0.16492834774869117,"{'1': {'mae': 0.35429575928581136, 'rmse': 0.392030861353072, 'smape': 0.9085995994207827}, '2': {'mae': 0.3495811945770337, 'rmse': 0.3900027882559359, 'smape': 0.9490258648608143}, '4': {'mae': 0.33435131394590833, 'rmse': 0.36813983723008825, 'smape': 0.9763078779681379}}",0.032985669549738236,0.235,0.12,0.1,0.015,0.0,0.0,0.0,0.0,0.0025,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.6686326354395311,False,True,True,True,True,"{'b0': 0.7123313267526743, 'b1': 2.501483819970941, 'b2': -2.1250147814703024, 'sigma': 0.9295624734141591, 'p_asym': 0.0409645623053831, 'gamma_i': 0.10676196100236658, 'gamma_a': 0.8064541574090379, 'rho': 10.830579509498472, 'alpha': 0.9862893047091412, 'S0': 0.8922190639853601, 'E0': 0.018522571163130424, 'I0': 0.018738123600679623, 'A0': 0.07052024125083002, 'R0': 0.0, 'fractional': 1.0}",44,10,I,no_observation_search_discovery,10
1,,SEIHR|fractional=0|obs=I,SEIHR|fractional=0|obs=I,SEIHR,False,I,0,infectious,11,5,0.421699522239215,0.3612086747623125,0.5143921911932967,0.4023998667126493,0.4305801706832004,0.9846145198960127,0.35516319436263505,0.4070099788417197,3,0.34106319701835713,0.18359309459866285,0.09179654729933143,0.19744272807066135,"{'1': {'mae': 0.3371794273116918, 'rmse': 0.37812621883833786, 'smape': 0.8802071194734831}, '2': {'mae': 0.41033465906940425, 'rmse': 0.489368256481705, 'smape': 0.9785174825419387}, '4': {'mae': 0.31797549670680914, 'rmse': 0.3535354612051162, 'smape': 0.9477964023073573}}",0.03948854561413227,0.21000000000000002,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.682348289931821,False,True,True,True,True,"{'b0': 0.8958663177624455, 'b1': 2.1991883507146848, 'b2': -1.8688530961060046, 'sigma': 0.9191645380354818, 'eta': 0.05027304253112607, 'gamma_i': 0.05004440835011935, 'gamma_h': 0.5015559452688068, 'rho': 11.003514347539884, 'S0': 0.8230724885482787, 'E0': 0.01623278496411674, 'I0': 0.016101353295339998, 'H0': 0.14459337319226442, 'R0': 0.0, 'fractional': 0.0}",44,10,I,no_observation_search_discovery,10
