CATCHMENT,NETWORK,YEAR,YEAR.1,WEEK,AGE CATEGORY,SEX CATEGORY,RACE CATEGORY,VIRUS TYPE CATEGORY,CUMULATIVE RATE,WEEKLY RATE,AGE ADJUSTED CUMULATIVE RATE,AGE ADJUSTED WEEKLY RATE,season,t,series_name
Entire Network,FluSurv-NET,2018-19,2018,40,>= 65 yr,Overall,Overall,Overall,0.0,0.2,,,2018-19,0,2018-19 / >= 65 yr
Entire Network,FluSurv-NET,2018-19,2018,41,>= 65 yr,Overall,Overall,Overall,1.0,0.3,,,2018-19,1,2018-19 / >= 65 yr
Entire Network,FluSurv-NET,2018-19,2018,42,>= 65 yr,Overall,Overall,Overall,1.0,0.3,,,2018-19,2,2018-19 / >= 65 yr
Entire Network,FluSurv-NET,2018-19,2018,43,>= 65 yr,Overall,Overall,Overall,1.0,0.3,,,2018-19,3,2018-19 / >= 65 yr
Entire Network,FluSurv-NET,2018-19,2018,44,>= 65 yr,Overall,Overall,Overall,2.0,0.5,,,2018-19,4,2018-19 / >= 65 yr
Entire Network,FluSurv-NET,2018-19,2018,45,>= 65 yr,Overall,Overall,Overall,2.0,0.5,,,2018-19,5,2018-19 / >= 65 yr
Entire Network,FluSurv-NET,2018-19,2018,46,>= 65 yr,Overall,Overall,Overall,3.0,0.5,,,2018-19,6,2018-19 / >= 65 yr
Entire Network,FluSurv-NET,2018-19,2018,47,>= 65 yr,Overall,Overall,Overall,3.0,0.8,,,2018-19,7,2018-19 / >= 65 yr
Entire Network,FluSurv-NET,2018-19,2018,48,>= 65 yr,Overall,Overall,Overall,5.0,1.4,,,2018-19,8,2018-19 / >= 65 yr
Entire Network,FluSurv-NET,2018-19,2018,49,>= 65 yr,Overall,Overall,Overall,6.0,1.6,,,2018-19,9,2018-19 / >= 65 yr
Entire Network,FluSurv-NET,2018-19,2018,50,>= 65 yr,Overall,Overall,Overall,9.0,2.4,,,2018-19,10,2018-19 / >= 65 yr
Entire Network,FluSurv-NET,2018-19,2018,51,>= 65 yr,Overall,Overall,Overall,13.0,4.3,,,2018-19,11,2018-19 / >= 65 yr
Entire Network,FluSurv-NET,2018-19,2018,52,>= 65 yr,Overall,Overall,Overall,21.0,7.7,,,2018-19,12,2018-19 / >= 65 yr
Entire Network,FluSurv-NET,2018-19,2019,1,>= 65 yr,Overall,Overall,Overall,30.0,8.9,,,2018-19,13,2018-19 / >= 65 yr
Entire Network,FluSurv-NET,2018-19,2019,2,>= 65 yr,Overall,Overall,Overall,37.0,6.9,,,2018-19,14,2018-19 / >= 65 yr
Entire Network,FluSurv-NET,2018-19,2019,3,>= 65 yr,Overall,Overall,Overall,42.0,5.5,,,2018-19,15,2018-19 / >= 65 yr
Entire Network,FluSurv-NET,2018-19,2019,4,>= 65 yr,Overall,Overall,Overall,48.0,6.1,,,2018-19,16,2018-19 / >= 65 yr
Entire Network,FluSurv-NET,2018-19,2019,5,>= 65 yr,Overall,Overall,Overall,57.0,8.5,,,2018-19,17,2018-19 / >= 65 yr
Entire Network,FluSurv-NET,2018-19,2019,6,>= 65 yr,Overall,Overall,Overall,68.0,11.0,,,2018-19,18,2018-19 / >= 65 yr
Entire Network,FluSurv-NET,2018-19,2019,7,>= 65 yr,Overall,Overall,Overall,80.0,12.5,,,2018-19,19,2018-19 / >= 65 yr
Entire Network,FluSurv-NET,2018-19,2019,8,>= 65 yr,Overall,Overall,Overall,96.0,15.7,,,2018-19,20,2018-19 / >= 65 yr
Entire Network,FluSurv-NET,2018-19,2019,9,>= 65 yr,Overall,Overall,Overall,113.0,16.9,,,2018-19,21,2018-19 / >= 65 yr
Entire Network,FluSurv-NET,2018-19,2019,10,>= 65 yr,Overall,Overall,Overall,132.0,19.2,,,2018-19,22,2018-19 / >= 65 yr
Entire Network,FluSurv-NET,2018-19,2019,11,>= 65 yr,Overall,Overall,Overall,153.0,21.1,,,2018-19,23,2018-19 / >= 65 yr
Entire Network,FluSurv-NET,2018-19,2019,12,>= 65 yr,Overall,Overall,Overall,172.0,18.7,,,2018-19,24,2018-19 / >= 65 yr
Entire Network,FluSurv-NET,2018-19,2019,13,>= 65 yr,Overall,Overall,Overall,186.0,14.2,,,2018-19,25,2018-19 / >= 65 yr
Entire Network,FluSurv-NET,2018-19,2019,14,>= 65 yr,Overall,Overall,Overall,197.0,11.1,,,2018-19,26,2018-19 / >= 65 yr
Entire Network,FluSurv-NET,2018-19,2019,15,>= 65 yr,Overall,Overall,Overall,205.0,7.4,,,2018-19,27,2018-19 / >= 65 yr
Entire Network,FluSurv-NET,2018-19,2019,16,>= 65 yr,Overall,Overall,Overall,209.0,4.2,,,2018-19,28,2018-19 / >= 65 yr
Entire Network,FluSurv-NET,2018-19,2019,17,>= 65 yr,Overall,Overall,Overall,211.0,2.4,,,2018-19,29,2018-19 / >= 65 yr
Entire Network,FluSurv-NET,2018-19,2019,18,>= 65 yr,Overall,Overall,Overall,212.0,0.8,,,2018-19,30,2018-19 / >= 65 yr
