t,actual,full_fit_prediction,test_forecast_prediction,segment
0,0.7,0.7,0.7,train
1,0.7,0.7,0.7,train
2,0.6,0.7,0.7,train
3,0.5,0.6499999999999999,0.6499999999999999,train
4,1.1,0.55,0.55,train
5,1.6,0.8,0.8,train
6,2.1,1.35,1.35,train
7,3.4,1.85,1.85,train
8,5.4,2.75,2.75,train
9,7.6,4.4,4.4,train
10,10.6,6.5,6.5,train
11,17.4,9.1,9.1,train
12,25.3,14.0,14.0,train
13,19.3,21.35,21.35,train
14,14.8,22.3,22.3,train
15,12.0,17.05,17.05,train
16,10.2,13.4,13.4,train
17,9.6,11.1,11.1,train
18,9.4,9.899999999999999,9.899999999999999,train
19,9.0,9.5,9.5,train
20,9.2,9.2,9.2,train
21,9.5,9.1,9.1,train
22,7.2,9.35,9.35,train
23,6.1,8.35,8.35,train
24,4.8,6.65,6.65,train
25,5.0,5.449999999999999,5.449999999999999,train
26,4.4,4.9,4.9,train
27,3.6,4.7,4.7,train
28,2.7,4.0,4.0,train
29,2.0,3.1500000000000004,3.1500000000000004,train
30,1.5,2.35,2.35,train
31,1.3,1.75,1.75,validation
32,0.8,1.4,1.75,validation
33,0.9,1.05,1.75,validation
34,0.9,0.8500000000000001,1.75,validation
35,0.5,0.9,1.75,validation
36,0.5,0.7,1.75,validation
37,0.8,0.5,1.75,validation
38,0.4,0.65,1.75,validation
39,0.5,0.6000000000000001,1.75,validation
40,0.6,0.45,1.75,validation
41,0.4,0.55,0.55,test
42,0.2,0.5,0.55,test
43,0.2,0.30000000000000004,0.55,test
44,0.4,0.2,0.55,test
45,0.3,0.30000000000000004,0.55,test
46,0.2,0.35,0.55,test
47,0.3,0.25,0.55,test
48,0.3,0.25,0.55,test
49,0.3,0.3,0.55,test
50,0.4,0.3,0.55,test
51,0.0,0.35,0.55,test
