delay,validation_mae,validation_rmse,validation_smape
1,1.9093507235537972,2.06788766242231,0.5999559003879621
2,1.912921939840694,2.071169583808288,0.6014313805584132
3,1.9191662634431594,2.077533662010977,0.6040769833481882
0,1.9301181152061708,2.0872729432336348,0.6085905797393855
