series_name,round_id,proposal_id,role_source,critic_priority,critic_risk_flags,provider,provider_is_mock,scientific_claim_allowed,schema_valid,hard_valid,invalid_reason,spec_key,structure_name,fractional,observation_map,delay_weeks,observation_family,num_free_params,num_compartments,train_mae,val_mae,val_rmse,val_smape,rolling_val_mean_mae,rolling_val_mean_rmse,multi_split_val_mean_mae,multi_split_val_std_mae,multi_split_penalty,rolling_val_error_std,rolling_val_metrics,stability_penalty,complexity_penalty,complexity_penalty_params,complexity_penalty_compartments,complexity_penalty_fractional,complexity_penalty_observation,complexity_penalty_h_observation,complexity_penalty_delay,complexity_penalty_recurrence,age_prior_penalty,score
Overall,1,0,proposer,high,,mock,True,False,True,True,,SIR|fractional=0|obs=I,SIR,False,I,0,infectious,6,3,0.31814727345813926,0.1953398365332077,0.2189672540132365,0.5301386958245231,0.15379910075086364,0.17998241034227047,0.14583422168725937,0.08678110845739725,0.04339055422869863,0.09346842279985738,"{'1': {'mae': 0.17319949119683234, 'rmse': 0.20260749445379048, 'smape': 0.47011276406396024}, '2': {'mae': 0.16018541749101858, 'rmse': 0.18876752762461368, 'smape': 0.4658495520751905}, '4': {'mae': 0.12801239356473998, 'rmse': 0.14857220894840734, 'smape': 0.4287621228769778}}",0.018693684559971478,0.12,0.06,0.06,0.0,0.0,0.0,0.0,0.0,-0.01,0.3179184604759294
Overall,1,1,proposer,medium,,mock,True,False,True,True,,SEIR|fractional=0|obs=delayed_I|delay=1,SEIR,False,delayed_I,1,delayed,8,4,0.31076121037472243,0.2009739059655955,0.2244733347823097,0.5424385634196792,0.16748733188041,0.2010833165310668,0.15926982287562447,0.0995143166983827,0.04975715834919135,0.11058399601279245,"{'1': {'mae': 0.1822547244919396, 'rmse': 0.21330589340233147, 'smape': 0.4883100760790676}, '2': {'mae': 0.18674059150399272, 'rmse': 0.2362555205958079, 'smape': 0.5040192115185318}, '4': {'mae': 0.1334666796452977, 'rmse': 0.15368853559506113, 'smape': 0.44421648342578735}}",0.02211679920255849,0.165,0.08,0.08,0.0,0.0,0.0,0.005,0.0,-0.005,0.3911437804273743
