CATCHMENT,NETWORK,YEAR,YEAR.1,WEEK,AGE CATEGORY,SEX CATEGORY,RACE CATEGORY,VIRUS TYPE CATEGORY,CUMULATIVE RATE,WEEKLY RATE,AGE ADJUSTED CUMULATIVE RATE,AGE ADJUSTED WEEKLY RATE,season,t,series_name
Entire Network,FluSurv-NET,2018-19,2018,40,0-4 yr,Overall,Overall,Overall,0.0,0.1,,,2018-19,0,2018-19 / 0-4 yr
Entire Network,FluSurv-NET,2018-19,2018,41,0-4 yr,Overall,Overall,Overall,0.0,0.2,,,2018-19,1,2018-19 / 0-4 yr
Entire Network,FluSurv-NET,2018-19,2018,42,0-4 yr,Overall,Overall,Overall,0.0,0.1,,,2018-19,2,2018-19 / 0-4 yr
Entire Network,FluSurv-NET,2018-19,2018,43,0-4 yr,Overall,Overall,Overall,1.0,0.2,,,2018-19,3,2018-19 / 0-4 yr
Entire Network,FluSurv-NET,2018-19,2018,44,0-4 yr,Overall,Overall,Overall,1.0,0.5,,,2018-19,4,2018-19 / 0-4 yr
Entire Network,FluSurv-NET,2018-19,2018,45,0-4 yr,Overall,Overall,Overall,1.0,0.4,,,2018-19,5,2018-19 / 0-4 yr
Entire Network,FluSurv-NET,2018-19,2018,46,0-4 yr,Overall,Overall,Overall,2.0,0.3,,,2018-19,6,2018-19 / 0-4 yr
Entire Network,FluSurv-NET,2018-19,2018,47,0-4 yr,Overall,Overall,Overall,2.0,0.6,,,2018-19,7,2018-19 / 0-4 yr
Entire Network,FluSurv-NET,2018-19,2018,48,0-4 yr,Overall,Overall,Overall,4.0,1.3,,,2018-19,8,2018-19 / 0-4 yr
Entire Network,FluSurv-NET,2018-19,2018,49,0-4 yr,Overall,Overall,Overall,6.0,1.9,,,2018-19,9,2018-19 / 0-4 yr
Entire Network,FluSurv-NET,2018-19,2018,50,0-4 yr,Overall,Overall,Overall,9.0,3.0,,,2018-19,10,2018-19 / 0-4 yr
Entire Network,FluSurv-NET,2018-19,2018,51,0-4 yr,Overall,Overall,Overall,12.0,3.8,,,2018-19,11,2018-19 / 0-4 yr
Entire Network,FluSurv-NET,2018-19,2018,52,0-4 yr,Overall,Overall,Overall,18.0,5.4,,,2018-19,12,2018-19 / 0-4 yr
Entire Network,FluSurv-NET,2018-19,2019,1,0-4 yr,Overall,Overall,Overall,22.0,3.9,,,2018-19,13,2018-19 / 0-4 yr
Entire Network,FluSurv-NET,2018-19,2019,2,0-4 yr,Overall,Overall,Overall,25.0,3.2,,,2018-19,14,2018-19 / 0-4 yr
Entire Network,FluSurv-NET,2018-19,2019,3,0-4 yr,Overall,Overall,Overall,27.0,2.5,,,2018-19,15,2018-19 / 0-4 yr
Entire Network,FluSurv-NET,2018-19,2019,4,0-4 yr,Overall,Overall,Overall,31.0,3.1,,,2018-19,16,2018-19 / 0-4 yr
Entire Network,FluSurv-NET,2018-19,2019,5,0-4 yr,Overall,Overall,Overall,35.0,4.1,,,2018-19,17,2018-19 / 0-4 yr
Entire Network,FluSurv-NET,2018-19,2019,6,0-4 yr,Overall,Overall,Overall,38.0,3.1,,,2018-19,18,2018-19 / 0-4 yr
Entire Network,FluSurv-NET,2018-19,2019,7,0-4 yr,Overall,Overall,Overall,42.0,4.0,,,2018-19,19,2018-19 / 0-4 yr
Entire Network,FluSurv-NET,2018-19,2019,8,0-4 yr,Overall,Overall,Overall,46.0,4.6,,,2018-19,20,2018-19 / 0-4 yr
Entire Network,FluSurv-NET,2018-19,2019,9,0-4 yr,Overall,Overall,Overall,50.0,3.9,,,2018-19,21,2018-19 / 0-4 yr
Entire Network,FluSurv-NET,2018-19,2019,10,0-4 yr,Overall,Overall,Overall,55.0,4.7,,,2018-19,22,2018-19 / 0-4 yr
Entire Network,FluSurv-NET,2018-19,2019,11,0-4 yr,Overall,Overall,Overall,59.0,4.3,,,2018-19,23,2018-19 / 0-4 yr
Entire Network,FluSurv-NET,2018-19,2019,12,0-4 yr,Overall,Overall,Overall,63.0,3.4,,,2018-19,24,2018-19 / 0-4 yr
Entire Network,FluSurv-NET,2018-19,2019,13,0-4 yr,Overall,Overall,Overall,65.0,2.7,,,2018-19,25,2018-19 / 0-4 yr
Entire Network,FluSurv-NET,2018-19,2019,14,0-4 yr,Overall,Overall,Overall,68.0,2.3,,,2018-19,26,2018-19 / 0-4 yr
Entire Network,FluSurv-NET,2018-19,2019,15,0-4 yr,Overall,Overall,Overall,69.0,1.3,,,2018-19,27,2018-19 / 0-4 yr
Entire Network,FluSurv-NET,2018-19,2019,16,0-4 yr,Overall,Overall,Overall,70.0,0.9,,,2018-19,28,2018-19 / 0-4 yr
Entire Network,FluSurv-NET,2018-19,2019,17,0-4 yr,Overall,Overall,Overall,71.0,0.7,,,2018-19,29,2018-19 / 0-4 yr
Entire Network,FluSurv-NET,2018-19,2019,18,0-4 yr,Overall,Overall,Overall,71.0,0.3,,,2018-19,30,2018-19 / 0-4 yr
