delay,validation_mae,validation_rmse,validation_smape
3,6.035118016783893,6.684445769827582,0.43784937269655777
0,9.796990693510713,10.49419741162301,0.8452314372112109
2,9.825056471774703,10.526073458049476,0.8487027657640258
1,10.060191166513695,10.771948011478115,0.878698406064497
