round,repeat,record_key,spec_key,structure_name,fractional,observation_map,delay_weeks,observation_family,num_free_params,num_compartments,train_objective,train_mae,train_rmse,val_mae,val_rmse,val_smape,rolling_val_mean_mae,rolling_val_mean_rmse,multi_split_blocks,multi_split_val_mean_mae,multi_split_val_std_mae,multi_split_penalty,rolling_val_error_std,rolling_val_metrics,stability_penalty,complexity_penalty,complexity_penalty_params,complexity_penalty_compartments,complexity_penalty_fractional,complexity_penalty_observation,complexity_penalty_h_observation,complexity_penalty_delay,complexity_penalty_recurrence,age_prior_penalty,score_policy,score_formula,score,score_used_val_mae,score_used_multi_split,score_used_stability,score_used_complexity,score_used_age_prior,params,candidate_universe_size,candidate_budget_actual,exhaustive_max_candidates,allow_truncated_exhaustive,truncated,search_name,candidate_count
1,,SEIRS|fractional=1|obs=I,SEIRS|fractional=1|obs=I,SEIRS,True,I,0,infectious,10,4,0.6992165948728841,0.4961514749544346,0.6476994091390038,0.20594941806529618,0.24670105014831964,0.36521106029788164,0.2729271454054225,0.31940681096407925,3,0.27267656228784126,0.09783307679973627,0.048916538399868134,0.15916910984158908,"{'1': {'mae': 0.22722102191147248, 'rmse': 0.29554879548694135, 'smape': 0.334921605535924}, '2': {'mae': 0.2080887377678275, 'rmse': 0.25257589696440325, 'smape': 0.3709888489919633}, '4': {'mae': 0.3834716765369675, 'rmse': 0.41009574044089325, 'smape': 0.9409245787049352}}",0.03183382196831782,0.20500000000000002,0.1,0.08,0.015,0.0,0.0,0.0,0.01,-0.0075,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.5509269226560273,False,True,True,True,True,"{'b0': -0.7589970125023819, 'b1': 4.64462962112218, 'b2': -0.1522633809530472, 'sigma': 0.9823062496339755, 'gamma': 0.6112656148045982, 'omega': 0.12819578201312187, 'rho': 65.22601358145513, 'alpha': 0.8753362992758548, 'S0': 0.9769282098638615, 'E0': 0.0056523176408898165, 'I0': 0.017419472495248587, 'R0': 0.0, 'fractional': 1.0}",44,44,200,False,False,exhaustive_structure_discovery,44
1,,SEIRS|fractional=1|obs=delayed_I|delay=3,SEIRS|fractional=1|obs=delayed_I|delay=3,SEIRS,True,delayed_I,3,delayed,10,4,0.6751103711874178,0.46608763714536433,0.6328957973859805,0.26197705112100744,0.29895244998048864,0.49843926879153005,0.3008633450038095,0.36070538100791344,3,0.2927981773615256,0.09681892706678853,0.048409463533394266,0.19846865974644942,"{'1': {'mae': 0.2459328125146119, 'rmse': 0.2866303614885483, 'smape': 0.448139434680057}, '2': {'mae': 0.24039373593270502, 'rmse': 0.2825255936550768, 'smape': 0.47524536199924305}, '4': {'mae': 0.4162634865641116, 'rmse': 0.5129601878801151, 'smape': 0.6405582732127026}}",0.039693731949289886,0.22000000000000003,0.1,0.08,0.015,0.0,0.0,0.015,0.01,-0.0075,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.5934013728442098,False,True,True,True,True,"{'b0': -1.3281334666812667, 'b1': 4.6205256747938055, 'b2': 1.5808322503422092, 'sigma': 0.9840969322624739, 'gamma': 0.490184810160426, 'omega': 0.13099396019324655, 'rho': 54.988408277901826, 'alpha': 0.9114433463103632, 'S0': 0.9730178813385287, 'E0': 0.012487178069701923, 'I0': 0.014494940591769295, 'R0': 0.0, 'fractional': 1.0}",44,44,200,False,False,exhaustive_structure_discovery,44
1,,SIR|fractional=0|obs=delayed_I|delay=1,SIR|fractional=0|obs=delayed_I|delay=1,SIR,False,delayed_I,1,delayed,6,3,1.753859423525132,0.9009857579811243,1.2734533552271567,0.4531589597849819,0.5235870210795773,0.4685636285452392,0.37129109552820355,0.4486181057541367,3,0.35181410255734913,0.1906252984933369,0.09531264924666845,0.2516835762111277,"{'1': {'mae': 0.40925114013904135, 'rmse': 0.4872035634719906, 'smape': 0.4275689194828024}, '2': {'mae': 0.39357439790341764, 'rmse': 0.4792074330279779, 'smape': 0.4384138247833756}, '4': {'mae': 0.3110477485421518, 'rmse': 0.3794433207624415, 'smape': 0.4063504385021935}}",0.05033671524222554,0.125,0.06,0.06,0.0,0.0,0.0,0.005,0.0,0.005,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.6274634670462431,False,True,True,True,True,"{'b0': 1.7453982636783012, 'b1': 0.7782634434175678, 'b2': -2.947265981866275, 'gamma': 0.11855796364608959, 'rho': 27.454138421644622, 'S0': 0.9707850762041236, 'I0': 0.029214923795876434, 'R0': 0.0, 'fractional': 0.0}",44,44,200,False,False,exhaustive_structure_discovery,44
1,,SIR|fractional=0|obs=delayed_I|delay=2,SIR|fractional=0|obs=delayed_I|delay=2,SIR,False,delayed_I,2,delayed,6,3,1.7532077290363028,0.9040262845213733,1.2737642947325591,0.4533122014634503,0.5237323415216952,0.4686926522609216,0.37141912580210845,0.4487551558570382,3,0.35193828320102505,0.1906794566471007,0.09533972832355035,0.2517391393177025,"{'1': {'mae': 0.4093934138119595, 'rmse': 0.48736134364798656, 'smape': 0.42767672833400355}, '2': {'mae': 0.3936982079259854, 'rmse': 0.47934108725905755, 'smape': 0.4385127796164673}, '4': {'mae': 0.3111657556683804, 'rmse': 0.37956303666407054, 'smape': 0.40645936002772326}}",0.0503478278635405,0.13,0.06,0.06,0.0,0.0,0.0,0.01,0.0,0.005,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.6326258393881159,False,True,True,True,True,"{'b0': 1.8429601183684587, 'b1': 1.031273761614796, 'b2': -2.8797839177216504, 'gamma': 0.11855126064262289, 'rho': 27.341286399953944, 'S0': 0.9681156284005614, 'I0': 0.031884371599438535, 'R0': 0.0, 'fractional': 0.0}",44,44,200,False,False,exhaustive_structure_discovery,44
1,,SIR|fractional=0|obs=delayed_I|delay=3,SIR|fractional=0|obs=delayed_I|delay=3,SIR,False,delayed_I,3,delayed,6,3,1.7575646641551999,0.9154620701836761,1.276701436174048,0.4538650633987733,0.5242547261948625,0.46915952067339745,0.37179693795063756,0.44917606976295854,3,0.35229791322623305,0.19087435119187882,0.09543717559593941,0.251931866331555,"{'1': {'mae': 0.409795316488637, 'rmse': 0.4878043017752034, 'smape': 0.42797614088161573}, '2': {'mae': 0.39408538698723766, 'rmse': 0.4797706874917055, 'smape': 0.43881802958800514}, '4': {'mae': 0.311510110376038, 'rmse': 0.3799532200219668, 'smape': 0.40676394342808664}}",0.050386373266311006,0.135,0.06,0.06,0.0,0.0,0.0,0.015,0.0,0.005,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.6381214620884835,False,True,True,True,True,"{'b0': 1.9076575860026284, 'b1': 1.2840827373692871, 'b2': -2.745967193616594, 'gamma': 0.11852570150737955, 'rho': 27.203224997472265, 'S0': 0.9644934250101428, 'I0': 0.03550657498985714, 'R0': 0.0, 'fractional': 0.0}",44,44,200,False,False,exhaustive_structure_discovery,44
1,,SEIR|fractional=0|obs=I,SEIR|fractional=0|obs=I,SEIR,False,I,0,infectious,8,4,1.8731278250726544,0.8838451248568042,1.296909912310513,0.4371736867789945,0.5085300970252599,0.45492779762884206,0.361639353589083,0.4379237705740684,3,0.3424427743793129,0.1858242717374787,0.09291213586873935,0.2468623749165634,"{'1': {'mae': 0.3978217786698419, 'rmse': 0.4746205959968066, 'smape': 0.41899960040294787}, '2': {'mae': 0.38263374844489006, 'rmse': 0.46706087516624045, 'smape': 0.42975623279218295}, '4': {'mae': 0.30446253365251696, 'rmse': 0.3720898405591582, 'smape': 0.39993940106305187}}",0.04937247498331268,0.16,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.644727385231365,False,True,True,True,True,"{'b0': 1.3276149730511717, 'b1': 2.012512557556168, 'b2': -2.6262031947297917, 'sigma': 0.9963391515832161, 'gamma': 0.11931454199611174, 'rho': 27.670628444199142, 'S0': 0.9674122580159374, 'E0': 0.01487569596601296, 'I0': 0.017712046018049658, 'R0': 0.0, 'fractional': 0.0}",44,44,200,False,False,exhaustive_structure_discovery,44
1,,SEIR|fractional=0|obs=delayed_I|delay=1,SEIR|fractional=0|obs=delayed_I|delay=1,SEIR,False,delayed_I,1,delayed,8,4,1.8686726893613028,0.8817173549806514,1.2966954705007,0.4373117069182023,0.5086614508616705,0.45504524657244894,0.36066176458667126,0.4367750764585085,3,0.3417093794706971,0.18505031412714884,0.09252515706357442,0.24625366382814895,"{'1': {'mae': 0.39796401688785893, 'rmse': 0.47473284577864405, 'smape': 0.41913481107319683}, '2': {'mae': 0.38273226010411576, 'rmse': 0.4671544286992599, 'smape': 0.4298430595509135}, '4': {'mae': 0.30128901676803904, 'rmse': 0.36843795489762154, 'smape': 0.39764666891686334}}",0.049250732765629794,0.165,0.08,0.08,0.0,0.0,0.0,0.005,0.0,0.0,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.6484852692999014,False,True,True,True,True,"{'b0': 1.4233644336216797, 'b1': 2.2311989607131157, 'b2': -2.4329732163266815, 'sigma': 0.9963462376711347, 'gamma': 0.1193091063155627, 'rho': 27.587771718486774, 'S0': 0.9642670127693774, 'E0': 0.015448279438084956, 'I0': 0.020284707792537698, 'R0': 0.0, 'fractional': 0.0}",44,44,200,False,False,exhaustive_structure_discovery,44
1,,SEIRS|fractional=0|obs=I,SEIRS|fractional=0|obs=I,SEIRS,False,I,0,infectious,9,4,0.8068637820757166,0.5666883694481301,0.733337169467244,0.4235730292206462,0.44929226547525636,1.0277961853690751,0.4240834659918966,0.45001448699936825,3,0.42766606437151466,0.0376780936751675,0.01883904683758375,0.1502323039407818,"{'1': {'mae': 0.41146316571824926, 'rmse': 0.43801306498182657, 'smape': 0.9600194133431176}, '2': {'mae': 0.40993516011956976, 'rmse': 0.43837967968803077, 'smape': 1.0316866971907335}, '4': {'mae': 0.4508520721378707, 'rmse': 0.4736507163282473, 'smape': 1.2362877269319819}}",0.03004646078815636,0.18,0.09,0.08,0.0,0.0,0.0,0.0,0.01,-0.005,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.6515515719972548,False,True,True,True,True,"{'b0': -2.097794090746669, 'b1': 4.996236421552483, 'b2': 0.29469931056495097, 'sigma': 0.9814395254407934, 'gamma': 0.300530738562517, 'omega': 0.1387173688638229, 'rho': 39.64167358523648, 'S0': 0.9686693764049799, 'E0': 0.013968672407043829, 'I0': 0.017361951187976548, 'R0': 0.0, 'fractional': 0.0}",44,44,200,False,False,exhaustive_structure_discovery,44
1,,SEIRS|fractional=0|obs=delayed_I|delay=1,SEIRS|fractional=0|obs=delayed_I|delay=1,SEIRS,False,delayed_I,1,delayed,9,4,0.8074203683784796,0.5593023236237927,0.729620663300608,0.42293554961028496,0.44868150156746317,1.0252320513666786,0.4205960409920186,0.446850309591285,3,0.42464655729927997,0.039952657448132735,0.019976328724066367,0.1505467158946898,"{'1': {'mae': 0.40245611526091885, 'rmse': 0.4298940534273916, 'smape': 0.9477633942652519}, '2': {'mae': 0.4091949230220645, 'rmse': 0.4376831107601209, 'smape': 1.0288850376092797}, '4': {'mae': 0.45013708469307245, 'rmse': 0.47297376458634244, 'smape': 1.2331010566055771}}",0.03010934317893796,0.185,0.09,0.08,0.0,0.0,0.0,0.005,0.01,-0.005,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.6547322292022842,False,True,True,True,True,"{'b0': -2.162796021025757, 'b1': 5.0099972735396765, 'b2': 0.8617279804861605, 'sigma': 0.9825060835769298, 'gamma': 0.2993782323084888, 'omega': 0.1376139758533705, 'rho': 39.53887098364254, 'S0': 0.9696013519304416, 'E0': 0.013594731839230633, 'I0': 0.016803916230327856, 'R0': 0.0, 'fractional': 0.0}",44,44,200,False,False,exhaustive_structure_discovery,44
1,,SEIR|fractional=0|obs=delayed_I|delay=2,SEIR|fractional=0|obs=delayed_I|delay=2,SEIR,False,delayed_I,2,delayed,8,4,1.8604651407848596,0.8684134209220498,1.2960103261861282,0.4376924848422453,0.5090216181145676,0.4553709944400287,0.3643875355753767,0.441550580138427,3,0.34518241321010834,0.18943374727648293,0.09471687363824147,0.2492568195867048,"{'1': {'mae': 0.3983012013073885, 'rmse': 0.47510302237538793, 'smape': 0.41938165776617164}, '2': {'mae': 0.3900910794900687, 'rmse': 0.4771472461284126, 'smape': 0.4344832090222448}, '4': {'mae': 0.30477032592867276, 'rmse': 0.3724014719114805, 'smape': 0.40022931115422805}}",0.04985136391734096,0.17,0.08,0.08,0.0,0.0,0.0,0.01,0.0,0.0,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.6597506507656907,False,True,True,True,True,"{'b0': 1.5029674769236645, 'b1': 2.4389627542801464, 'b2': -2.204682710790073, 'sigma': 0.9963353824951381, 'gamma': 0.11929251671080209, 'rho': 27.49282650033354, 'S0': 0.95888576167825, 'E0': 0.018310715472266842, 'I0': 0.02280352284948296, 'R0': 0.0, 'fractional': 0.0}",44,44,200,False,False,exhaustive_structure_discovery,44
