round,repeat,record_key,spec_key,structure_name,fractional,observation_map,delay_weeks,observation_family,num_free_params,num_compartments,train_objective,train_mae,train_rmse,val_mae,val_rmse,val_smape,rolling_val_mean_mae,rolling_val_mean_rmse,multi_split_blocks,multi_split_val_mean_mae,multi_split_val_std_mae,multi_split_penalty,rolling_val_error_std,rolling_val_metrics,stability_penalty,complexity_penalty,complexity_penalty_params,complexity_penalty_compartments,complexity_penalty_fractional,complexity_penalty_observation,complexity_penalty_h_observation,complexity_penalty_delay,complexity_penalty_recurrence,age_prior_penalty,score_policy,score_formula,score,score_used_val_mae,score_used_multi_split,score_used_stability,score_used_complexity,score_used_age_prior,params,random_draw_index,search_name,candidate_budget_requested,candidate_budget_actual,candidate_universe_size,random_repeats,random_seed
10,0,0:SEIRS|fractional=1|obs=delayed_I|delay=1,SEIRS|fractional=1|obs=delayed_I|delay=1,SEIRS,True,delayed_I,1,delayed,10,4,0.3600150596308369,0.3144391646292163,0.4261186855650561,0.1270948751798935,0.1551146868626418,0.6804470747207014,0.11450397729747397,0.1392811359238998,3,0.11370774654735177,0.0346621149110516,0.0173310574555258,0.07895046760852316,"{'1': {'mae': 0.12537894231190383, 'rmse': 0.15022899729716807, 'smape': 0.6378848717530703}, '2': {'mae': 0.12543340666441216, 'rmse': 0.15970088100744403, 'smape': 0.6300091415543256}, '4': {'mae': 0.09269958291610593, 'rmse': 0.10791352946708724, 'smape': 0.6512656497252285}}",0.015790093521704632,0.21000000000000002,0.1,0.08,0.015,0.0,0.0,0.005,0.01,-0.0075,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.34932889752458224,False,True,True,True,True,"{'b0': -0.7932100109260722, 'b1': 3.1445458398164496, 'b2': 0.7688021620744119, 'sigma': 0.9614865447456943, 'gamma': 0.5275934417785015, 'omega': 0.22760225113327676, 'rho': 21.230409582747768, 'alpha': 0.9407139523699497, 'S0': 0.972031193062331, 'E0': 0.015429655223793677, 'I0': 0.012539151713875221, 'R0': 0.0, 'fractional': 1.0}",10,random_structure_discovery,30,30,44,1,2255
22,0,0:SEIRS|fractional=1|obs=I,SEIRS|fractional=1|obs=I,SEIRS,True,I,0,infectious,10,4,0.36423379275577494,0.32309312586586636,0.4340101889549015,0.14026394372145484,0.16945766383010485,0.8496741484347788,0.12538296413285085,0.15105690575443817,3,0.12583730827243034,0.025602602027158118,0.012801301013579059,0.08415449419963979,"{'1': {'mae': 0.13586703762853278, 'rmse': 0.16204636648226864, 'smape': 0.7631800446241667}, '2': {'mae': 0.13357391707291674, 'rmse': 0.16470773618440968, 'smape': 0.8142988518760592}, '4': {'mae': 0.10670793769710309, 'rmse': 0.1264166145966362, 'smape': 0.835298521971952}}",0.016830898839927957,0.20500000000000002,0.1,0.08,0.015,0.0,0.0,0.0,0.01,-0.0075,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.35296950812593736,False,True,True,True,True,"{'b0': -1.205686994374389, 'b1': 3.3368889727429387, 'b2': 0.488760948305545, 'sigma': 0.9478761560699117, 'gamma': 0.41158608225977417, 'omega': 0.22686756073419648, 'rho': 17.64832716843065, 'alpha': 0.9753474846570156, 'S0': 0.9677302965374571, 'E0': 0.014550188827080118, 'I0': 0.0177195146354629, 'R0': 0.0, 'fractional': 1.0}",22,random_structure_discovery,30,30,44,1,2255
2,0,0:SEIRS|fractional=0|obs=delayed_I|delay=2,SEIRS|fractional=0|obs=delayed_I|delay=2,SEIRS,False,delayed_I,2,delayed,9,4,0.35121630253305075,0.31769723749317436,0.4354981010802065,0.1499873770175435,0.17960217934830058,1.036209377635842,0.17224737873863308,0.21704504673436098,3,0.16638015686519594,0.056153253306934145,0.028076626653467072,0.13066276142091107,"{'1': {'mae': 0.146835206262727, 'rmse': 0.17157071907122792, 'smape': 0.948521876761423}, '2': {'mae': 0.14607403072018274, 'rmse': 0.1760165154962442, 'smape': 1.0206259699391411}, '4': {'mae': 0.22383289923298952, 'rmse': 0.30354790563561085, 'smape': 1.3194438427814716}}",0.026132552284182216,0.19,0.09,0.08,0.0,0.0,0.0,0.01,0.01,-0.01,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.4005893358028452,False,True,True,True,True,"{'b0': -1.0174946104656322, 'b1': 2.5747753334950283, 'b2': 1.3803711007326247, 'sigma': 0.9348235798653559, 'gamma': 0.38109154594209665, 'omega': 0.2553734278462023, 'rho': 16.621193336624696, 'S0': 0.9721209789653186, 'E0': 0.013535310869561983, 'I0': 0.014343710165119582, 'R0': 0.0, 'fractional': 0.0}",2,random_structure_discovery,30,30,44,1,2255
8,0,0:SEIRS|fractional=0|obs=delayed_I|delay=1,SEIRS|fractional=0|obs=delayed_I|delay=1,SEIRS,False,delayed_I,1,delayed,9,4,0.3564896798774604,0.320511361698618,0.4337718157275901,0.15376371268538258,0.18549300855929496,1.0641446392473746,0.18748822359543552,0.24299423201158366,3,0.17945169854057258,0.062451931398214505,0.031225965699107253,0.15415855079111385,"{'1': {'mae': 0.18911008931147627, 'rmse': 0.24499259282303312, 'smape': 1.0049888780653196}, '2': {'mae': 0.1476965056012856, 'rmse': 0.18059916629006764, 'smape': 1.041974064157301}, '4': {'mae': 0.22565807587354475, 'rmse': 0.30339093692165015, 'smape': 1.353592606846542}}",0.03083171015822277,0.185,0.09,0.08,0.0,0.0,0.0,0.005,0.01,-0.01,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.4165093743979026,False,True,True,True,True,"{'b0': -1.2418425186874043, 'b1': 3.0336488036549722, 'b2': 0.9810492373734743, 'sigma': 0.9497350005004759, 'gamma': 0.37296302633267103, 'omega': 0.24235736659151094, 'rho': 16.407086051494748, 'S0': 0.9700375441119766, 'E0': 0.015311255664858667, 'I0': 0.014651200223164764, 'R0': 0.0, 'fractional': 0.0}",8,random_structure_discovery,30,30,44,1,2255
11,0,0:SEIRS|fractional=0|obs=delayed_I|delay=3,SEIRS|fractional=0|obs=delayed_I|delay=3,SEIRS,False,delayed_I,3,delayed,9,4,0.3350740764321749,0.31075397927956444,0.4319646701862008,0.1492262282525389,0.17808783712546117,1.0360245444401706,0.1801781214023269,0.22503748167929336,3,0.1724687586817606,0.07422514604461133,0.03711257302230567,0.13374926984233867,"{'1': {'mae': 0.14552908395737035, 'rmse': 0.16956808540918678, 'smape': 0.9372064940283117}, '2': {'mae': 0.14675178561892926, 'rmse': 0.17721265565904495, 'smape': 0.9693744768241922}, '4': {'mae': 0.24825349463068108, 'rmse': 0.3283317039696482, 'smape': 1.2560894645865075}}",0.026749853968467737,0.195,0.09,0.08,0.0,0.0,0.0,0.015,0.01,-0.01,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.421331185672534,False,True,True,True,True,"{'b0': -0.6577392358103042, 'b1': 1.9566053002609947, 'b2': 1.6477149396522084, 'sigma': 0.9384452150532783, 'gamma': 0.4156212812622761, 'omega': 0.2847771712575415, 'rho': 17.51510338844336, 'S0': 0.9696362086028368, 'E0': 0.01840670545277911, 'I0': 0.011957085944384098, 'R0': 0.0, 'fractional': 0.0}",11,random_structure_discovery,30,30,44,1,2255
21,0,0:SEIRS|fractional=1|obs=delayed_I|delay=3,SEIRS|fractional=1|obs=delayed_I|delay=3,SEIRS,True,delayed_I,3,delayed,10,4,0.34054267063591714,0.30792001612471154,0.42908606271653643,0.13618353882795603,0.16182729219571476,0.8340835510651233,0.18193171773195485,0.24230535714786564,3,0.170419202545762,0.08874600100486481,0.044373000502432404,0.1590494933460798,"{'1': {'mae': 0.17623404679692373, 'rmse': 0.23431788980718984, 'smape': 0.7945789672681454}, '2': {'mae': 0.1329003899497544, 'rmse': 0.1598352661753462, 'smape': 0.812909629420756}, '4': {'mae': 0.2366607164491865, 'rmse': 0.3327629154610609, 'smape': 0.9961032706386593}}",0.03180989866921596,0.22000000000000003,0.1,0.08,0.015,0.0,0.0,0.015,0.01,-0.0075,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.4591021017174104,False,True,True,True,True,"{'b0': -0.5609475687855058, 'b1': 2.0853406916391597, 'b2': 1.595313276484734, 'sigma': 0.945189875459507, 'gamma': 0.46369096907040497, 'omega': 0.269434326018488, 'rho': 19.070070380919063, 'alpha': 0.9754428536774531, 'S0': 0.9704375652646929, 'E0': 0.01838443713004457, 'I0': 0.011177997605262403, 'R0': 0.0, 'fractional': 1.0}",21,random_structure_discovery,30,30,44,1,2255
30,0,0:SIR|fractional=0|obs=delayed_I|delay=2,SIR|fractional=0|obs=delayed_I|delay=2,SIR,False,delayed_I,2,delayed,6,3,0.32213948988079877,0.3478154025825453,0.5057148081369229,0.3959460193474758,0.4243734666361453,0.976914703292978,0.329953736280737,0.3674999481262811,3,0.3165763538122648,0.12847273735954678,0.06423636867977339,0.16174847624780056,"{'1': {'mae': 0.3385690627462539, 'rmse': 0.37678526805303103, 'smape': 0.886951736842445}, '2': {'mae': 0.334318292592374, 'rmse': 0.37544509167868073, 'smape': 0.9272548409625591}, '4': {'mae': 0.31697385350358304, 'rmse': 0.35026948464713165, 'smape': 0.9505989689692537}}",0.03234969524956011,0.13,0.06,0.06,0.0,0.0,0.0,0.01,0.0,0.0,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.5431624177415983,False,True,True,True,True,"{'b0': 0.19961435229244048, 'b1': 1.6140454209882515, 'b2': -1.2403726988325319, 'gamma': 0.10088769278660482, 'rho': 9.347990907658502, 'S0': 0.9658967960172099, 'I0': 0.0341032039827901, 'R0': 0.0, 'fractional': 0.0}",30,random_structure_discovery,30,30,44,1,2255
7,0,0:SIR|fractional=1|obs=I,SIR|fractional=1|obs=I,SIR,True,I,0,infectious,7,3,0.32000970825453356,0.3311014681656391,0.4831381860232803,0.3553415126267512,0.38193905648120496,0.9323820865030215,0.321552822371143,0.3539402472811998,3,0.31115961486366284,0.11471528475370911,0.057357642376854555,0.14744259778445476,"{'1': {'mae': 0.3201506107074884, 'rmse': 0.3510645588368328, 'smape': 0.87803050919475}, '2': {'mae': 0.34310458383946396, 'rmse': 0.3849060433036165, 'smape': 0.940487481299755}, '4': {'mae': 0.3014032725664767, 'rmse': 0.32585013970315, 'smape': 0.9417477724039022}}",0.029488519556890955,0.14500000000000002,0.07,0.06,0.015,0.0,0.0,0.0,0.0,0.0025,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.5455057767974083,False,True,True,True,True,"{'b0': -0.35238783627758563, 'b1': 2.161421236644775, 'b2': -0.7764334383103304, 'gamma': 0.3753697644721258, 'rho': 17.52974724045299, 'alpha': 0.7157820667878767, 'S0': 0.9736038192584404, 'I0': 0.026396180741559586, 'R0': 0.0, 'fractional': 1.0}",7,random_structure_discovery,30,30,44,1,2255
13,0,0:SIR|fractional=0|obs=delayed_I|delay=3,SIR|fractional=0|obs=delayed_I|delay=3,SIR,False,delayed_I,3,delayed,6,3,0.31912651231137285,0.3488573631141428,0.5072304795689986,0.3949601039080817,0.42343093968599554,0.9757176888014631,0.32925823581225533,0.366728508760862,3,0.3159223816621024,0.1280675883855635,0.06403379419278175,0.16141617835173447,"{'1': {'mae': 0.33794328787978134, 'rmse': 0.37606967478320613, 'smape': 0.8863068899549968}, '2': {'mae': 0.333644310836281, 'rmse': 0.37467448283562443, 'smape': 0.92651074215958}, '4': {'mae': 0.3161871087207036, 'rmse': 0.34944136866375536, 'smape': 0.9494847063563421}}",0.032283235670346896,0.135,0.06,0.06,0.0,0.0,0.0,0.015,0.0,0.0,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.547239411525231,False,True,True,True,True,"{'b0': 0.27918153160391346, 'b1': 1.593113279643863, 'b2': -1.010043432516835, 'gamma': 0.10098977610115788, 'rho': 9.30993454740412, 'S0': 0.9632281584331276, 'I0': 0.03677184156687242, 'R0': 0.0, 'fractional': 0.0}",13,random_structure_discovery,30,30,44,1,2255
25,0,0:SIR|fractional=1|obs=delayed_I|delay=3,SIR|fractional=1|obs=delayed_I|delay=3,SIR,True,delayed_I,3,delayed,7,3,0.3244903954825416,0.3531215490123124,0.5092840900242006,0.42596698891970286,0.45241421941988363,1.0133708959676828,0.32175408184809123,0.35439982163514444,3,0.31022472072675744,0.10523861596603344,0.05261930798301672,0.14853952937200973,"{'1': {'mae': 0.3257816070780118, 'rmse': 0.35690425110412133, 'smape': 0.8850344226006971}, '2': {'mae': 0.3215294772291384, 'rmse': 0.35463471767482246, 'smape': 0.925878142569846}, '4': {'mae': 0.31795116123712364, 'rmse': 0.35166049612648964, 'smape': 0.9560627769800308}}",0.029707905874401946,0.16000000000000003,0.07,0.06,0.015,0.0,0.0,0.015,0.0,0.0025,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.5550519345841761,False,True,True,True,True,"{'b0': 0.28960349969978094, 'b1': 1.6144114459602077, 'b2': -1.004834213485205, 'gamma': 0.11080704595501549, 'rho': 9.608774619854813, 'alpha': 0.978761730324574, 'S0': 0.9637603687739321, 'I0': 0.03623963122606792, 'R0': 0.0, 'fractional': 1.0}",25,random_structure_discovery,30,30,44,1,2255
9,0,0:SIR|fractional=1|obs=delayed_I|delay=1,SIR|fractional=1|obs=delayed_I|delay=1,SIR,True,delayed_I,1,delayed,7,3,0.32117048678564597,0.3304533966150923,0.48390375300433397,0.35808750897432706,0.3847263546594642,0.9356161742625446,0.3301406037307179,0.3642598397848855,3,0.31838491245464745,0.12301719751754221,0.061508598758771106,0.1534886679108248,"{'1': {'mae': 0.3440990887784746, 'rmse': 0.38008039150013395, 'smape': 0.8996780240492507}, '2': {'mae': 0.3435012660488528, 'rmse': 0.3851763963322553, 'smape': 0.9411902567758903}, '4': {'mae': 0.3028214563648263, 'rmse': 0.32752273152226724, 'smape': 0.9435622029555301}}",0.03069773358216496,0.15000000000000002,0.07,0.06,0.015,0.0,0.0,0.005,0.0,0.0025,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.5630912447955835,False,True,True,True,True,"{'b0': -0.33837124589380974, 'b1': 2.200595806060194, 'b2': -0.4985222713160301, 'gamma': 0.37328995509606233, 'rho': 17.42341429352516, 'alpha': 0.7165862587559043, 'S0': 0.975851818920877, 'I0': 0.024148181079123015, 'R0': 0.0, 'fractional': 1.0}",9,random_structure_discovery,30,30,44,1,2255
