delay,validation_mae,validation_rmse,validation_smape
2,2.0749867516195883,2.4387478892847754,0.16734717090025156
3,2.5750905560580852,2.7549411364583625,0.2088807542017014
0,3.264542071200393,3.444090880992742,0.27006997263195204
1,4.429910804075123,4.754891269369635,0.38918167254728164
