t,actual,full_fit_prediction,test_forecast_prediction,segment,lower_50,upper_50,lower_80,upper_80,lower_95,upper_95,raw_lower_50,raw_upper_50,raw_lower_80,raw_upper_80,raw_lower_95,raw_upper_95
0,0.1,0.09367843098376342,0.09158237126702204,train,0.013225410499520529,0.180693560953496,0.0,0.2598363176084771,0.0,0.3725210516871347,0.013225410499520529,0.180693560953496,0.0,0.2598363176084771,0.0,0.3725210516871347
1,0.1,0.19951586483977007,0.18154699554034506,train,0.0761953802916068,0.37135743451201075,0.029544217797746672,0.5281528486481724,0.0,0.6667381441009671,0.0761953802916068,0.37135743451201075,0.029544217797746672,0.5281528486481724,0.0,0.6667381441009671
2,0.1,0.25354244613083554,0.23831234109973318,train,0.179231839669956,0.3419722667382486,0.0807471420287442,0.3978512268252358,0.0,0.5019198585437475,0.179231839669956,0.3419722667382486,0.0807471420287442,0.3978512268252358,0.0,0.5019198585437475
3,0.2,0.31621768615528856,0.30502326337692676,train,0.2307341889899502,0.4769579638414246,0.1957903052145363,0.5220644520748622,0.08864482124728235,0.659449952897215,0.2307341889899502,0.4769579638414246,0.1957903052145363,0.5220644520748622,0.08864482124728235,0.659449952897215
4,0.2,0.3947605582551374,0.38920589944421696,train,0.36116384578907734,0.4715659409574589,0.169996820632773,0.6483943784779053,0.12509243850777255,0.751859511391122,0.36116384578907734,0.4715659409574589,0.169996820632773,0.6483943784779053,0.12509243850777255,0.751859511391122
5,0.6,0.4921180785516997,0.49423476978880543,train,0.3899557954186115,0.5924695932544379,0.28316480560475316,0.7036893228376674,0.20956500313708493,0.7126059265432827,0.3899557954186115,0.5924695932544379,0.28316480560475316,0.7036893228376674,0.20956500313708493,0.7126059265432827
6,0.7,0.6104223371016672,0.6223145854160194,train,0.534753789166664,0.7111729043167528,0.474509293992811,0.8082321513796337,0.2564922523340269,0.9076111743731744,0.534753789166664,0.7111729043167528,0.474509293992811,0.8082321513796337,0.2564922523340269,0.9076111743731744
7,0.6,0.7506301314055853,0.7740668913434522,train,0.7017124458860864,0.8920137554945446,0.5785464338885501,0.9281138795414926,0.41047863832091613,1.0152852423407746,0.7017124458860864,0.8920137554945446,0.5785464338885501,0.9281138795414926,0.41047863832091613,1.0152852423407746
8,0.9,0.9117725405518612,0.9476685382222009,train,0.8188190744063915,1.0055270403408199,0.7361252071785231,1.1665153449218804,0.6219470901760781,1.3071111187536626,0.8188190744063915,1.0055270403408199,0.7361252071785231,1.1665153449218804,0.6219470901760781,1.3071111187536626
9,1.3,1.0901842248867275,1.1380497000970198,train,1.0111969018608704,1.1598920129879895,0.8936574847474288,1.2323771724480956,0.8768374284585878,1.41734304433518,1.0111969018608704,1.1598920129879895,0.8936574847474288,1.2323771724480956,0.8768374284585878,1.41734304433518
10,1.7,1.2789587335101344,1.3364929726626795,train,1.1818524579520506,1.4042009650490006,1.1195520435019886,1.440515808959262,1.0154528727981547,1.5578513117914357,1.1818524579520506,1.4042009650490006,1.1195520435019886,1.440515808959262,1.0154528727981547,1.5578513117914357
11,2.7,1.4679182282324166,1.5309603156272464,train,1.391685848650619,1.632007748159866,1.257041108206552,1.768290687761635,1.23356002500495,1.8175035853527177,1.391685848650619,1.632007748159866,1.257041108206552,1.768290687761635,1.23356002500495,1.8175035853527177
12,2.2,1.6443366399871313,1.7073257007400995,train,1.641452433844836,1.8164972127219312,1.4811750675466866,2.0099700535496483,1.2766912995318844,2.1601835119109607,1.641452433844836,1.8164972127219312,1.4811750675466866,2.0099700535496483,1.2766912995318844,2.1601835119109607
13,1.8,1.7944645213817643,1.851389931475797,train,1.7400858835763433,2.0147166853032363,1.6538184542994285,2.2808297097982915,1.3844815998377202,2.5135539868887244,1.7400858835763433,2.0147166853032363,1.6538184542994285,2.2808297097982915,1.3844815998377202,2.5135539868887244
14,1.7,1.9056113561796884,1.951216318973364,train,1.8683489237531914,2.042424220928514,1.7805486121297132,2.1032643621780247,1.6501602781098013,2.2108971137062405,1.8683489237531914,2.042424220928514,1.7805486121297132,2.1032643621780247,1.6501602781098013,2.2108971137062405
15,1.4,1.9682763905231864,1.9991377509867545,train,1.818462675274188,2.088649580213784,1.7808773333977017,2.1687139349420894,1.6635756896963967,2.249181863044785,1.818462675274188,2.088649580213784,1.7808773333977017,2.1687139349420894,1.6635756896963967,2.249181863044785
16,1.9,1.9777351815135025,1.9928722735000906,train,1.901351130840946,2.0353041965831937,1.8229223927180793,2.170992770453121,1.6427721792849845,2.269351783298429,1.901351130840946,2.0353041965831937,1.8229223927180793,2.170992770453121,1.6427721792849845,2.269351783298429
17,1.9,1.9346525862364525,1.9355067314945666,train,1.8098155898580588,2.056173310947578,1.737403010674462,2.126847105040793,1.6790657483199942,2.211171737068004,1.8098155898580588,2.056173310947578,1.737403010674462,2.126847105040793,1.6790657483199942,2.211171737068004
18,1.7,1.8446258977900196,1.8344905761186454,train,1.72284537723912,1.902302813620749,1.6688381616701287,1.972850399702615,1.543608481627237,2.077036160986124,1.72284537723912,1.902302813620749,1.6688381616701287,1.972850399702615,1.543608481627237,2.077036160986124
