series_name,model_name,test_mae,test_rmse,test_smape,num_free_params,num_compartments
5-17 yr,last_observed,0.0,0.0,0.0,0,0
5-17 yr,rolling_mean_2wk,0.0,0.0,0.0,0,0
5-17 yr,arima_auto_small,0.0,0.0,0.0,0,0
5-17 yr,constrained_structure_discovery,0.004372426111388172,0.005241133069680671,1.9999935955726842,9,4
5-17 yr,validation_only_structure_selection,0.004376758961684366,0.005245819546954716,1.9999936032854584,9,4
5-17 yr,random_structure_discovery,0.007429560782612271,0.00832387161817115,1.9999967374392198,9,4
5-17 yr,no_stability_discovery,0.011005673529623271,0.011312383399109874,1.999998097389468,10,4
5-17 yr,exhaustive_structure_discovery,0.011012400943136321,0.011319013284119965,1.9999980986285713,10,4
5-17 yr,equal_weight_point_ensemble,0.022109720866553356,0.0230475604874368,1.999999021348836,0,0
5-17 yr,rolling_mean_4wk,0.025,0.025000000000000005,1.9999992000003202,0,0
5-17 yr,lagged_ridge,0.025,0.025000000000000005,1.9999992000003202,0,0
5-17 yr,lagged_gradient_boosting,0.025,0.025000000000000005,1.9999992000003202,0,0
5-17 yr,hospitalized_seihr,0.025244073354354704,0.029159508060551995,1.999998873894812,11,5
5-17 yr,probabilistic_seir,0.033699231131592226,0.033884135299400125,1.9999994002939325,9,4
5-17 yr,delayed_observation_seir,0.04221273732215547,0.04675495132456734,1.999999401107472,8,4
5-17 yr,fractional_seir,0.04231198045612031,0.046858806938437664,1.9999994027134802,9,4
5-17 yr,deterministic_seir,0.042476202023029645,0.04703031389623443,1.9999994053637862,8,4
5-17 yr,no_observation_search_discovery,0.053425337892986736,0.05777526975970034,1.9999995551427516,6,3
