delay,validation_mae,validation_rmse,validation_smape
3,0.1726161124325865,0.196857284385005,0.4783932488380782
0,0.17441057162347962,0.19867355385544108,0.4824563480687597
2,0.17710328449320686,0.20129027212479633,0.4887316814144619
1,0.1772774154397556,0.20143402931776283,0.48918635845554803
