series_name,v1_best_spec,v1_selected_round_id,v1_best_score,v1_best_validation_mae,v1_best_rolling_mean_mae,v1_final_test_mae,v1_rounds_completed,v1_early_stop_round,v1_num_candidates_evaluated,v0_best_spec,v0_best_score,v0_best_rolling_mean_mae,v0_best_test_mae,v0_num_candidates_evaluated,nonllm_best_spec,nonllm_best_score,nonllm_best_rolling_mean_mae,nonllm_best_test_mae,nonllm_num_candidates_evaluated,v1_minus_v0_test_mae,v1_minus_v0_rolling_mae,v1_minus_nonllm_test_mae,v1_minus_nonllm_rolling_mae,candidate_efficiency_note,provider,provider_is_mock,scientific_claim_allowed
0-4 yr,SEIRS|fractional=0|obs=delayed_I|delay=1,2,0.34711052342168414,0.1537018164689407,0.14171171993311485,0.0911176701784371,3,3.0,12,SEIRS|fractional=0|obs=delayed_I|delay=2,0.3468847515837221,0.1409393042648087,0.1072550572470371,2,SEIRS|fractional=0|obs=I,,0.1233439122037293,0.0905961813438664,,-0.016137387068600004,0.0007724156683061589,0.0005214888345706908,0.018367807729385552,Reference discovery candidate budget unavailable.,openai,False,True
5-17 yr,SEIRS|fractional=0|obs=delayed_I|delay=2,1,0.2828882526605073,0.25415088950988635,0.07056998523234374,0.08180896818062121,2,2.0,8,SEIR|fractional=0|obs=I,0.335852284924599,0.1415434042353646,0.0433573614630738,2,SEIRS|fractional=0|obs=I,,0.0535109814006205,0.0067972903672738,,0.03845160671754741,-0.07097341900302086,0.0750116778133474,0.017059003831723242,Reference discovery candidate budget unavailable.,openai,False,True
>= 65 yr,SEIRS|fractional=1|obs=delayed_I,3,0.5158384610624661,0.3050497191236829,0.2496478646399716,0.24766330940116144,3,,13,SEIRS|fractional=1|obs=I,0.5368324415196509,0.261986714973275,0.1613415749054365,2,SEIRS|fractional=1|obs=delayed_I|delay=2,,0.1863770894276977,0.1263486059113989,,0.08632173449572494,-0.012338850333303425,0.12131470348976253,0.0632707752122739,Reference discovery candidate budget unavailable.,openai,False,True
