delay,validation_mae,validation_rmse,validation_smape
3,0.41008322703061717,0.48134312559326314,0.4327961360307883
1,0.41227710294865316,0.48374963005540994,0.434434293030754
2,0.43762673999057655,0.508154420310655,0.4559666955940405
0,0.44847251325930004,0.5190187003515278,0.4647093400828991
