series_name,recommended_model,decision_type,recommended_test_rank,recommended_rolling_rank,rank_score,best_test_model,best_test_mae,best_rolling_model,best_rolling_mean_mae,recommended_discovery_structure_name,recommended_discovery_fractional,recommended_discovery_observation_map
Overall,deterministic_seir,stability_preferred,2,1,3.0,fractional_seir,0.03510566619104635,deterministic_seir,0.0814783472732478,,,
