delay,validation_mae,validation_rmse,validation_smape
2,0.7035618757367574,0.8876598468375021,0.16239612235164666
3,0.7971786974710869,1.028859839944741,0.18253869177316173
0,0.7996974122714869,1.0303079226094949,0.1830581273414865
1,0.7997571945204948,1.0307855367800731,0.18306661483171097
