CATCHMENT,NETWORK,YEAR,YEAR.1,WEEK,AGE CATEGORY,SEX CATEGORY,RACE CATEGORY,VIRUS TYPE CATEGORY,CUMULATIVE RATE,WEEKLY RATE,AGE ADJUSTED CUMULATIVE RATE,AGE ADJUSTED WEEKLY RATE,season,t,series_name
Entire Network,FluSurv-NET,2018-19,2018,40,Overall,Overall,Overall,Overall,0.0,0.1,,,2018-19,0,2018-19 / Overall
Entire Network,FluSurv-NET,2018-19,2018,41,Overall,Overall,Overall,Overall,0.0,0.1,,,2018-19,1,2018-19 / Overall
Entire Network,FluSurv-NET,2018-19,2018,42,Overall,Overall,Overall,Overall,0.0,0.1,,,2018-19,2,2018-19 / Overall
Entire Network,FluSurv-NET,2018-19,2018,43,Overall,Overall,Overall,Overall,0.0,0.1,,,2018-19,3,2018-19 / Overall
Entire Network,FluSurv-NET,2018-19,2018,44,Overall,Overall,Overall,Overall,1.0,0.2,,,2018-19,4,2018-19 / Overall
Entire Network,FluSurv-NET,2018-19,2018,45,Overall,Overall,Overall,Overall,1.0,0.2,,,2018-19,5,2018-19 / Overall
Entire Network,FluSurv-NET,2018-19,2018,46,Overall,Overall,Overall,Overall,1.0,0.2,,,2018-19,6,2018-19 / Overall
Entire Network,FluSurv-NET,2018-19,2018,47,Overall,Overall,Overall,Overall,1.0,0.3,,,2018-19,7,2018-19 / Overall
Entire Network,FluSurv-NET,2018-19,2018,48,Overall,Overall,Overall,Overall,2.0,0.6,,,2018-19,8,2018-19 / Overall
Entire Network,FluSurv-NET,2018-19,2018,49,Overall,Overall,Overall,Overall,3.0,0.7,,,2018-19,9,2018-19 / Overall
Entire Network,FluSurv-NET,2018-19,2018,50,Overall,Overall,Overall,Overall,4.0,1.2,,,2018-19,10,2018-19 / Overall
Entire Network,FluSurv-NET,2018-19,2018,51,Overall,Overall,Overall,Overall,6.0,1.9,,,2018-19,11,2018-19 / Overall
Entire Network,FluSurv-NET,2018-19,2018,52,Overall,Overall,Overall,Overall,9.0,2.9,,,2018-19,12,2018-19 / Overall
Entire Network,FluSurv-NET,2018-19,2019,1,Overall,Overall,Overall,Overall,12.0,3.0,,,2018-19,13,2018-19 / Overall
Entire Network,FluSurv-NET,2018-19,2019,2,Overall,Overall,Overall,Overall,14.0,2.5,,,2018-19,14,2018-19 / Overall
Entire Network,FluSurv-NET,2018-19,2019,3,Overall,Overall,Overall,Overall,16.0,2.1,,,2018-19,15,2018-19 / Overall
Entire Network,FluSurv-NET,2018-19,2019,4,Overall,Overall,Overall,Overall,19.0,2.3,,,2018-19,16,2018-19 / Overall
Entire Network,FluSurv-NET,2018-19,2019,5,Overall,Overall,Overall,Overall,22.0,3.0,,,2018-19,17,2018-19 / Overall
Entire Network,FluSurv-NET,2018-19,2019,6,Overall,Overall,Overall,Overall,25.0,3.5,,,2018-19,18,2018-19 / Overall
Entire Network,FluSurv-NET,2018-19,2019,7,Overall,Overall,Overall,Overall,29.0,3.8,,,2018-19,19,2018-19 / Overall
Entire Network,FluSurv-NET,2018-19,2019,8,Overall,Overall,Overall,Overall,34.0,4.6,,,2018-19,20,2018-19 / Overall
Entire Network,FluSurv-NET,2018-19,2019,9,Overall,Overall,Overall,Overall,38.0,4.6,,,2018-19,21,2018-19 / Overall
Entire Network,FluSurv-NET,2018-19,2019,10,Overall,Overall,Overall,Overall,43.0,5.2,,,2018-19,22,2018-19 / Overall
Entire Network,FluSurv-NET,2018-19,2019,11,Overall,Overall,Overall,Overall,49.0,5.5,,,2018-19,23,2018-19 / Overall
Entire Network,FluSurv-NET,2018-19,2019,12,Overall,Overall,Overall,Overall,54.0,4.8,,,2018-19,24,2018-19 / Overall
Entire Network,FluSurv-NET,2018-19,2019,13,Overall,Overall,Overall,Overall,57.0,3.6,,,2018-19,25,2018-19 / Overall
Entire Network,FluSurv-NET,2018-19,2019,14,Overall,Overall,Overall,Overall,60.0,2.7,,,2018-19,26,2018-19 / Overall
Entire Network,FluSurv-NET,2018-19,2019,15,Overall,Overall,Overall,Overall,62.0,1.8,,,2018-19,27,2018-19 / Overall
Entire Network,FluSurv-NET,2018-19,2019,16,Overall,Overall,Overall,Overall,63.0,1.1,,,2018-19,28,2018-19 / Overall
Entire Network,FluSurv-NET,2018-19,2019,17,Overall,Overall,Overall,Overall,63.0,0.6,,,2018-19,29,2018-19 / Overall
Entire Network,FluSurv-NET,2018-19,2019,18,Overall,Overall,Overall,Overall,64.0,0.2,,,2018-19,30,2018-19 / Overall
