round,repeat,record_key,spec_key,structure_name,fractional,observation_map,delay_weeks,observation_family,num_free_params,num_compartments,train_objective,train_mae,train_rmse,val_mae,val_rmse,val_smape,rolling_val_mean_mae,rolling_val_mean_rmse,multi_split_blocks,multi_split_val_mean_mae,multi_split_val_std_mae,multi_split_penalty,rolling_val_error_std,rolling_val_metrics,stability_penalty,complexity_penalty,complexity_penalty_params,complexity_penalty_compartments,complexity_penalty_fractional,complexity_penalty_observation,complexity_penalty_h_observation,complexity_penalty_delay,complexity_penalty_recurrence,age_prior_penalty,score_policy,score_formula,score,score_used_val_mae,score_used_multi_split,score_used_stability,score_used_complexity,score_used_age_prior,params
1,,SIR|fractional=0|obs=I,SIR|fractional=0|obs=I,SIR,False,I,0,infectious,6,3,0.11823561487800321,0.17088637544761467,0.24508250831346848,0.14964120431411365,0.1642808440008122,1.03756344768021,0.11752345465793422,0.13284831138920924,3,0.11377000739135044,0.04891088848608566,0.02445544424304283,0.0618721380401367,"{'1': {'mae': 0.1314719019482528, 'rmse': 0.15056639006723524, 'smape': 0.9731740452558689}, '2': {'mae': 0.11952382197009077, 'rmse': 0.13496306906369185, 'smape': 0.9646092481315891}, '4': {'mae': 0.10157464005545906, 'rmse': 0.11301547503670062, 'smape': 0.9761181697832262}}",0.01237442760802734,0.12,0.06,0.06,0.0,0.0,0.0,0.0,0.0,-0.01,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.26059987924242056,False,True,True,True,True,"{'b0': 0.060110233216589884, 'b1': 1.327721402831415, 'b2': -1.4158372005974518, 'gamma': 0.11225528385053365, 'rho': 4.7790284120000335, 'S0': 0.9679783772863997, 'I0': 0.032021622713600276, 'R0': 0.0, 'fractional': 0.0}"
2,,SIR|fractional=0|obs=delayed_I|delay=1,SIR|fractional=0|obs=delayed_I|delay=1,SIR,False,delayed_I,1,delayed,6,3,0.11612700249096825,0.16971812991138482,0.24590850493155933,0.15042110418932303,0.1650454913699933,1.0398549901938448,0.11837961762188169,0.1336350151201544,3,0.114618811642403,0.04899998767922898,0.02449999383961449,0.0619326461042381,"{'1': {'mae': 0.13238372073549937, 'rmse': 0.15140105409250917, 'smape': 0.9762968081865451}, '2': {'mae': 0.12039522104005912, 'rmse': 0.13576556939755202, 'smape': 0.9677152731094831}, '4': {'mae': 0.1023599110900866, 'rmse': 0.11373842187040209, 'smape': 0.9790717307641958}}",0.01238652922084762,0.125,0.06,0.06,0.0,0.0,0.0,0.005,0.0,-0.01,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.2665053347028651,False,True,True,True,True,"{'b0': 0.14532338998479014, 'b1': 1.3549167028349416, 'b2': -1.2245124990827057, 'gamma': 0.11210560624914312, 'rho': 4.75204060358255, 'S0': 0.9678936193364459, 'I0': 0.0321063806635541, 'R0': 0.0, 'fractional': 0.0}"
2,,SIR|fractional=0|obs=delayed_I|delay=2,SIR|fractional=0|obs=delayed_I|delay=2,SIR,False,delayed_I,2,delayed,6,3,0.11315502754908463,0.16909379667219937,0.24676538560372271,0.15134436474122065,0.16594724412025666,1.0425593768520205,0.11929425952972539,0.1344989101757322,3,0.11552022350718438,0.0491628098361681,0.02458140491808405,0.06204448338697075,"{'1': {'mae': 0.13333540675254307, 'rmse': 0.15231278805956155, 'smape': 0.9794790252622357}, '2': {'mae': 0.12131744978960869, 'rmse': 0.13664079191079762, 'smape': 0.9709533286827345}, '4': {'mae': 0.10322992204702443, 'rmse': 0.11454315055683746, 'smape': 0.9823554559065182}}",0.01240889667739415,0.13,0.06,0.06,0.0,0.0,0.0,0.01,0.0,-0.01,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.2725105251026626,False,True,True,True,True,"{'b0': 0.24020227184841883, 'b1': 1.3368254039199616, 'b2': -1.0283424878074776, 'gamma': 0.11191503105947401, 'rho': 4.7209726599371455, 'S0': 0.9667493974406, 'I0': 0.03325060255940017, 'R0': 0.0, 'fractional': 0.0}"
2,,SIR|fractional=0|obs=delayed_I|delay=3,SIR|fractional=0|obs=delayed_I|delay=3,SIR,False,delayed_I,3,delayed,6,3,0.10930396045059841,0.171024940220689,0.24790918715299587,0.15243638326241887,0.16700947020041917,1.0457456872878148,0.12017272912919603,0.13537729649879002,3,0.1163723425568009,0.04941081167298888,0.02470540583649444,0.06225602476151024,"{'1': {'mae': 0.13423316652196787, 'rmse': 0.15322795420360644, 'smape': 0.9823350259197161}, '2': {'mae': 0.12219967094037543, 'rmse': 0.13752922976693763, 'smape': 0.9739421528581794}, '4': {'mae': 0.10408534992524483, 'rmse': 0.11537470552582603, 'smape': 0.9854947233272117}}",0.012451204952302048,0.135,0.06,0.06,0.0,0.0,0.0,0.015,0.0,-0.01,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.27852895334559735,False,True,True,True,True,"{'b0': 0.3427369000173312, 'b1': 1.2675081030362503, 'b2': -0.8268610066594575, 'gamma': 0.1116728074251308, 'rho': 4.684052454125118, 'S0': 0.9641176026612834, 'I0': 0.03588239733871645, 'R0': 0.0, 'fractional': 0.0}"
1,,SEIR|fractional=0|obs=I,SEIR|fractional=0|obs=I,SEIR,False,I,0,infectious,8,4,0.17463900207406757,0.19728558961842746,0.26749779800221346,0.16151290950011232,0.1758311379202919,1.0714694296555782,0.1244200589535946,0.14004028724454307,3,0.1204187622368945,0.05108726700101178,0.02554363350050589,0.06418148202865738,"{'1': {'mae': 0.1385159546507664, 'rmse': 0.15805445095194293, 'smape': 0.9949250423571885}, '2': {'mae': 0.126438382405169, 'rmse': 0.1422493190220634, 'smape': 0.9872382707137769}, '4': {'mae': 0.1083058398048484, 'rmse': 0.11981709175962287, 'smape': 1.000268836194111}}",0.012836296405731477,0.16,0.08,0.08,0.0,0.0,0.0,0.0,0.0,-0.005,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.31379869214313183,False,True,True,True,True,"{'b0': 0.4484715741036478, 'b1': 1.6757840422678916, 'b2': -1.3049902904310617, 'sigma': 0.8834063143872375, 'gamma': 0.10963050230892858, 'rho': 4.768724562888828, 'S0': 0.95065991788888, 'E0': 0.026503620706837334, 'I0': 0.02283646140428286, 'R0': 0.0, 'fractional': 0.0}"
1,,SEIR|fractional=0|obs=delayed_I|delay=1,SEIR|fractional=0|obs=delayed_I|delay=1,SEIR,False,delayed_I,1,delayed,8,4,0.1670070310580004,0.19482014779377904,0.26988602386053456,0.16020208996771323,0.17457493923091608,1.067812005416555,0.1252308061019612,0.1405698646964749,3,0.12126027258733613,0.05090321384297782,0.02545160692148891,0.06375957464133718,"{'1': {'mae': 0.1394325388782245, 'rmse': 0.15865465374751314, 'smape': 0.9983589338930079}, '2': {'mae': 0.12727359315248127, 'rmse': 0.14278889432889838, 'smape': 0.9905002684641487}, '4': {'mae': 0.10898628627517783, 'rmse': 0.12026604601301313, 'smape': 1.0029866052455734}}",0.012751914928267436,0.165,0.08,0.08,0.0,0.0,0.0,0.005,0.0,-0.005,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.3194637944370925,False,True,True,True,True,"{'b0': 0.5444677149020054, 'b1': 1.510617251729112, 'b2': -0.9752070138412211, 'sigma': 0.8937525129678026, 'gamma': 0.10999297863940594, 'rho': 4.754188406230601, 'S0': 0.9478667188831164, 'E0': 0.02877898930430123, 'I0': 0.02335429181258249, 'R0': 0.0, 'fractional': 0.0}"
2,,SIR|fractional=1|obs=I,SIR|fractional=1|obs=I,SIR,True,I,0,infectious,7,3,0.11118586092089949,0.15304900852045866,0.19757635262454185,0.18528659804084305,0.20266461352911555,1.1270145512757985,0.14156654257273485,0.15856927383854322,3,0.1370201977473393,0.056730958581051365,0.028365479290525682,0.0712135315253417,"{'1': {'mae': 0.15828188355421108, 'rmse': 0.18057673195678156, 'smape': 1.0476912395244493}, '2': {'mae': 0.1439840408404537, 'rmse': 0.16140745904313056, 'smape': 1.0380970164458292}, '4': {'mae': 0.12243370332353974, 'rmse': 0.13372363051571756, 'smape': 1.0466150517505042}}",0.01424270630506834,0.14500000000000002,0.07,0.06,0.015,0.0,0.0,0.0,0.0,-0.005,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.31962838334293336,False,True,True,True,True,"{'b0': 0.5624062254819775, 'b1': 1.621986317793058, 'b2': -1.32074611407769, 'gamma': 0.4871710521793463, 'rho': 10.312651814036807, 'alpha': 0.7333832694881287, 'S0': 0.9728405385225861, 'I0': 0.027159461477413917, 'R0': 0.0, 'fractional': 1.0}"
3,,SIR|fractional=1|obs=delayed_I|delay=1,SIR|fractional=1|obs=delayed_I|delay=1,SIR,True,delayed_I,1,delayed,7,3,0.11205852482966541,0.15342428374282852,0.2002801422508862,0.19293974880846204,0.21006396468153746,1.145520778866771,0.14612890849296492,0.16342140751231896,3,0.141385035124515,0.05840619711812911,0.029203098559064555,0.07293499111148098,"{'1': {'mae': 0.1628240250697668, 'rmse': 0.18539913649618503, 'smape': 1.0598649264902644}, '2': {'mae': 0.1485847588336987, 'rmse': 0.16635706713740173, 'smape': 1.051107422495794}, '4': {'mae': 0.12697794157542933, 'rmse': 0.13850801890337014, 'smape': 1.0607494253965117}}",0.014586998222296197,0.15000000000000002,0.07,0.06,0.015,0.0,0.0,0.005,0.0,-0.005,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.3301751319058758,False,True,True,True,True,"{'b0': 0.5710825578316825, 'b1': 1.7035991692565253, 'b2': -1.1142050385403244, 'gamma': 0.4674714706051659, 'rho': 9.971705177599484, 'alpha': 0.7391125338949631, 'S0': 0.975357972816465, 'I0': 0.024642027183535118, 'R0': 0.0, 'fractional': 1.0}"
1,,SEIR|fractional=0|obs=delayed_I|delay=3,SEIR|fractional=0|obs=delayed_I|delay=3,SEIR,False,delayed_I,3,delayed,8,4,0.1446287922121681,0.18677232924818699,0.2659196019318071,0.16153858994620793,0.1758725153039575,1.0715170474424864,0.12667168062192646,0.1419475194254887,3,0.122674808625418,0.05121154281616566,0.02560577140808283,0.06395895397201834,"{'1': {'mae': 0.14089736495852012, 'rmse': 0.16007807577051364, 'smape': 1.0030017013603156}, '2': {'mae': 0.12872232440357095, 'rmse': 0.14417953826543886, 'smape': 0.9953463722068379}, '4': {'mae': 0.11039535250368829, 'rmse': 0.12158494424051357, 'smape': 1.0080304950588856}}",0.012791790794403669,0.175,0.08,0.08,0.0,0.0,0.0,0.015,0.0,-0.005,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.3310723708279045,False,True,True,True,True,"{'b0': 0.9173776645551686, 'b1': 1.078158432092203, 'b2': -0.4625979370974228, 'sigma': 0.8612216770077693, 'gamma': 0.1096869579775894, 'rho': 4.672278850251091, 'S0': 0.9323723624617912, 'E0': 0.03965388443677512, 'I0': 0.027973753101433563, 'R0': 0.0, 'fractional': 0.0}"
3,,SIR|fractional=1|obs=delayed_I|delay=2,SIR|fractional=1|obs=delayed_I|delay=2,SIR,True,delayed_I,2,delayed,7,3,0.11193278218929778,0.15339135508158688,0.20384650296931628,0.20250570787412986,0.21909942016387252,1.1678909960374906,0.15140730269917077,0.16920054527186992,3,0.14639333104200794,0.06099332681252289,0.030496663406261445,0.07526841886767728,"{'1': {'mae': 0.16759889730496247, 'rmse': 0.19083767445054417, 'smape': 1.0720961005734952}, '2': {'mae': 0.15398026515099167, 'rmse': 0.17233036993812545, 'smape': 1.0660614371738584}, '4': {'mae': 0.13264274564155812, 'rmse': 0.1444335914269402, 'smape': 1.0788563053072457}}",0.015053683773535456,0.15500000000000003,0.07,0.06,0.015,0.0,0.0,0.01,0.0,-0.005,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.3419436782218049,False,True,True,True,True,"{'b0': 0.5827600699347714, 'b1': 1.7400616070674957, 'b2': -0.9036527125059768, 'gamma': 0.4433555999700061, 'rho': 9.577965544751303, 'alpha': 0.7470232984802171, 'S0': 0.976508639249804, 'I0': 0.023491360750196068, 'R0': 0.0, 'fractional': 1.0}"
