t,actual,full_fit_prediction,test_forecast_prediction,segment
0,0.2,0.2,0.2,train
1,0.2,0.2,0.2,train
2,0.3,0.2,0.2,train
3,0.3,0.2333333333333333,0.2333333333333333,train
4,0.5,0.25,0.25,train
5,0.8,0.325,0.325,train
6,0.9,0.47500000000000003,0.47500000000000003,train
7,1.4,0.625,0.625,train
8,2.1,0.9,0.9,train
9,2.9,1.3,1.3,train
10,4.1,1.8250000000000002,1.8250000000000002,train
11,6.7,2.625,2.625,train
12,8.9,3.95,3.95,train
13,6.9,5.65,5.65,train
14,5.4,6.65,6.65,train
15,4.2,6.975,6.975,train
16,3.9,6.3500000000000005,6.3500000000000005,train
17,3.5,5.1,5.1,train
18,3.5,4.25,4.25,train
19,3.4,3.775,3.775,train
20,3.3,3.575,3.575,train
21,3.3,3.425,3.425,train
22,2.7,3.375,3.375,train
23,2.1,3.175,3.175,train
24,1.9,2.85,2.85,train
25,1.7,2.5,2.5,train
26,1.7,2.1,2.1,train
27,1.3,1.85,1.85,train
28,0.9,1.65,1.65,train
29,0.7,1.4000000000000001,1.4000000000000001,train
30,0.5,1.15,1.15,train
31,0.4,0.8500000000000001,0.8500000000000001,validation
32,0.3,0.625,0.8500000000000001,validation
33,0.3,0.47500000000000003,0.8500000000000001,validation
34,0.3,0.375,0.8500000000000001,validation
35,0.2,0.325,0.8500000000000001,validation
36,0.2,0.27499999999999997,0.8500000000000001,validation
37,0.2,0.25,0.8500000000000001,validation
38,0.2,0.22499999999999998,0.8500000000000001,validation
39,0.2,0.2,0.8500000000000001,validation
40,0.2,0.2,0.8500000000000001,validation
41,0.1,0.2,0.2,test
42,0.1,0.17500000000000002,0.2,test
43,0.1,0.15,0.2,test
44,0.1,0.125,0.2,test
45,0.1,0.1,0.2,test
46,0.1,0.1,0.2,test
47,0.1,0.1,0.2,test
48,0.1,0.1,0.2,test
49,0.1,0.1,0.2,test
50,0.1,0.1,0.2,test
51,0.0,0.1,0.2,test
