t,actual,full_fit_prediction,test_forecast_prediction,segment,lower_50,upper_50,lower_80,upper_80,lower_95,upper_95,raw_lower_50,raw_upper_50,raw_lower_80,raw_upper_80,raw_lower_95,raw_upper_95
0,0.2,0.21987931217235443,0.21856849090720973,train,0.11298695131154955,0.6045637361613916,0.0,0.7584392123077708,0.0,1.034309010254741,0.11298695131154955,0.6045637361613916,0.0,0.7584392123077708,0.0,1.034309010254741
1,0.3,0.21919619780537422,0.21790411564011875,train,0.0,0.479202872765286,0.0,0.6332107993285014,0.0,0.782229795800767,0.0,0.479202872765286,0.0,0.6332107993285014,0.0,0.782229795800767
2,0.4,0.3797518849347203,0.37716779010776225,train,0.10420934526204612,0.3895349590191902,0.0,0.7358163342187193,0.0,1.2748528498136031,0.10420934526204612,0.3895349590191902,0.0,0.7358163342187193,0.0,1.2748528498136031
3,0.3,0.49189738653423276,0.4883815040456381,train,0.41209119555410584,0.7277671268670003,0.126124484979745,1.0496733166551513,0.0,1.4627909609928293,0.41209119555410584,0.7277671268670003,0.126124484979745,1.0496733166551513,0.0,1.4627909609928293
4,0.6,0.6840408767266233,0.6791553421952756,train,0.39620486804115385,0.9378708910711869,0.11534125424712005,1.2205060955077016,0.03615296464152679,1.488009301531877,0.39620486804115385,0.9378708910711869,0.11534125424712005,1.2205060955077016,0.03615296464152679,1.488009301531877
5,1.0,0.9157178556502407,0.9093951129757898,train,0.6152873637050514,1.127193086818012,0.3726266854828746,1.314657914238653,0.21768333939667597,1.4679823135669734,0.6152873637050514,1.127193086818012,0.3726266854828746,1.314657914238653,0.21768333939667597,1.4679823135669734
6,1.3,1.2546173542911785,1.2467830005091365,train,1.1306938292710724,1.4693260291179933,0.7850984293910589,1.8138869221359848,0.43075455442608274,2.006649684863943,1.1306938292710724,1.4693260291179933,0.7850984293910589,1.8138869221359848,0.43075455442608274,2.006649684863943
7,1.8,1.7529166675785128,1.7437211706023397,train,1.4688794679259374,2.0658937758850624,1.2915086629947983,2.4274365306479884,1.1378224552651586,2.559809092761768,1.4688794679259374,2.0658937758850624,1.2915086629947983,2.4274365306479884,1.1378224552651586,2.559809092761768
8,2.7,2.535839372777556,2.5260980632520256,train,2.293482086443908,2.865205933193533,2.1736420691401603,2.9479312349949476,1.795102148564814,3.4656526712885647,2.293482086443908,2.865205933193533,2.1736420691401603,2.9479312349949476,1.795102148564814,3.4656526712885647
9,3.7,3.7851070062703656,3.777179342408309,train,3.5189390248687564,4.216575134390605,3.324849193680943,4.3160415915203885,2.732394629594811,4.618748650155054,3.5189390248687564,4.216575134390605,3.324849193680943,4.3160415915203885,2.732394629594811,4.618748650155054
10,4.7,5.722248955881871,5.721943224979293,train,5.490198187941884,5.9189375196893605,5.309917393756555,6.047006490596989,5.154519068013853,6.449450333967401,5.490198187941884,5.9189375196893605,5.309917393756555,6.047006490596989,5.154519068013853,6.449450333967401
11,9.3,8.283561940895314,8.301009730366621,train,8.207965201202455,8.467546043832554,7.965184375803707,8.620301955609515,7.800839606241211,8.88998913423003,8.207965201202455,8.467546043832554,7.965184375803707,8.620301955609515,7.800839606241211,8.88998913423003
12,11.4,10.168078144629503,10.206576015980776,train,10.04030153200328,10.527708402607136,9.817980275194795,10.723708409913474,9.41243743092657,11.293749464214908,10.04030153200328,10.527708402607136,9.817980275194795,10.723708409913474,9.41243743092657,11.293749464214908
13,8.9,8.804753992221046,8.827288860541556,train,8.608386076348896,9.04995376811103,8.434445242641408,9.20764750417183,8.15870663628941,9.56096469663016,8.608386076348896,9.04995376811103,8.434445242641408,9.20764750417183,8.15870663628941,9.56096469663016
14,7.3,7.634598187781142,7.64386959129303,train,7.406981960467573,7.828628799177917,7.16726502198449,8.095778022435013,7.073498394483006,8.266950190254219,7.406981960467573,7.828628799177917,7.16726502198449,8.095778022435013,7.073498394483006,8.266950190254219
15,5.1,6.603802873455671,6.604235277604999,train,6.389472125275725,6.91415476939982,6.217915721940436,7.131247665276535,6.1269935945604255,7.317127777942898,6.389472125275725,6.91415476939982,6.217915721940436,7.131247665276535,6.1269935945604255,7.317127777942898
16,4.6,5.740680060824976,5.7322612530525685,train,5.5968234461678525,5.912224903620373,5.317275373602782,5.9968437197342555,5.094512648828175,6.454568914826279,5.5968234461678525,5.912224903620373,5.317275373602782,5.9968437197342555,5.094512648828175,6.454568914826279
17,4.1,4.939396333791429,4.928522794129057,train,4.708873560549652,5.087909814123046,4.410132165832079,5.201952059040767,4.186151721981208,5.5659704754919,4.708873560549652,5.087909814123046,4.410132165832079,5.201952059040767,4.186151721981208,5.5659704754919
18,4.0,4.339488880913629,4.3195348249770165,train,4.061870893996617,4.618773718601416,3.92090718103035,4.908085523830661,3.797060289138036,5.520237923241154,4.061870893996617,4.618773718601416,3.92090718103035,4.908085523830661,3.797060289138036,5.520237923241154
19,3.7,3.659758454003468,3.646814319484227,train,3.50176706470045,3.7862574928755004,3.402414152563936,4.044161662478861,3.182951312035649,4.22547961089281,3.50176706470045,3.7862574928755004,3.402414152563936,4.044161662478861,3.182951312035649,4.22547961089281
20,3.6,3.3279794491191463,3.2969212987701932,train,3.0574338427627428,3.463909851197272,2.7922350812768375,3.5870388966459887,2.1586137173758355,3.8877670671927356,3.0574338427627428,3.463909851197272,2.7922350812768375,3.5870388966459887,2.1586137173758355,3.8877670671927356
21,3.3,2.660840943635839,2.654953335946665,train,2.409530382882596,2.8895229455028852,2.3048489549988638,3.09709846227308,2.0180165818522453,3.634383991385729,2.409530382882596,2.8895229455028852,2.3048489549988638,3.09709846227308,2.0180165818522453,3.634383991385729
22,2.9,2.5962902139310757,2.551505163222516,train,2.2802261822346823,2.75184724005302,2.1204810754157357,2.9946889865692237,1.9057519180164062,3.0804991912993924,2.2802261822346823,2.75184724005302,2.1204810754157357,2.9946889865692237,1.9057519180164062,3.0804991912993924
