CATCHMENT,NETWORK,YEAR,YEAR.1,WEEK,AGE CATEGORY,SEX CATEGORY,RACE CATEGORY,VIRUS TYPE CATEGORY,CUMULATIVE RATE,WEEKLY RATE,AGE ADJUSTED CUMULATIVE RATE,AGE ADJUSTED WEEKLY RATE,season,t,series_name
Entire Network,FluSurv-NET,2024-25,2024,40,>= 65 yr,Overall,Overall,Overall,0.0,0.3,,,2024-25,0,2024-25 / >= 65 yr
Entire Network,FluSurv-NET,2024-25,2024,41,>= 65 yr,Overall,Overall,Overall,1.0,0.4,,,2024-25,1,2024-25 / >= 65 yr
Entire Network,FluSurv-NET,2024-25,2024,42,>= 65 yr,Overall,Overall,Overall,1.0,0.6,,,2024-25,2,2024-25 / >= 65 yr
Entire Network,FluSurv-NET,2024-25,2024,43,>= 65 yr,Overall,Overall,Overall,2.0,0.7,,,2024-25,3,2024-25 / >= 65 yr
Entire Network,FluSurv-NET,2024-25,2024,44,>= 65 yr,Overall,Overall,Overall,3.0,0.6,,,2024-25,4,2024-25 / >= 65 yr
Entire Network,FluSurv-NET,2024-25,2024,45,>= 65 yr,Overall,Overall,Overall,3.0,0.8,,,2024-25,5,2024-25 / >= 65 yr
Entire Network,FluSurv-NET,2024-25,2024,46,>= 65 yr,Overall,Overall,Overall,4.0,1.1,,,2024-25,6,2024-25 / >= 65 yr
Entire Network,FluSurv-NET,2024-25,2024,47,>= 65 yr,Overall,Overall,Overall,6.0,1.5,,,2024-25,7,2024-25 / >= 65 yr
Entire Network,FluSurv-NET,2024-25,2024,48,>= 65 yr,Overall,Overall,Overall,8.0,1.7,,,2024-25,8,2024-25 / >= 65 yr
Entire Network,FluSurv-NET,2024-25,2024,49,>= 65 yr,Overall,Overall,Overall,11.0,3.6,,,2024-25,9,2024-25 / >= 65 yr
Entire Network,FluSurv-NET,2024-25,2024,50,>= 65 yr,Overall,Overall,Overall,17.0,5.7,,,2024-25,10,2024-25 / >= 65 yr
Entire Network,FluSurv-NET,2024-25,2024,51,>= 65 yr,Overall,Overall,Overall,27.0,10.4,,,2024-25,11,2024-25 / >= 65 yr
Entire Network,FluSurv-NET,2024-25,2024,52,>= 65 yr,Overall,Overall,Overall,50.0,22.9,,,2024-25,12,2024-25 / >= 65 yr
Entire Network,FluSurv-NET,2024-25,2025,1,>= 65 yr,Overall,Overall,Overall,82.0,31.5,,,2024-25,13,2024-25 / >= 65 yr
Entire Network,FluSurv-NET,2024-25,2025,2,>= 65 yr,Overall,Overall,Overall,108.0,25.8,,,2024-25,14,2024-25 / >= 65 yr
Entire Network,FluSurv-NET,2024-25,2025,3,>= 65 yr,Overall,Overall,Overall,135.0,27.0,,,2024-25,15,2024-25 / >= 65 yr
Entire Network,FluSurv-NET,2024-25,2025,4,>= 65 yr,Overall,Overall,Overall,167.0,32.7,,,2024-25,16,2024-25 / >= 65 yr
Entire Network,FluSurv-NET,2024-25,2025,5,>= 65 yr,Overall,Overall,Overall,211.0,43.9,,,2024-25,17,2024-25 / >= 65 yr
Entire Network,FluSurv-NET,2024-25,2025,6,>= 65 yr,Overall,Overall,Overall,254.0,42.6,,,2024-25,18,2024-25 / >= 65 yr
Entire Network,FluSurv-NET,2024-25,2025,7,>= 65 yr,Overall,Overall,Overall,288.0,34.2,,,2024-25,19,2024-25 / >= 65 yr
Entire Network,FluSurv-NET,2024-25,2025,8,>= 65 yr,Overall,Overall,Overall,316.0,27.8,,,2024-25,20,2024-25 / >= 65 yr
Entire Network,FluSurv-NET,2024-25,2025,9,>= 65 yr,Overall,Overall,Overall,337.0,21.7,,,2024-25,21,2024-25 / >= 65 yr
Entire Network,FluSurv-NET,2024-25,2025,10,>= 65 yr,Overall,Overall,Overall,353.0,15.7,,,2024-25,22,2024-25 / >= 65 yr
Entire Network,FluSurv-NET,2024-25,2025,11,>= 65 yr,Overall,Overall,Overall,366.0,12.4,,,2024-25,23,2024-25 / >= 65 yr
Entire Network,FluSurv-NET,2024-25,2025,12,>= 65 yr,Overall,Overall,Overall,374.0,8.8,,,2024-25,24,2024-25 / >= 65 yr
Entire Network,FluSurv-NET,2024-25,2025,13,>= 65 yr,Overall,Overall,Overall,381.0,6.4,,,2024-25,25,2024-25 / >= 65 yr
Entire Network,FluSurv-NET,2024-25,2025,14,>= 65 yr,Overall,Overall,Overall,385.0,4.4,,,2024-25,26,2024-25 / >= 65 yr
Entire Network,FluSurv-NET,2024-25,2025,15,>= 65 yr,Overall,Overall,Overall,388.0,3.1,,,2024-25,27,2024-25 / >= 65 yr
Entire Network,FluSurv-NET,2024-25,2025,16,>= 65 yr,Overall,Overall,Overall,391.0,2.6,,,2024-25,28,2024-25 / >= 65 yr
Entire Network,FluSurv-NET,2024-25,2025,17,>= 65 yr,Overall,Overall,Overall,393.0,2.0,,,2024-25,29,2024-25 / >= 65 yr
Entire Network,FluSurv-NET,2024-25,2025,18,>= 65 yr,Overall,Overall,Overall,394.0,0.8,,,2024-25,30,2024-25 / >= 65 yr
