round,repeat,record_key,spec_key,structure_name,fractional,observation_map,delay_weeks,observation_family,num_free_params,num_compartments,train_objective,train_mae,train_rmse,val_mae,val_rmse,val_smape,rolling_val_mean_mae,rolling_val_mean_rmse,multi_split_blocks,multi_split_val_mean_mae,multi_split_val_std_mae,multi_split_penalty,rolling_val_error_std,rolling_val_metrics,stability_penalty,complexity_penalty,complexity_penalty_params,complexity_penalty_compartments,complexity_penalty_fractional,complexity_penalty_observation,complexity_penalty_h_observation,complexity_penalty_delay,complexity_penalty_recurrence,age_prior_penalty,score_policy,score_formula,score,score_used_val_mae,score_used_multi_split,score_used_stability,score_used_complexity,score_used_age_prior,params,candidate_universe_size,candidate_budget_actual,exhaustive_max_candidates,allow_truncated_exhaustive,truncated,search_name,candidate_count
1,,SEIRS|fractional=0|obs=delayed_I|delay=2,SEIRS|fractional=0|obs=delayed_I|delay=2,SEIRS,False,delayed_I,2,delayed,9,4,0.3512163016149338,0.317683954893149,0.43549887648645863,0.14996652128509227,0.17956416382031296,1.0360307832216145,0.1388575324625991,0.16416703594686044,3,0.14040898075380964,0.02122884365372567,0.010614421826862836,0.08749948147357967,"{'1': {'mae': 0.14683446418188523, 'rmse': 0.17158104457495496, 'smape': 0.9485717004765238}, '2': {'mae': 0.1460572428697483, 'rmse': 0.1759996206518246, 'smape': 1.02052388315238}, '4': {'mae': 0.12368089033616382, 'rmse': 0.14492044261380174, 'smape': 1.1031991672891965}}",0.017499896294715933,0.19,0.09,0.08,0.0,0.0,0.0,0.01,0.01,-0.01,no_stability,multi_split_mean_mae + multi_split_penalty + complexity_penalty + age_prior_penalty,0.3310234025806725,False,True,False,True,True,"{'b0': -1.0176021639241843, 'b1': 2.574788034159084, 'b2': 1.3804035958750458, 'sigma': 0.9348044094288313, 'gamma': 0.38102672018450195, 'omega': 0.25533295835784053, 'rho': 16.619534413237986, 'S0': 0.9721210233705421, 'E0': 0.013533726919082768, 'I0': 0.014345249710375102, 'R0': 0.0, 'fractional': 0.0}",44,44,200,False,False,no_stability_discovery,44
1,,SEIRS|fractional=0|obs=I,SEIRS|fractional=0|obs=I,SEIRS,False,I,0,infectious,9,4,0.35926586193212456,0.3261652571570182,0.43460295271071886,0.15575280088124896,0.188142918812362,1.0781401788277347,0.15523635464723848,0.19248932057352172,3,0.15460534318689792,0.04108435930789335,0.020542179653946675,0.11321064687359077,"{'1': {'mae': 0.18966660965423052, 'rmse': 0.2460111208949172, 'smape': 1.0167929502619208}, '2': {'mae': 0.14846777888084725, 'rmse': 0.18281487149506437, 'smape': 1.0535958476080056}, '4': {'mae': 0.1275746754066377, 'rmse': 0.1486419693305836, 'smape': 1.1588478242704472}}",0.022642129374718156,0.18,0.09,0.08,0.0,0.0,0.0,0.0,0.01,-0.01,no_stability,multi_split_mean_mae + multi_split_penalty + complexity_penalty + age_prior_penalty,0.3451475228408446,False,True,False,True,True,"{'b0': -1.355102756549152, 'b1': 3.2977552682702345, 'b2': 0.5684913231472972, 'sigma': 0.9488831090078206, 'gamma': 0.36827343528926426, 'omega': 0.2366257859281074, 'rho': 16.268878247893394, 'S0': 0.9672463907989701, 'E0': 0.015101358835448126, 'I0': 0.017652250365581754, 'R0': 0.0, 'fractional': 0.0}",44,44,200,False,False,no_stability_discovery,44
1,,SEIRS|fractional=1|obs=delayed_I|delay=3,SEIRS|fractional=1|obs=delayed_I|delay=3,SEIRS,True,delayed_I,3,delayed,10,4,0.3405426652345678,0.3079151936742128,0.4290877844015775,0.13614991205646415,0.1617810829761616,0.8337181755625014,0.12400016853771813,0.14684251341769286,3,0.12455137037066177,0.025090546802479203,0.012545273401239601,0.07861079991179531,"{'1': {'mae': 0.13225895593492035, 'rmse': 0.15529728510698507, 'smape': 0.7520777793446791}, '2': {'mae': 0.13289935278381781, 'rmse': 0.15982439387389552, 'smape': 0.812920016175499}, '4': {'mae': 0.10684219689441628, 'rmse': 0.12540586127219797, 'smape': 0.8364515651181447}}",0.015722159982359065,0.22000000000000003,0.1,0.08,0.015,0.0,0.0,0.015,0.01,-0.0075,no_stability,multi_split_mean_mae + multi_split_penalty + complexity_penalty + age_prior_penalty,0.3495966437719014,False,True,False,True,True,"{'b0': -0.560541456828247, 'b1': 2.0852473563895493, 'b2': 1.5951843122330256, 'sigma': 0.9451536986480894, 'gamma': 0.4637734729785767, 'omega': 0.2694013996001941, 'rho': 19.07312565983519, 'alpha': 0.9754036001061035, 'S0': 0.9704395792086239, 'E0': 0.018387426898464555, 'I0': 0.011172993892911369, 'R0': 0.0, 'fractional': 1.0}",44,44,200,False,False,no_stability_discovery,44
1,,SEIRS|fractional=1|obs=I,SEIRS|fractional=1|obs=I,SEIRS,True,I,0,infectious,10,4,0.3642337502299895,0.3230684976002272,0.4340008110788088,0.14021357548185268,0.16938819114310716,0.8490789550227327,0.14223742375599016,0.18341129640005918,3,0.14035368062743617,0.05343626672990001,0.026718133364950006,0.11517456530099485,"{'1': {'mae': 0.17798991151460036, 'rmse': 0.23974575670673554, 'smape': 0.7986740707672565}, '2': {'mae': 0.14200604865837158, 'rmse': 0.1840054837855181, 'smape': 0.7780931237370349}, '4': {'mae': 0.10671631109499854, 'rmse': 0.12648264870792394, 'smape': 0.8354253878878181}}",0.02303491306019897,0.20500000000000002,0.1,0.08,0.015,0.0,0.0,0.0,0.01,-0.0075,no_stability,multi_split_mean_mae + multi_split_penalty + complexity_penalty + age_prior_penalty,0.3645718139923862,False,True,False,True,True,"{'b0': -1.204639065525259, 'b1': 3.335919511481748, 'b2': 0.4886858337101815, 'sigma': 0.9481106662970507, 'gamma': 0.4117314654269359, 'omega': 0.2268756749011036, 'rho': 17.65217166202931, 'alpha': 0.9752724692701036, 'S0': 0.9677579838405097, 'E0': 0.014536758108769096, 'I0': 0.017705258050721043, 'R0': 0.0, 'fractional': 1.0}",44,44,200,False,False,no_stability_discovery,44
1,,SEIRS|fractional=0|obs=delayed_I|delay=3,SEIRS|fractional=0|obs=delayed_I|delay=3,SEIRS,False,delayed_I,3,delayed,9,4,0.33507407555577895,0.31075302397677,0.4319630136643471,0.14922603633250808,0.17808755404445778,1.0360225566309054,0.1716345471426396,0.21624310603832916,3,0.16573094285421186,0.05668574915079494,0.02834287457539747,0.13000818238847311,"{'1': {'mae': 0.14552589338554922, 'rmse': 0.16956410918682435, 'smape': 0.9372235972721459}, '2': {'mae': 0.14549103607401645, 'rmse': 0.1745570318161177, 'smape': 1.0123184321842795}, '4': {'mae': 0.22388671196835305, 'rmse': 0.3046081771120454, 'smape': 1.3117245842800256}}",0.026001636477694625,0.195,0.09,0.08,0.0,0.0,0.0,0.015,0.01,-0.01,no_stability,multi_split_mean_mae + multi_split_penalty + complexity_penalty + age_prior_penalty,0.3790738174296093,False,True,False,True,True,"{'b0': -0.6579267593275089, 'b1': 1.9568328550622542, 'b2': 1.647741283708079, 'sigma': 0.9384477308315287, 'gamma': 0.4155978656930762, 'omega': 0.284761447669801, 'rho': 17.51440311290855, 'S0': 0.9696344268306991, 'E0': 0.018406222832956655, 'I0': 0.01195935033634417, 'R0': 0.0, 'fractional': 0.0}",44,44,200,False,False,no_stability_discovery,44
1,,SEIRS|fractional=1|obs=delayed_I|delay=1,SEIRS|fractional=1|obs=delayed_I|delay=1,SEIRS,True,delayed_I,1,delayed,10,4,0.3600150580185126,0.31445257086715445,0.4261249218283909,0.127105986510643,0.1551293223730196,0.6805531813338137,0.13810306491852622,0.18328358485184937,3,0.13730649990476668,0.09456768534831346,0.04728384267415673,0.11794822331848398,"{'1': {'mae': 0.12541569530534283, 'rmse': 0.1502812875008569, 'smape': 0.6381087716496822}, '2': {'mae': 0.19620072501383187, 'rmse': 0.29166781330948227, 'smape': 0.7295122465040903}, '4': {'mae': 0.09269277443640402, 'rmse': 0.10790165374520892, 'smape': 0.651256633902295}}",0.0235896446636968,0.21000000000000002,0.1,0.08,0.015,0.0,0.0,0.005,0.01,-0.0075,no_stability,multi_split_mean_mae + multi_split_penalty + complexity_penalty + age_prior_penalty,0.38709034257892344,False,True,False,True,True,"{'b0': -0.7930329443597821, 'b1': 3.144457005220074, 'b2': 0.7686628731857463, 'sigma': 0.9614961493350217, 'gamma': 0.5276471736583429, 'omega': 0.2276062545469534, 'rho': 21.23213334414764, 'alpha': 0.9407233136797338, 'S0': 0.9720291099611407, 'E0': 0.015430763235644957, 'I0': 0.012540126803214152, 'R0': 0.0, 'fractional': 1.0}",44,44,200,False,False,no_stability_discovery,44
1,,SEIRS|fractional=0|obs=delayed_I|delay=1,SEIRS|fractional=0|obs=delayed_I|delay=1,SEIRS,False,delayed_I,1,delayed,9,4,0.3564896795220992,0.32051042468349766,0.43377066320908436,0.15377216174041627,0.18550371542110505,1.0642126546587491,0.20407271588972742,0.24485552286445236,3,0.19162630364746788,0.12044633553230884,0.06022316776615442,0.1352300076270728,"{'1': {'mae': 0.15018373880352176, 'rmse': 0.1771267742509531, 'smape': 0.974610870450417}, '2': {'mae': 0.14766629720014313, 'rmse': 0.18052558951803366, 'smape': 1.0419451375017776}, '4': {'mae': 0.31436811166551737, 'rmse': 0.37691420482437027, 'smape': 1.4189834933038183}}",0.02704600152541456,0.185,0.09,0.08,0.0,0.0,0.0,0.005,0.01,-0.01,no_stability,multi_split_mean_mae + multi_split_penalty + complexity_penalty + age_prior_penalty,0.4268494714136223,False,True,False,True,True,"{'b0': -1.2417919966221402, 'b1': 3.0335063001824736, 'b2': 0.981111010885224, 'sigma': 0.9497648735308508, 'gamma': 0.3729748429872801, 'omega': 0.24237953868499956, 'rho': 16.40726131847937, 'S0': 0.9700399076346642, 'E0': 0.015309175349534172, 'I0': 0.014650917015801538, 'R0': 0.0, 'fractional': 0.0}",44,44,200,False,False,no_stability_discovery,44
1,,SEIRS|fractional=1|obs=delayed_I|delay=2,SEIRS|fractional=1|obs=delayed_I|delay=2,SEIRS,True,delayed_I,2,delayed,10,4,0.3574196733550493,0.3146949849191861,0.43464303650114555,0.1387090386522668,0.16506739644163781,0.8635996186308883,0.20071439760446672,0.30444279518113704,3,0.19175125900516743,0.1036721787670033,0.05183608938350165,0.2267409181658128,"{'1': {'mae': 0.17792745984989372, 'rmse': 0.23564739782666155, 'smape': 0.8190715737726222}, '2': {'mae': 0.21726730581155654, 'rmse': 0.3801141938786046, 'smape': 0.8551138338814108}, '4': {'mae': 0.2069484271519498, 'rmse': 0.29756679383814505, 'smape': 1.0594988590670968}}",0.045348183633162564,0.21500000000000002,0.1,0.08,0.015,0.0,0.0,0.01,0.01,-0.0075,no_stability,multi_split_mean_mae + multi_split_penalty + complexity_penalty + age_prior_penalty,0.4510873483886691,False,True,False,True,True,"{'b0': -0.9138693461306453, 'b1': 2.6328922230870337, 'b2': 1.3306838631206133, 'sigma': 0.9352744413822071, 'gamma': 0.4151704090929461, 'omega': 0.2458902926893593, 'rho': 17.71931105478321, 'alpha': 0.9805200114003616, 'S0': 0.9730829584890481, 'E0': 0.012539994147564675, 'I0': 0.014377047363387185, 'R0': 0.0, 'fractional': 1.0}",44,44,200,False,False,no_stability_discovery,44
1,,SIR|fractional=0|obs=I,SIR|fractional=0|obs=I,SIR,False,I,0,infectious,6,3,0.32622778955341925,0.3492627696063386,0.5047620019320398,0.3965962978622718,0.4249912106814188,0.9777107649593914,0.33110064438183034,0.36858149649735417,3,0.31772119785564756,0.12858550933597998,0.06429275466798999,0.1618616039058353,"{'1': {'mae': 0.3396742265799422, 'rmse': 0.3778947109891619, 'smape': 0.8884249807695228}, '2': {'mae': 0.3354610922582739, 'rmse': 0.3765530716249913, 'smape': 0.9288967249674537}, '4': {'mae': 0.318166614307275, 'rmse': 0.35129670687790926, 'smape': 0.9526666779649828}}",0.03237232078116706,0.12,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,no_stability,multi_split_mean_mae + multi_split_penalty + complexity_penalty + age_prior_penalty,0.5020139525236376,False,True,False,True,True,"{'b0': 0.04575010236653594, 'b1': 1.486699989348673, 'b2': -1.631746312467989, 'gamma': 0.10080897223950196, 'rho': 9.41796751433913, 'S0': 0.9679790145708341, 'I0': 0.03202098542916587, 'R0': 0.0, 'fractional': 0.0}",44,44,200,False,False,no_stability_discovery,44
1,,SIR|fractional=0|obs=delayed_I|delay=1,SIR|fractional=0|obs=delayed_I|delay=1,SIR,False,delayed_I,1,delayed,6,3,0.3244673715585199,0.3482991842667472,0.5049906515180774,0.39645598241078445,0.42485971515441495,0.9775354387124835,0.33062664392317065,0.3681658197609496,3,0.317237607216439,0.12862487759043129,0.06431243879521564,0.16188639884261782,"{'1': {'mae': 0.3392081128843839, 'rmse': 0.377455242671196, 'smape': 0.8877496290359339}, '2': {'mae': 0.3349864655230342, 'rmse': 0.37612340949315975, 'smape': 0.928158710774021}, '4': {'mae': 0.3176853533620938, 'rmse': 0.350918807118493, 'smape': 0.9517699702864703}}",0.032377279768523566,0.125,0.06,0.06,0.0,0.0,0.0,0.005,0.0,0.0,no_stability,multi_split_mean_mae + multi_split_penalty + complexity_penalty + age_prior_penalty,0.5065500460116547,False,True,False,True,True,"{'b0': 0.12406915665450786, 'b1': 1.570214743117627, 'b2': -1.4477500773016394, 'gamma': 0.10083112807640592, 'rho': 9.383428030418226, 'S0': 0.9674040113877923, 'I0': 0.03259598861220761, 'R0': 0.0, 'fractional': 0.0}",44,44,200,False,False,no_stability_discovery,44
