t,actual,full_fit_prediction,test_forecast_prediction,segment
0,0.1,0.1,0.1,train
1,0.1,0.1,0.1,train
2,0.1,0.1,0.1,train
3,0.2,0.10000000000000002,0.10000000000000002,train
4,0.2,0.125,0.125,train
5,0.4,0.15000000000000002,0.15000000000000002,train
6,0.4,0.225,0.225,train
7,0.7,0.30000000000000004,0.30000000000000004,train
8,1.1,0.425,0.425,train
9,1.6,0.65,0.65,train
10,2.3,0.9500000000000001,0.9500000000000001,train
11,3.1,1.425,1.425,train
12,4.3,2.025,2.025,train
13,3.3,2.825,2.825,train
14,2.4,3.25,3.25,train
15,1.9,3.275,3.275,train
16,2.0,2.975,2.975,train
17,1.7,2.4,2.4,train
18,1.6,2.0,2.0,train
19,1.7,1.7999999999999998,1.7999999999999998,train
20,1.6,1.7500000000000002,1.7500000000000002,train
21,1.6,1.65,1.65,train
22,1.3,1.625,1.625,train
23,1.0,1.55,1.55,train
24,0.9,1.375,1.375,train
25,0.9,1.2000000000000002,1.2000000000000002,train
26,0.9,1.025,1.025,train
27,0.6,0.9249999999999999,0.9249999999999999,train
28,0.4,0.8250000000000001,0.8250000000000001,train
29,0.3,0.7,0.7,train
30,0.2,0.5499999999999999,0.5499999999999999,train
31,0.1,0.375,0.375,validation
32,0.1,0.24999999999999997,0.375,validation
33,0.1,0.175,0.375,validation
34,0.1,0.125,0.375,validation
35,0.1,0.1,0.375,validation
36,0.1,0.1,0.375,validation
37,0.0,0.1,0.375,validation
38,0.1,0.07500000000000001,0.375,validation
39,0.1,0.07500000000000001,0.375,validation
40,0.0,0.07500000000000001,0.375,validation
41,0.0,0.05,0.05,test
42,0.1,0.05,0.05,test
43,0.0,0.05,0.05,test
44,0.0,0.025,0.05,test
45,0.0,0.025,0.05,test
46,0.0,0.025,0.05,test
47,0.0,0.0,0.05,test
48,0.0,0.0,0.05,test
49,0.0,0.0,0.05,test
50,0.0,0.0,0.05,test
51,0.0,0.0,0.05,test
