round,repeat,record_key,spec_key,structure_name,fractional,observation_map,delay_weeks,observation_family,num_free_params,num_compartments,train_objective,train_mae,train_rmse,val_mae,val_rmse,val_smape,rolling_val_mean_mae,rolling_val_mean_rmse,multi_split_blocks,multi_split_val_mean_mae,multi_split_val_std_mae,multi_split_penalty,rolling_val_error_std,rolling_val_metrics,stability_penalty,complexity_penalty,complexity_penalty_params,complexity_penalty_compartments,complexity_penalty_fractional,complexity_penalty_observation,complexity_penalty_h_observation,complexity_penalty_delay,complexity_penalty_recurrence,age_prior_penalty,score_policy,score_formula,score,score_used_val_mae,score_used_multi_split,score_used_stability,score_used_complexity,score_used_age_prior,params
2,,SEIRS|fractional=0|obs=delayed_I|delay=1,SEIRS|fractional=0|obs=delayed_I|delay=1,SEIRS,False,delayed_I,1,delayed,9,4,0.13243384914644019,0.18034391456075333,0.23192685668372756,0.03774745919585289,0.0473954144610492,1.1416776784757774,0.07088253056102509,0.10886775532665459,3,0.06566271493544974,0.042713412185693814,0.021356706092846907,0.08241842072790488,"{'1': {'mae': 0.06549669843871712, 'rmse': 0.09685274210544845, 'smape': 1.170586650296596}, '2': {'mae': 0.06171551166515021, 'rmse': 0.08844695235632996, 'smape': 1.262235054027055}, '4': {'mae': 0.08543538157920791, 'rmse': 0.14130357151818534, 'smape': 1.5375893172132962}}",0.016483684145580976,0.185,0.09,0.08,0.0,0.0,0.0,0.005,0.01,-0.01,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.2785031051738776,False,True,True,True,True,"{'b0': -0.8100240289194743, 'b1': 1.8946928612007763, 'b2': 0.8891042061647122, 'sigma': 0.8433182307248933, 'gamma': 0.4039687777323329, 'omega': 0.7607624153091774, 'rho': 5.1515396516841285, 'S0': 0.9097773527773196, 'E0': 0.04984706548740797, 'I0': 0.040375581735272406, 'R0': 0.0, 'fractional': 0.0}"
3,,SEIRS|fractional=1|obs=delayed_I|delay=1,SEIRS|fractional=1|obs=delayed_I|delay=1,SEIRS,True,delayed_I,1,delayed,10,4,0.15037759737561007,0.2372652256849168,0.2977079538532567,0.26252415510734456,0.2676353964527977,1.386291720919451,0.07289638463769559,0.09223371557618659,3,0.0659184608890701,0.06728894822823425,0.033644474114117126,0.055495535305050116,"{'1': {'mae': 0.0425308254576082, 'rmse': 0.048254994167383, 'smape': 1.0213811710426914}, '2': {'mae': 0.04344327303789401, 'rmse': 0.049382405505051324, 'smape': 1.1213368306550988}, '4': {'mae': 0.13271505541758452, 'rmse': 0.17906374705612546, 'smape': 1.563284516742351}}",0.011099107061010024,0.21000000000000002,0.1,0.08,0.015,0.0,0.0,0.005,0.01,-0.0125,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.30816204206419723,False,True,True,True,True,"{'b0': 0.503359564368383, 'b1': 0.42925432289260707, 'b2': 0.17425737725599655, 'sigma': 0.25788806406119863, 'gamma': 0.13652785240129398, 'omega': 0.008185085274743537, 'rho': 4.744021638021961, 'alpha': 0.9830775623337298, 'S0': 0.8690346155252913, 'E0': 0.09178578174214959, 'I0': 0.039179602732559195, 'R0': 0.0, 'fractional': 1.0}"
2,,SEIRS|fractional=0|obs=delayed_I|delay=3,SEIRS|fractional=0|obs=delayed_I|delay=3,SEIRS,False,delayed_I,3,delayed,9,4,0.11982041912181422,0.1851624877838176,0.23171097216775463,0.04304243110216837,0.05185005556911344,1.024999099728102,0.07695438448389431,0.11271049372631142,3,0.07484140112530747,0.07548816988041364,0.03774408494020682,0.08147623815314022,"{'1': {'mae': 0.06762944162007331, 'rmse': 0.10235040540302691, 'smape': 1.0692473045773103}, '2': {'mae': 0.11625568283253168, 'rmse': 0.17979980107299884, 'smape': 1.2943752946280942}, '4': {'mae': 0.04697802899907796, 'rmse': 0.05598127470290855, 'smape': 1.3637791474500358}}",0.016295247630628045,0.195,0.09,0.08,0.0,0.0,0.0,0.015,0.01,-0.01,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.31388073369614233,False,True,True,True,True,"{'b0': -0.6798487771225712, 'b1': 1.2239206822921198, 'b2': 1.4082439764861017, 'sigma': 0.7884857705895616, 'gamma': 0.3608844785845045, 'omega': 0.7773652467674107, 'rho': 4.920559842358212, 'S0': 0.8856250524227196, 'E0': 0.0705594465649504, 'I0': 0.04381550101233003, 'R0': 0.0, 'fractional': 0.0}"
2,,SEIRS|fractional=0|obs=delayed_I|delay=2,SEIRS|fractional=0|obs=delayed_I|delay=2,SEIRS,False,delayed_I,2,delayed,9,4,0.12638427931064747,0.1816087100520154,0.23196431427683903,0.04038026586138484,0.04710337461956941,1.082466281778829,0.08963682937180717,0.12285912707355762,3,0.08593625939622723,0.07721962735103965,0.03860981367551983,0.08161734508624345,"{'1': {'mae': 0.04218593536042949, 'rmse': 0.04822176011464437, 'smape': 1.049066288255562}, '2': {'mae': 0.14200625322416785, 'rmse': 0.1774445150114574, 'smape': 1.4036464409979168}, '4': {'mae': 0.08471829953082417, 'rmse': 0.14291110609457106, 'smape': 1.4455468459524903}}",0.016323469017248692,0.19,0.09,0.08,0.0,0.0,0.0,0.01,0.01,-0.01,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.32086954208899576,False,True,True,True,True,"{'b0': -0.7707881411804369, 'b1': 1.5672998645500762, 'b2': 1.1633514467836659, 'sigma': 0.8243276387357032, 'gamma': 0.378613439450659, 'omega': 0.7730253547297814, 'rho': 5.0211475905055645, 'S0': 0.90064784150789, 'E0': 0.05941686527007627, 'I0': 0.03993529322203361, 'R0': 0.0, 'fractional': 0.0}"
1,,SIR|fractional=0|obs=I,SIR|fractional=0|obs=I,SIR,False,I,0,infectious,6,3,0.11806871485299754,0.23174822715847554,0.29286241876547026,0.22274560629631152,0.22977033990665258,1.3356978620933115,0.1650644581846995,0.18117568077329213,3,0.15947381541227904,0.05670090480375839,0.028350452401879195,0.07459381555045934,"{'1': {'mae': 0.1644505379630267, 'rmse': 0.1790189966443794, 'smape': 1.2333109489375043}, '2': {'mae': 0.16442274974060414, 'rmse': 0.17952665076941704, 'smape': 1.3062822347610836}, '4': {'mae': 0.1663200868504677, 'rmse': 0.18498139490607984, 'smape': 1.4596211095809497}}",0.014918763110091868,0.12,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.3227430309242501,False,True,True,True,True,"{'b0': -0.7058800868844232, 'b1': 0.5014829373814379, 'b2': -0.12277847756080866, 'gamma': 0.09734275663307104, 'rho': 3.7906769318594566, 'S0': 0.9559233023622573, 'I0': 0.04407669763774263, 'R0': 0.0, 'fractional': 0.0}"
2,,SEIRS|fractional=1|obs=I,SEIRS|fractional=1|obs=I,SEIRS,True,I,0,infectious,10,4,0.14122632369718868,0.17777415624013107,0.23094590612283736,0.039641807210093125,0.04806727168882249,1.1412494426353899,0.08269531412632396,0.10847300346806155,3,0.08056659855491606,0.07398424683090661,0.036992123415453305,0.06881577690168493,"{'1': {'mae': 0.06734648441523364, 'rmse': 0.09981115479358323, 'smape': 1.162624187987425}, '2': {'mae': 0.13481117126752384, 'rmse': 0.17506955610490502, 'smape': 1.4168197829144016}, '4': {'mae': 0.04592828669621436, 'rmse': 0.05053829950569638, 'smape': 1.522012037025498}}",0.013763155380336987,0.20500000000000002,0.1,0.08,0.015,0.0,0.0,0.0,0.01,-0.0125,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.3238218773507064,False,True,True,True,True,"{'b0': -0.7550457285147479, 'b1': 2.217299493705356, 'b2': 0.5469444539293903, 'sigma': 0.8828938535166849, 'gamma': 0.46545954416366014, 'omega': 0.7342517715410366, 'rho': 5.558934886784513, 'alpha': 0.9781454806708514, 'S0': 0.9113955393259654, 'E0': 0.046258271350507606, 'I0': 0.042346189323526885, 'R0': 0.0, 'fractional': 1.0}"
3,,SEIRS|fractional=1|obs=delayed_I|delay=2,SEIRS|fractional=1|obs=delayed_I|delay=2,SEIRS,True,delayed_I,2,delayed,10,4,0.14213296543897552,0.23454552331924816,0.2945539825284973,0.27196090730622313,0.2767613910143686,1.3970965316340198,0.07152926380101103,0.09429512094978836,3,0.07088271761677273,0.07821175215664648,0.03910587607832324,0.06062641059162314,"{'1': {'mae': 0.045312164408338004, 'rmse': 0.05400258974901848, 'smape': 0.9850759538050141}, '2': {'mae': 0.12136109468325246, 'rmse': 0.1720873151900698, 'smape': 1.2374074168324707}, '4': {'mae': 0.04791453231144262, 'rmse': 0.05679545791027674, 'smape': 1.3260772037569204}}",0.012125282118324629,0.21500000000000002,0.1,0.08,0.015,0.0,0.0,0.01,0.01,-0.0125,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.3246138758134206,False,True,True,True,True,"{'b0': 0.6593481663960663, 'b1': 0.2863250601995336, 'b2': 0.24352241649804252, 'sigma': 0.25496829616454514, 'gamma': 0.1339684451267912, 'omega': 0.007992219209393995, 'rho': 4.630879382982239, 'alpha': 0.9827003546907449, 'S0': 0.8316739769790171, 'E0': 0.12445534427961258, 'I0': 0.043870678741370316, 'R0': 0.0, 'fractional': 1.0}"
2,,SIR|fractional=0|obs=delayed_I|delay=1,SIR|fractional=0|obs=delayed_I|delay=1,SIR,False,delayed_I,1,delayed,6,3,0.11435266970234348,0.2286299413706302,0.29041969465671297,0.21873141126131826,0.2258908170987105,1.329701191055571,0.16428603893510033,0.18005611056404872,3,0.1588186913952193,0.05562541263165939,0.027812706315829695,0.073597781958166,"{'1': {'mae': 0.16395354175894994, 'rmse': 0.1782302339333337, 'smape': 1.2323987854787284}, '2': {'mae': 0.1637202467520574, 'rmse': 0.1785336124169, 'smape': 1.3049553387710315}, '4': {'mae': 0.1651843282942936, 'rmse': 0.18340448534191248, 'smape': 1.4580649107382762}}",0.014719556391633202,0.125,0.06,0.06,0.0,0.0,0.0,0.005,0.0,0.0,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.3263509541026822,False,True,True,True,True,"{'b0': -0.5809901853795697, 'b1': 0.3304256117076338, 'b2': -0.05478374830326404, 'gamma': 0.09915685720609434, 'rho': 3.8288423185704343, 'S0': 0.9519131502243485, 'I0': 0.04808684977565151, 'R0': 0.0, 'fractional': 0.0}"
2,,SIR|fractional=0|obs=delayed_I|delay=2,SIR|fractional=0|obs=delayed_I|delay=2,SIR,False,delayed_I,2,delayed,6,3,0.11053612233844722,0.2276743331146041,0.28821832132519304,0.2188712404874253,0.22604422963214205,1.3299554958635964,0.1658519466464258,0.18135572180849957,3,0.16042482449987905,0.055308613337376175,0.027654306668688088,0.07327847174773051,"{'1': {'mae': 0.16563852328261328, 'rmse': 0.17968965638567516, 'smape': 1.2360428069923606}, '2': {'mae': 0.16532354720300277, 'rmse': 0.1799144251005351, 'smape': 1.308245244677531}, '4': {'mae': 0.1665937694536614, 'rmse': 0.18446308393928848, 'smape': 1.4608386627261016}}",0.014655694349546104,0.13,0.06,0.06,0.0,0.0,0.0,0.01,0.0,0.0,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.3327348255181133,False,True,True,True,True,"{'b0': -0.4558580063306478, 'b1': 0.16317589052632275, 'b2': -0.010972909943221008, 'gamma': 0.09958130218420858, 'rho': 3.8164772253106367, 'S0': 0.9453201840062128, 'I0': 0.05467981599378714, 'R0': 0.0, 'fractional': 0.0}"
1,,SEIRS|fractional=0|obs=I,SEIRS|fractional=0|obs=I,SEIRS,False,I,0,infectious,9,4,0.1352589790286257,0.1751357282027539,0.2260115342652525,0.04471605969816196,0.05537976940747709,1.3024814575291483,0.11248835765720093,0.1519571971687342,3,0.1018608036391865,0.08664630322955011,0.043323151614775054,0.10178601489206152,"{'1': {'mae': 0.13322382960451054, 'rmse': 0.16871694544350607, 'smape': 1.3957780919407083}, '2': {'mae': 0.0878354959164665, 'rmse': 0.12234374950016985, 'smape': 1.4785762551069586}, '4': {'mae': 0.11640574745062575, 'rmse': 0.1648108965625267, 'smape': 1.6328599202054526}}",0.020357202978412304,0.18,0.09,0.08,0.0,0.0,0.0,0.0,0.01,-0.01,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.33554115823237385,False,True,True,True,True,"{'b0': -0.76466932919592, 'b1': 2.229725702933763, 'b2': 0.5193588610196126, 'sigma': 0.8812391158857303, 'gamma': 0.4604691394758565, 'omega': 0.7350871473226668, 'rho': 5.47779099468722, 'S0': 0.910145637724851, 'E0': 0.04659575275441503, 'I0': 0.04325860952073388, 'R0': 0.0, 'fractional': 0.0}"
