delay,validation_mae,validation_rmse,validation_smape
2,5.226380133481132,6.031266768769556,0.5563437948551485
3,5.23662477717601,6.043324235498351,0.557008613966788
1,5.296009212891427,6.100801055154795,0.5611833319112547
0,7.010650646017087,8.191762023493089,0.6561319535535898
