round,spec_key,structure_name,fractional,observation_map,num_free_params,num_compartments,train_objective,train_mae,train_rmse,val_mae,val_rmse,val_smape,rolling_val_mean_mae,rolling_val_mean_rmse,rolling_val_error_std,rolling_val_metrics,stability_penalty,complexity_penalty,age_prior_penalty,score,params
1,SIR|fractional=0|obs=I,SIR,False,I,6,3,0.2692546503362017,0.31814775035835263,0.43801364320620134,0.19533825552472472,0.21896572195910946,0.5301351927552401,0.15379942128237856,0.1799824826595586,0.0934680882022021,"{'1': {'mae': 0.17319898652540816, 'rmse': 0.2026067378691215, 'smape': 0.47011065231699256}, '2': {'mae': 0.16018533976987312, 'rmse': 0.188765013319054, 'smape': 0.46585406687147857}, '4': {'mae': 0.12801393755185445, 'rmse': 0.14857569679050028, 'smape': 0.42876279856505245}}",0.01869361764044042,0.12,-0.01,0.28249303892281896,"{'b0': 0.41854791631016897, 'b1': 1.3814387698645758, 'b2': -2.02329297653395, 'gamma': 0.11617651753309648, 'rho': 10.013242687754138, 'S0': 0.9673511940314302, 'I0': 0.032648805968569665, 'R0': 0.0, 'fractional': 0.0}"
1,SEIR|fractional=0|obs=I,SEIR,False,I,8,4,0.34369354410167374,0.31632652405828715,0.44461582476595135,0.1996799083633199,0.223208688274262,0.5396301693273327,0.1582130780526079,0.18403942399864573,0.09399726321006617,"{'1': {'mae': 0.17788049722681162, 'rmse': 0.20693191404896263, 'smape': 0.48153153821778705}, '2': {'mae': 0.16466509522140407, 'rmse': 0.19286880324233757, 'smape': 0.4773782179244786}, '4': {'mae': 0.13209364170960805, 'rmse': 0.15231755470463704, 'smape': 0.44053208270331384}}",0.018799452642013235,0.16,-0.005,0.3320125306946211,"{'b0': 0.7915864916532355, 'b1': 2.114968244166097, 'b2': -2.045045177738156, 'sigma': 0.9756982023441237, 'gamma': 0.11568158690369014, 'rho': 10.030178723241567, 'S0': 0.9608491745104757, 'E0': 0.020224449238366332, 'I0': 0.0189263762511581, 'R0': 0.0, 'fractional': 0.0}"
2,SIR|fractional=1|obs=I,SIR,True,I,7,3,0.19643975477466857,0.26349933782618523,0.32044472750041514,0.2457366590376222,0.2745341608463904,0.6245255306944691,0.18558427330601765,0.21297893375154417,0.10421710341050876,"{'1': {'mae': 0.20945203743828147, 'rmse': 0.24341934547717292, 'smape': 0.5462841969084125}, '2': {'mae': 0.19216815035611196, 'rmse': 0.2229611294628745, 'smape': 0.5407628844683932}, '4': {'mae': 0.15513263212365944, 'rmse': 0.17255632631458506, 'smape': 0.5060370215212628}}",0.02084342068210175,0.14500000000000002,-0.005,0.3464276939881194,"{'b0': 0.4548144636346094, 'b1': 1.9063255843955977, 'b2': -1.3134722185792114, 'gamma': 0.5414654311440129, 'rho': 22.422434483090104, 'alpha': 0.7097311401071482, 'S0': 0.9756454253002619, 'I0': 0.02435457469973824, 'R0': 0.0, 'fractional': 1.0}"
2,SEIRS|fractional=1|obs=I,SEIRS,True,I,10,4,0.27070273035903614,0.17760105420288286,0.24969061617327365,0.09398045898512332,0.10037389074976001,0.5602563158396748,0.1284088000855982,0.1321194031398586,0.029588714371116043,"{'1': {'mae': 0.11912184142916646, 'rmse': 0.12493235765772648, 'smape': 0.7685569634624333}, '2': {'mae': 0.12825200117785418, 'rmse': 0.13234321535154805, 'smape': 0.8547066670615716}, '4': {'mae': 0.13785255764977405, 'rmse': 0.13908263641030125, 'smape': 1.0023509732462155}}",0.005917742874223209,0.20500000000000002,0.015,0.35432654295982147,"{'b0': -0.4671221842725363, 'b1': 3.7133015624130645, 'b2': 0.06487782185865063, 'sigma': 0.9634544791142983, 'gamma': 0.640098534312363, 'omega': 0.15685611401868577, 'rho': 25.42574292788583, 'alpha': 0.906816713619766, 'S0': 0.9748043027886777, 'E0': 0.0077256638696645685, 'I0': 0.017470033341657802, 'R0': 0.0, 'fractional': 1.0}"
1,SEIRS|fractional=0|obs=I,SEIRS,False,I,9,4,0.26770284857052834,0.195142193663335,0.27736400966026664,0.15619466998798698,0.1613473777582214,1.1499669523685436,0.16058474038947487,0.1638779670606077,0.0313822524388718,"{'1': {'mae': 0.14917585133437378, 'rmse': 0.1543106922669094, 'smape': 1.0707878182024007}, '2': {'mae': 0.15890010749242464, 'rmse': 0.16230985476719673, 'smape': 1.1828359001306876}, '4': {'mae': 0.17367826234162625, 'rmse': 0.17501335414771696, 'smape': 1.4145817604678228}}",0.00627645048777436,0.18,0.01,0.3568611908772492,"{'b0': -1.4175732777363124, 'b1': 3.7717579166075548, 'b2': 0.37280059540757043, 'sigma': 0.9628902640194287, 'gamma': 0.3547618836196198, 'omega': 0.16518626912215795, 'rho': 16.372294217034217, 'S0': 0.9681913162488751, 'E0': 0.015510064441150696, 'I0': 0.016298619309974068, 'R0': 0.0, 'fractional': 0.0}"
2,SEIHR|fractional=0|obs=I+H,SEIHR,False,I+H,10,5,0.3913556036569268,0.33616447515065095,0.4720799519731696,0.19766363609677035,0.221352329782323,0.5350140168060527,0.1551417878614083,0.18103964683111462,0.09329686400210975,"{'1': {'mae': 0.17527067999456866, 'rmse': 0.20472050075392575, 'smape': 0.4748214117812724}, '2': {'mae': 0.16049511362880364, 'rmse': 0.188182833819436, 'smape': 0.4680590659812943}, '4': {'mae': 0.1296595699608526, 'rmse': 0.1502156059199821, 'smape': 0.4332816460144634}}",0.01865937280042195,0.20500000000000002,0.0,0.3788011606618303,"{'b0': 0.835626157761693, 'b1': 2.0297445062253154, 'b2': -1.8353591688045892, 'sigma': 0.976613909281481, 'eta': 0.11610644199814946, 'delta': 0.937735431815675, 'rho': 9.402785144508226, 'S0': 0.9170410227100454, 'E0': 0.019255162033440767, 'I0': 0.014879389627062515, 'H0': 0.048824425629451405, 'R0': 0.0, 'fractional': 0.0}"
1,SEIHR|fractional=0|obs=I,SEIHR,False,I,10,5,0.3613925240144027,0.3153203397940478,0.4458365757386972,0.20309345952931182,0.22653696124304185,0.5470326878672147,0.1636753922180254,0.191711860525509,0.0996531505675685,"{'1': {'mae': 0.1809500452252033, 'rmse': 0.20994222810184957, 'smape': 0.4885981342204217}, '2': {'mae': 0.1751855326161173, 'rmse': 0.21019131601479532, 'smape': 0.49393331056731987}, '4': {'mae': 0.13489059881275564, 'rmse': 0.1550020374598821, 'smape': 0.448291511193232}}",0.019930630113513703,0.2,0.0,0.3836060223315391,"{'b0': 1.0573473392874941, 'b1': 2.2238791243285463, 'b2': -2.129303152386464, 'sigma': 0.974946106232459, 'eta': 0.11527786542916384, 'delta': 0.499914341427768, 'rho': 11.501750071971042, 'S0': 0.8366129886384062, 'E0': 0.016867599990245737, 'I0': 0.015756075089947884, 'H0': 0.13076333628140022, 'R0': 0.0, 'fractional': 0.0}"
1,SEIAR|fractional=0|obs=I,SEIAR,False,I,11,5,0.38172375370980743,0.32017237608774396,0.4454867395632098,0.20208001975100903,0.22555651215604144,0.5448273167896494,0.16086989442551802,0.1870979375776665,0.09546214763627088,"{'1': {'mae': 0.170972454468634, 'rmse': 0.19583625847024375, 'smape': 0.47459307873224754}, '2': {'mae': 0.16711014658556564, 'rmse': 0.1953707160334248, 'smape': 0.4832166589430906}, '4': {'mae': 0.14452708222235447, 'rmse': 0.17008683822933096, 'smape': 0.46368096018137583}}",0.01909242952725418,0.21000000000000002,0.0,0.3899623239527722,"{'b0': 0.7832920898751365, 'b1': 2.4796306776346033, 'b2': -2.2127593097384084, 'sigma': 0.9763995933747683, 'p_asym': 0.040354934411937535, 'gamma_i': 0.11541096819940777, 'gamma_a': 0.8023142180383945, 'rho': 11.24921376749515, 'S0': 0.8937625492547091, 'E0': 0.018633048264477314, 'I0': 0.017359783259143006, 'A0': 0.0702446192216707, 'R0': 0.0, 'fractional': 0.0}"
1,SEIR|fractional=1|obs=I,SEIR,True,I,9,4,0.3353928858627562,0.2715137946976837,0.3537765826032601,0.33815508679357026,0.37290662051762546,0.7710898434306876,0.1981229451909389,0.24127774917928893,0.13570305953205888,"{'1': {'mae': 0.2144097126789779, 'rmse': 0.25651145911902856, 'smape': 0.544534318144746}, '2': {'mae': 0.22172440869809415, 'rmse': 0.29093413090708015, 'smape': 0.5611455893800645}, '4': {'mae': 0.1582347141957446, 'rmse': 0.17638765751175817, 'smape': 0.5122208803917273}}",0.027140611906411777,0.185,0.0,0.4102635570973507,"{'b0': 1.6638253362707904, 'b1': 2.9592485306459717, 'b2': -1.7757445838930077, 'sigma': 0.9727872905134564, 'gamma': 0.6671062597835786, 'rho': 28.236408307768393, 'alpha': 0.7366751617319838, 'S0': 0.9799963551872519, 'E0': 0.007629178825115631, 'I0': 0.012374465987632375, 'R0': 0.0, 'fractional': 1.0}"
2,SEIAR|fractional=1|obs=I,SEIAR,True,I,12,5,0.38439336457917633,0.2850370103965437,0.3753768534098758,0.31582217174633404,0.3470767328886415,0.7416650929906761,0.17793439516834764,0.2031044753306117,0.0978953655634917,"{'1': {'mae': 0.19710972457270426, 'rmse': 0.22543532829705798, 'smape': 0.5256038868363645}, '2': {'mae': 0.18431545555843398, 'rmse': 0.21184814444831718, 'smape': 0.5245453004306904}, '4': {'mae': 0.1523780053739046, 'rmse': 0.17202995324646003, 'smape': 0.4948895741336249}}",0.01957907311269834,0.235,0.005,0.437513468281046,"{'b0': 1.09366774687353, 'b1': 3.461628964165489, 'b2': -2.1502806720602146, 'sigma': 0.9698875226241573, 'p_asym': 0.032130988806752386, 'gamma_i': 0.47923513446265503, 'gamma_a': 0.8144581392518866, 'rho': 23.6558158173877, 'alpha': 0.7726692033796347, 'S0': 0.9336905886342655, 'E0': 0.014521973028361489, 'I0': 0.014284640567769749, 'A0': 0.03750279776960314, 'R0': 0.0, 'fractional': 1.0}"
