t,actual,full_fit_prediction,test_forecast_prediction,segment
0,0.1,0.1,0.1,train
1,0.1,0.1,0.1,train
2,0.1,0.1,0.1,train
3,0.2,0.1,0.1,train
4,0.2,0.15000000000000002,0.15000000000000002,train
5,0.4,0.2,0.2,train
6,0.4,0.30000000000000004,0.30000000000000004,train
7,0.7,0.4,0.4,train
8,1.1,0.55,0.55,train
9,1.6,0.9,0.9,train
10,2.3,1.35,1.35,train
11,3.1,1.95,1.95,train
12,4.3,2.7,2.7,train
13,3.3,3.7,3.7,train
14,2.4,3.8,3.8,train
15,1.9,2.8499999999999996,2.8499999999999996,train
16,2.0,2.15,2.15,train
17,1.7,1.95,1.95,train
18,1.6,1.85,1.85,train
19,1.7,1.65,1.65,train
20,1.6,1.65,1.65,train
21,1.6,1.65,1.65,train
22,1.3,1.6,1.6,train
23,1.0,1.4500000000000002,1.4500000000000002,train
24,0.9,1.15,1.15,train
25,0.9,0.95,0.95,train
26,0.9,0.9,0.9,train
27,0.6,0.9,0.9,train
28,0.4,0.75,0.75,train
29,0.3,0.5,0.5,train
30,0.2,0.35,0.35,train
31,0.1,0.25,0.25,validation
32,0.1,0.15000000000000002,0.25,validation
33,0.1,0.1,0.25,validation
34,0.1,0.1,0.25,validation
35,0.1,0.1,0.25,validation
36,0.1,0.1,0.25,validation
37,0.0,0.1,0.25,validation
38,0.1,0.05,0.25,validation
39,0.1,0.05,0.25,validation
40,0.0,0.1,0.25,validation
41,0.0,0.05,0.05,test
42,0.1,0.0,0.05,test
43,0.0,0.05,0.05,test
44,0.0,0.05,0.05,test
45,0.0,0.0,0.05,test
46,0.0,0.0,0.05,test
47,0.0,0.0,0.05,test
48,0.0,0.0,0.05,test
49,0.0,0.0,0.05,test
50,0.0,0.0,0.05,test
51,0.0,0.0,0.05,test
