round,repeat,record_key,spec_key,structure_name,fractional,observation_map,delay_weeks,observation_family,num_free_params,num_compartments,train_objective,train_mae,train_rmse,val_mae,val_rmse,val_smape,rolling_val_mean_mae,rolling_val_mean_rmse,multi_split_blocks,multi_split_val_mean_mae,multi_split_val_std_mae,multi_split_penalty,rolling_val_error_std,rolling_val_metrics,stability_penalty,complexity_penalty,complexity_penalty_params,complexity_penalty_compartments,complexity_penalty_fractional,complexity_penalty_observation,complexity_penalty_h_observation,complexity_penalty_delay,complexity_penalty_recurrence,age_prior_penalty,score_policy,score_formula,score,score_used_val_mae,score_used_multi_split,score_used_stability,score_used_complexity,score_used_age_prior,params
1,,SIR|fractional=0|obs=I,SIR|fractional=0|obs=I,SIR,False,I,0,infectious,6,3,0.2692546503438629,0.3181474704900319,0.4380135730346106,0.1953371764869088,0.2189646609518444,0.5301328317207509,0.15380068961275406,0.17998239292000573,3,0.14583589777731987,0.08678192883134825,0.043390964415674124,0.09346580111124499,"{'1': {'mae': 0.17320808528571616, 'rmse': 0.2026138634277293, 'smape': 0.4701330075263853}, '2': {'mae': 0.16018518521302377, 'rmse': 0.18876509242928077, 'smape': 0.46585266545078063}, '4': {'mae': 0.1280087983395223, 'rmse': 0.1485682229030071, 'smape': 0.42875392648298016}}",0.018693160222248997,0.12,0.06,0.06,0.0,0.0,0.0,0.0,0.0,-0.01,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.317920022415243,False,True,True,True,True,"{'b0': 0.4185819118713434, 'b1': 1.3814076464913891, 'b2': -2.023309253888541, 'gamma': 0.1161766291578367, 'rho': 10.013247743654142, 'S0': 0.9673515356813639, 'I0': 0.032648464318636, 'R0': 0.0, 'fractional': 0.0}"
2,,SIR|fractional=0|obs=delayed_I|delay=1,SIR|fractional=0|obs=delayed_I|delay=1,SIR,False,delayed_I,1,delayed,6,3,0.26810648240116364,0.3172495515934126,0.4381823657435734,0.1959086075004502,0.2195229354555294,0.5313892046001303,0.15432282175607645,0.18047876583225161,3,0.14634909839422375,0.0868746151924623,0.04343730759623115,0.09356193576816273,"{'1': {'mae': 0.17375369563742102, 'rmse': 0.2031349084764503, 'smape': 0.47144089792908445}, '2': {'mae': 0.16071452662286698, 'rmse': 0.18926840330868855, 'smape': 0.46718972649592694}, '4': {'mae': 0.12850024300794138, 'rmse': 0.149032985711616, 'smape': 0.43015202378307615}}",0.018712387153632545,0.125,0.06,0.06,0.0,0.0,0.0,0.005,0.0,-0.01,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.32349879314408747,False,True,True,True,True,"{'b0': 0.48518958559721576, 'b1': 1.5402534501937823, 'b2': -1.8629209776545106, 'gamma': 0.11611133075413449, 'rho': 9.965786078340729, 'S0': 0.9666455677676695, 'I0': 0.03335443223233044, 'R0': 0.0, 'fractional': 0.0}"
2,,SIR|fractional=0|obs=delayed_I|delay=2,SIR|fractional=0|obs=delayed_I|delay=2,SIR,False,delayed_I,2,delayed,6,3,0.26674837675193636,0.3185931910065699,0.43908508855570283,0.19652858087791764,0.22012764795062015,0.5327520290939425,0.15488807580159278,0.1810140299259039,3,0.14690495096268216,0.08697168373658892,0.04348584186829446,0.09366149340334225,"{'1': {'mae': 0.1743436721248251, 'rmse': 0.2036978381385555, 'smape': 0.4728510483707149}, '2': {'mae': 0.1612869008502004, 'rmse': 0.18980982260930565, 'smape': 0.4686347335309893}, '4': {'mae': 0.12903365442975284, 'rmse': 0.14953442902985065, 'smape': 0.4316729780696872}}",0.01873229868066845,0.13,0.06,0.06,0.0,0.0,0.0,0.01,0.0,-0.01,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.3291230915116451,False,True,True,True,True,"{'b0': 0.5466879316495854, 'b1': 1.675373969254254, 'b2': -1.6745367391028483, 'gamma': 0.11603875311891067, 'rho': 9.913898261047649, 'S0': 0.9650221874953098, 'I0': 0.03497781250469034, 'R0': 0.0, 'fractional': 0.0}"
2,,SIR|fractional=0|obs=delayed_I|delay=3,SIR|fractional=0|obs=delayed_I|delay=3,SIR,False,delayed_I,3,delayed,6,3,0.2652639198686817,0.32338939785563314,0.44119172458411354,0.19726965361623067,0.2208494914099772,0.5343799807509753,0.1555535245500178,0.1816496266983828,3,0.14755833918841174,0.08709438740037283,0.043547193700186414,0.09378867824617719,"{'1': {'mae': 0.175036794920463, 'rmse': 0.20436681349385755, 'smape': 0.47448999864110303}, '2': {'mae': 0.16195858461590112, 'rmse': 0.19044909649883401, 'smape': 0.47032309060269145}, '4': {'mae': 0.12966519411368924, 'rmse': 0.15013297010245688, 'smape': 0.433462181459318}}",0.01875773564923544,0.135,0.06,0.06,0.0,0.0,0.0,0.015,0.0,-0.01,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.3348632685378336,False,True,True,True,True,"{'b0': 0.609540174823619, 'b1': 1.7669180330363798, 'b2': -1.4568913903293241, 'gamma': 0.11595024939864072, 'rho': 9.854104029673932, 'S0': 0.9623227674743822, 'I0': 0.0376772325256179, 'R0': 0.0, 'fractional': 0.0}"
3,,SEIRS|fractional=1|obs=delayed_I|delay=3,SEIRS|fractional=1|obs=delayed_I|delay=3,SEIRS,True,delayed_I,3,delayed,10,4,0.25200813723857396,0.1784532921854586,0.2621335707090891,0.1049291139779213,0.11278437501848612,0.6655411145869368,0.11118711490263117,0.1163066504865039,3,0.11280212765779732,0.022369684799780354,0.011184842399890177,0.03275050240017015,"{'1': {'mae': 0.10025214158587162, 'rmse': 0.10802797891880603, 'smape': 0.6246049529657569}, '2': {'mae': 0.10927665981566705, 'rmse': 0.11474148320088565, 'smape': 0.695847976930028}, '4': {'mae': 0.12403254330635483, 'rmse': 0.12615048933982007, 'smape': 0.843356636103357}}",0.0065501004800340296,0.22000000000000003,0.1,0.08,0.015,0.0,0.0,0.015,0.01,0.015,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.36553707053772155,False,True,True,True,True,"{'b0': -0.4538829211425671, 'b1': 2.7812296831052965, 'b2': 1.519977946388317, 'sigma': 0.9619809855181046, 'gamma': 0.5357495317664215, 'omega': 0.1779275133837909, 'rho': 21.86262881027627, 'alpha': 0.9380664967562456, 'S0': 0.9757977038015391, 'E0': 0.013703456456099007, 'I0': 0.010498839742361704, 'R0': 0.0, 'fractional': 1.0}"
2,,SEIRS|fractional=1|obs=I,SEIRS|fractional=1|obs=I,SEIRS,True,I,0,infectious,10,4,0.27070272994795375,0.17760646628467755,0.2496962484423266,0.0939764913619336,0.10037068699494948,0.5602324169281372,0.12836738555953706,0.13208491993774232,3,0.13007213806455553,0.020146599442908288,0.010073299721454144,0.02961595295611315,"{'1': {'mae': 0.11910224126572529, 'rmse': 0.12491699421601248, 'smape': 0.7684179662347543}, '2': {'mae': 0.1282211528568763, 'rmse': 0.1323253534137884, 'smape': 0.8546102593276425}, '4': {'mae': 0.1377787625560096, 'rmse': 0.13901241218342614, 'smape': 1.001806308773312}}",0.005923190591222631,0.20500000000000002,0.1,0.08,0.015,0.0,0.0,0.0,0.01,0.015,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.3660686283772323,False,True,True,True,True,"{'b0': -0.46712547246416186, 'b1': 3.713345563018327, 'b2': 0.06481439656395394, 'sigma': 0.9634499742001561, 'gamma': 0.6400966485427346, 'omega': 0.15684781696169017, 'rho': 25.425720318236465, 'alpha': 0.906814727922483, 'S0': 0.9748018245093126, 'E0': 0.007726292994885073, 'I0': 0.017471882495802185, 'R0': 0.0, 'fractional': 1.0}"
1,,SEIR|fractional=0|obs=I,SEIR|fractional=0|obs=I,SEIR,False,I,0,infectious,8,4,0.3436935446214108,0.3163269660883033,0.444618410189646,0.19969776120372168,0.22322623394093866,0.5396687938446856,0.15821419520555127,0.18404205793927278,3,0.15019996869169133,0.08734286549732874,0.04367143274866437,0.09400048988782507,"{'1': {'mae': 0.1778858653962073, 'rmse': 0.20694156083921758, 'smape': 0.4815325640087008}, '2': {'mae': 0.164668050698386, 'rmse': 0.19287424935082528, 'smape': 0.47738324387516073}, '4': {'mae': 0.1320886695220605, 'rmse': 0.15231036362777553, 'smape': 0.44052334849313013}}",0.018800097977565017,0.16,0.08,0.08,0.0,0.0,0.0,0.0,0.0,-0.005,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.3676714994179207,False,True,True,True,True,"{'b0': 0.7913042464136759, 'b1': 2.1151710874206398, 'b2': -2.0448641024328222, 'sigma': 0.9756982273414446, 'gamma': 0.11567971591702947, 'rho': 10.030097389375145, 'S0': 0.9608465034621598, 'E0': 0.02022733212500802, 'I0': 0.018926164412832215, 'R0': 0.0, 'fractional': 0.0}"
1,,SEIRS|fractional=0|obs=I,SEIRS|fractional=0|obs=I,SEIRS,False,I,0,infectious,9,4,0.2677028508722521,0.19514100404103563,0.2773639485119071,0.15617618243259748,0.16133211437267547,1.1498234907315532,0.1605919504469333,0.16388317825132973,3,0.16194346662551035,0.020192450298743666,0.010096225149371833,0.031375392940884615,"{'1': {'mae': 0.14918718956592517, 'rmse': 0.15431770551987087, 'smape': 1.0708197083678521}, '2': {'mae': 0.15891178468539413, 'rmse': 0.16231925518119156, 'smape': 1.1828963239803167}, '4': {'mae': 0.17367687708948068, 'rmse': 0.17501257405292683, 'smape': 1.4145890429003178}}",0.006275078588176924,0.18,0.09,0.08,0.0,0.0,0.0,0.0,0.01,0.01,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.3683147703630591,False,True,True,True,True,"{'b0': -1.4177041213486055, 'b1': 3.7719131031555087, 'b2': 0.37273148322708444, 'sigma': 0.9628869904905666, 'gamma': 0.35473387315444554, 'omega': 0.1651718485735774, 'rho': 16.371510084342273, 'S0': 0.9681869378228162, 'E0': 0.01550892427942537, 'I0': 0.016304137897758485, 'R0': 0.0, 'fractional': 0.0}"
2,,SEIRS|fractional=0|obs=delayed_I|delay=1,SEIRS|fractional=0|obs=delayed_I|delay=1,SEIRS,False,delayed_I,1,delayed,9,4,0.26708954514511146,0.18855562745430504,0.27810736354632587,0.15359711787550157,0.15931224520796522,1.1317731850648682,0.15829733064657847,0.1618714322648771,3,0.15977021739466346,0.021518962443094137,0.010759481221547068,0.03231746288179351,"{'1': {'mae': 0.14617226646121032, 'rmse': 0.15184619555220083, 'smape': 1.0479721267399524}, '2': {'mae': 0.1565144973839751, 'rmse': 0.1602125734199226, 'smape': 1.1615151117776865}, '4': {'mae': 0.17220522809455, 'rmse': 0.17355552782250788, 'smape': 1.3966501617819154}}",0.0064634925763587025,0.185,0.09,0.08,0.0,0.0,0.0,0.005,0.01,0.01,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.37199319119256924,False,True,True,True,True,"{'b0': -1.359966518077392, 'b1': 3.588418775772622, 'b2': 0.840933948325598, 'sigma': 0.962394599083452, 'gamma': 0.35509243446276445, 'omega': 0.16719753345322588, 'rho': 16.370864890530992, 'S0': 0.9706274014933253, 'E0': 0.015147756928140613, 'I0': 0.014224841578534203, 'R0': 0.0, 'fractional': 0.0}"
1,,SEIR|fractional=0|obs=delayed_I|delay=1,SEIR|fractional=0|obs=delayed_I|delay=1,SEIR,False,delayed_I,1,delayed,8,4,0.3379018857684585,0.3107435369526777,0.44452492716513403,0.2010842491882948,0.2245794455171217,0.5426809200240161,0.159463731219281,0.18524035141194187,3,0.15142706262749536,0.08757406610046638,0.04378703305023319,0.09424150774250083,"{'1': {'mae': 0.17919207711092633, 'rmse': 0.2082033169904044, 'smape': 0.4845867246061165}, '2': {'mae': 0.16592088601031085, 'rmse': 0.19407587505903653, 'smape': 0.480479908534692}, '4': {'mae': 0.13327823053660587, 'rmse': 0.15344186218638464, 'smape': 0.44385085479669567}}",0.018848301548500167,0.165,0.08,0.08,0.0,0.0,0.0,0.005,0.0,-0.005,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.3740623972262287,False,True,True,True,True,"{'b0': 0.9040325474683876, 'b1': 2.201036936192641, 'b2': -1.7894479796108638, 'sigma': 0.9749856729207014, 'gamma': 0.11551820357038842, 'rho': 9.976866947765703, 'S0': 0.9585107862002061, 'E0': 0.021973325403953404, 'I0': 0.0195158883958405, 'R0': 0.0, 'fractional': 0.0}"
