delay,validation_mae,validation_rmse,validation_smape
0,0.6892318703334919,0.7582326372008966,1.7107052135446839
1,0.6911969998767328,0.7597143919571395,1.7228540649808064
2,0.6938206955280719,0.7617350796040891,1.7390870704861248
3,0.6957504193041227,0.7632492740807757,1.7510386134910922
