t,actual,full_fit_prediction,test_forecast_prediction,segment
0,0.2,0.2,0.2,train
1,0.3,0.2,0.2,train
2,0.4,0.25,0.25,train
3,0.3,0.35,0.35,train
4,0.6,0.35,0.35,train
5,1.0,0.44999999999999996,0.44999999999999996,train
6,1.3,0.8,0.8,train
7,1.8,1.15,1.15,train
8,2.7,1.55,1.55,train
9,3.7,2.25,2.25,train
10,4.7,3.2,3.2,train
11,9.3,4.2,4.2,train
12,11.4,7.0,7.0,train
13,8.9,10.350000000000001,10.350000000000001,train
14,7.3,10.15,10.15,train
15,5.1,8.1,8.1,train
16,4.6,6.199999999999999,6.199999999999999,train
17,4.1,4.85,4.85,train
18,4.0,4.35,4.35,train
19,3.7,4.05,4.05,train
20,3.6,3.85,3.85,train
21,3.3,3.6500000000000004,3.6500000000000004,train
22,2.9,3.45,3.45,train
23,2.1,3.0999999999999996,3.0999999999999996,train
24,2.1,2.5,2.5,train
25,1.8,2.1,2.1,train
26,1.9,1.9500000000000002,1.9500000000000002,train
27,1.5,1.85,1.85,train
28,1.1,1.7,1.7,train
29,0.7,1.3,1.3,train
30,0.4,0.9,0.9,train
31,0.3,0.55,0.55,validation
32,0.2,0.35,0.55,validation
33,0.4,0.25,0.55,validation
34,0.3,0.30000000000000004,0.55,validation
35,0.3,0.35,0.55,validation
36,0.2,0.3,0.55,validation
37,0.3,0.25,0.55,validation
38,0.2,0.25,0.55,validation
39,0.2,0.25,0.55,validation
40,0.2,0.2,0.55,validation
41,0.1,0.2,0.2,test
42,0.1,0.15000000000000002,0.2,test
43,0.1,0.1,0.2,test
44,0.1,0.1,0.2,test
45,0.1,0.1,0.2,test
46,0.0,0.1,0.2,test
47,0.1,0.05,0.2,test
48,0.1,0.05,0.2,test
49,0.1,0.1,0.2,test
50,0.1,0.1,0.2,test
51,0.0,0.1,0.2,test
