age_group,num_seasons,recommended_model_mode,recommended_model_frequency,best_test_model_mode,best_test_model_frequency,best_rolling_model_mode,best_rolling_model_frequency
Overall,6,constrained_structure_discovery,0.6666666666666666,constrained_structure_discovery,0.6666666666666666,constrained_structure_discovery,1.0
