delay,validation_mae,validation_rmse,validation_smape
2,0.37809269562586245,0.4468520873275491,0.4080870825604298
0,0.40917605179974303,0.4805107261453141,0.43199227840750565
1,0.4151375756372676,0.487017844676813,0.43646435873262385
3,0.435262586604916,0.506876497533669,0.45315761636168556
