t,actual,full_fit_prediction,test_forecast_prediction,segment,lower_50,upper_50,lower_80,upper_80,lower_95,upper_95,raw_lower_50,raw_upper_50,raw_lower_80,raw_upper_80,raw_lower_95,raw_upper_95
0,0.1,0.06632875475011851,0.06838357566742068,train,0.003899422457503101,0.15911358974702178,0.0,0.22393933526549092,0.0,0.35788294117043223,0.003899422457503101,0.15911358974702178,0.0,0.22393933526549092,0.0,0.35788294117043223
1,0.1,0.08519265070570035,0.08904885400644907,train,0.023952018573716146,0.2043192768459945,0.0,0.23068008759492625,0.0,0.32466823649479953,0.023952018573716146,0.2043192768459945,0.0,0.23068008759492625,0.0,0.32466823649479953
2,0.1,0.12740069524536352,0.12905541288779895,train,0.037828175615637796,0.2715983986759938,0.0,0.320566237571083,0.0,0.3780882719650192,0.037828175615637796,0.2715983986759938,0.0,0.320566237571083,0.0,0.3780882719650192
3,0.2,0.17546518482816045,0.176772661219074,train,0.11206193444904838,0.26677437676220905,0.0628090669015393,0.4266255159538925,0.0013880385951047848,0.5188515161329178,0.11206193444904838,0.26677437676220905,0.0628090669015393,0.4266255159538925,0.0013880385951047848,0.5188515161329178
4,0.2,0.24689089904097722,0.24636841596788356,train,0.15059239134879973,0.3579040399965487,0.0318396892334712,0.4868891281464466,0.0,0.7049283206372636,0.15059239134879973,0.3579040399965487,0.0318396892334712,0.4868891281464466,0.0,0.7049283206372636
5,0.4,0.3458743520003005,0.344180793149642,train,0.2943902021588151,0.47117573891626896,0.2085232488654661,0.6107340514587749,0.12273431985693219,0.6668894917348008,0.2943902021588151,0.47117573891626896,0.2085232488654661,0.6107340514587749,0.12273431985693219,0.6668894917348008
6,0.4,0.4926720417100251,0.48970462784727575,train,0.32127152572943296,0.5100303007534495,0.2650224810255406,0.6121959396244588,0.11792597976511303,0.7978446980946458,0.32127152572943296,0.5100303007534495,0.2650224810255406,0.6121959396244588,0.11792597976511303,0.7978446980946458
7,0.7,0.7136249436824492,0.7103717568651462,train,0.5981950424630899,0.806672542463817,0.5472560677377603,1.0302228813336356,0.28772966436207,1.324339189449398,0.5981950424630899,0.806672542463817,0.5472560677377603,1.0302228813336356,0.28772966436207,1.324339189449398
8,1.1,1.0534200261575315,1.0511960824484505,train,0.875205282497139,1.120906483082353,0.7508587826911179,1.1738711959180448,0.49894606946934583,1.423055624641434,0.875205282497139,1.120906483082353,0.7508587826911179,1.1738711959180448,0.49894606946934583,1.423055624641434
9,1.6,1.5691787310505405,1.5699682547227078,train,1.4415699287171462,1.7528882017219636,1.3051737375232444,1.8079575475501097,1.2018583205101938,1.9350867866887638,1.4415699287171462,1.7528882017219636,1.3051737375232444,1.8079575475501097,1.2018583205101938,1.9350867866887638
10,2.3,2.300054792907135,2.304259287105301,train,2.1847429735954265,2.389244848672127,2.1176494477399155,2.47274020852638,2.047357293628876,2.664814209296891,2.1847429735954265,2.389244848672127,2.1176494477399155,2.47274020852638,2.047357293628876,2.664814209296891
11,3.1,3.140860395448751,3.1420231495892392,train,2.9102212542970567,3.234502888218525,2.836693849797877,3.411373211265804,2.770757510295021,3.606628953679979,2.9102212542970567,3.234502888218525,2.836693849797877,3.411373211265804,2.770757510295021,3.606628953679979
12,4.3,3.626054312094314,3.6083083803788556,train,3.391401680150066,3.663767413793397,3.267474402456205,3.773744170095086,2.8980968357288024,3.8054318419130917,3.391401680150066,3.663767413793397,3.267474402456205,3.773744170095086,2.8980968357288024,3.8054318419130917
13,3.3,3.232110798576303,3.20390718402868,train,3.0660639219810157,3.402220867531387,3.001619833435916,3.699383616819548,2.939220638256179,3.7598960298391235,3.0660639219810157,3.402220867531387,3.001619833435916,3.699383616819548,2.939220638256179,3.7598960298391235
14,2.4,2.804815389964244,2.802940952238477,train,2.703785978330963,3.0086078527439533,2.627083007751178,3.090266016517092,2.490724957294605,3.2079342591216053,2.703785978330963,3.0086078527439533,2.627083007751178,3.090266016517092,2.490724957294605,3.2079342591216053
15,1.9,2.50212399830158,2.4892621866822457,train,2.4041552922120206,2.6453846174096443,2.269810874028526,2.789511249270315,2.1065400298976313,2.9916846963121655,2.4041552922120206,2.6453846174096443,2.269810874028526,2.789511249270315,2.1065400298976313,2.9916846963121655
16,2.0,2.153406449939461,2.1685173657472303,train,2.0312518508879656,2.314503376868199,1.948298958641013,2.384867317916353,1.8753099410261658,2.4946645379725414,2.0312518508879656,2.314503376868199,1.948298958641013,2.384867317916353,1.8753099410261658,2.4946645379725414
17,1.7,1.9418841747218027,1.936188351468808,train,1.869851017737778,2.057621385098361,1.7384032123738173,2.203829044197621,1.6239109096456268,2.397833292289764,1.869851017737778,2.057621385098361,1.7384032123738173,2.203829044197621,1.6239109096456268,2.397833292289764
18,1.6,1.6503572989572985,1.6765937871591885,train,1.5890233971053147,1.7931690013497494,1.556881332773024,1.9605689514880476,1.3757434486578803,2.0090083725283177,1.5890233971053147,1.7931690013497494,1.556881332773024,1.9605689514880476,1.3757434486578803,2.0090083725283177
19,1.7,1.5070969523234887,1.505492431601604,train,1.4034820734084175,1.626063566571091,1.3576470823270583,1.723021093039415,1.2407284481634815,1.8370087614089543,1.4034820734084175,1.626063566571091,1.3576470823270583,1.723021093039415,1.2407284481634815,1.8370087614089543
20,1.6,1.2688212146649207,1.2987186477457338,train,1.260681590852212,1.4096012350871514,1.1261994638875876,1.4561443076136438,1.004481676740925,1.5209654557718202,1.260681590852212,1.4096012350871514,1.1261994638875876,1.4561443076136438,1.004481676740925,1.5209654557718202
21,1.6,1.1618371586712084,1.16648085114424,train,1.0799259568100548,1.268641942785191,1.0191915410242585,1.336211937516805,0.9955448038657007,1.5436236828896797,1.0799259568100548,1.268641942785191,1.0191915410242585,1.336211937516805,0.9955448038657007,1.5436236828896797
22,1.3,0.9844551752124141,1.010468051290196,train,0.8842425526565666,1.0870754484041298,0.8069116944947197,1.2186478996722072,0.7070183420510607,1.5064797612260306,0.8842425526565666,1.0870754484041298,0.8069116944947197,1.2186478996722072,0.7070183420510607,1.5064797612260306
23,1.0,0.8876016099616897,0.9002681858963398,train,0.7974394555392194,1.016541437360658,0.7137363535650993,1.0907182972707374,0.5370406210031551,1.2144224178131868,0.7974394555392194,1.016541437360658,0.7137363535650993,1.0907182972707374,0.5370406210031551,1.2144224178131868
24,0.9,0.7672932021053048,0.787486388027768,train,0.6075306954132202,0.934658235384256,0.5161224597972618,1.0662823159726562,0.4201152314697524,1.2399784856056448,0.6075306954132202,0.934658235384256,0.5161224597972618,1.0662823159726562,0.4201152314697524,1.2399784856056448
25,0.9,0.6788374905103043,0.6955552626551648,train,0.5871048107411959,0.7582137282736316,0.4622336760218252,0.8761834421264936,0.3191254784734326,0.9370091669712425,0.5871048107411959,0.7582137282736316,0.4622336760218252,0.8761834421264936,0.3191254784734326,0.9370091669712425
26,0.9,0.5947725746650221,0.6119653850387196,train,0.5246885403474364,0.7353956366818252,0.2330788821496575,0.8554681290017857,0.16226050824236696,1.1368456796221227,0.5246885403474364,0.7353956366818252,0.2330788821496575,0.8554681290017857,0.16226050824236696,1.1368456796221227
27,0.6,0.5226585439682463,0.5390175861991381,train,0.47362449484782887,0.6444418976631164,0.3653599220655555,0.7474287666920606,0.3364833715643777,0.9126818555946266,0.47362449484782887,0.6444418976631164,0.3653599220655555,0.7474287666920606,0.3364833715643777,0.9126818555946266
28,0.4,0.45904717554915414,0.4746791322480147,train,0.4008206580098931,0.643707602631391,0.324070246277581,0.7447063112034902,0.20585610644607583,0.8970187434258956,0.4008206580098931,0.643707602631391,0.324070246277581,0.7447063112034902,0.20585610644607583,0.8970187434258956
29,0.3,0.40319268502007316,0.41802449939982916,train,0.3058366102702428,0.5577216044903023,0.1342502816976885,0.6515855432598218,0.03010727930342516,0.7024934544213082,0.3058366102702428,0.5577216044903023,0.1342502816976885,0.6515855432598218,0.03010727930342516,0.7024934544213082
30,0.2,0.35413477845333274,0.36813198578418427,train,0.3235628661167396,0.4589125711360917,0.27560709108708153,0.5301017573577008,0.22797844595265174,0.7693018415477303,0.3235628661167396,0.4589125711360917,0.27560709108708153,0.5301017573577008,0.22797844595265174,0.7693018415477303
31,0.1,0.3110459783349328,0.3241943201316077,validation,0.22907310410565032,0.42832633942094245,0.15133766036798899,0.581122421912501,0.0,0.7179647116480502,0.22907310410565032,0.42832633942094245,0.15133766036798899,0.581122421912501,0.0,0.7179647116480502
32,0.1,0.2731999514534435,0.2855007522006461,validation,0.2798568647890959,0.46911092749417954,0.19979980174807174,0.4967964634037567,0.11127940471626568,0.5532253877262039,0.2798568647890959,0.46911092749417954,0.19979980174807174,0.4967964634037567,0.11127940471626568,0.5532253877262039
33,0.1,0.23995878264363774,0.25142537926619796,validation,0.12725186972723312,0.2833670260318657,0.07375872612347856,0.3613194626619048,0.0,0.4223252008924327,0.12725186972723312,0.2833670260318657,0.07375872612347856,0.3613194626619048,0.0,0.4223252008924327
34,0.1,0.21076218095275606,0.2214170049101046,validation,0.1958037325265039,0.3105283874965092,0.0971828588897597,0.44675593895860477,0.014062683619380987,0.5016302269541385,0.1958037325265039,0.3105283874965092,0.0971828588897597,0.44675593895860477,0.014062683619380987,0.5016302269541385
35,0.1,0.18511802947772044,0.19499022033767854,validation,0.15398301747195547,0.2917950444855272,0.03500042005577575,0.3473411723844447,0.021062090415674514,0.4934041455334568,0.15398301747195547,0.2917950444855272,0.03500042005577575,0.3473411723844447,0.021062090415674514,0.4934041455334568
36,0.1,0.16259408928375582,0.17171755194415858,validation,0.040908266603967645,0.2553296790699633,0.0,0.3080199754609708,0.0,0.3911350570229742,0.040908266603967645,0.2553296790699633,0.0,0.3080199754609708,0.0,0.3911350570229742
37,0.0,0.14281071355925787,0.15122254644769856,validation,0.0562680678283337,0.17521913305819675,0.0,0.2668125941238693,0.0,0.33085196333075984,0.0562680678283337,0.17521913305819675,0.0,0.2668125941238693,0.0,0.33085196333075984
38,0.1,0.12543444846446108,0.13317368142061167,validation,0.06526553580375372,0.2169517682564075,0.0,0.2660625763948741,0.0,0.4725625606318585,0.06526553580375372,0.2169517682564075,0.0,0.2660625763948741,0.0,0.4725625606318585
39,0.1,0.11017241264430656,0.11727900264279269,validation,0.07358074318488782,0.29858443537856216,0.0,0.4316796667625739,0.0,0.4846345619192619,0.07358074318488782,0.29858443537856216,0.0,0.4316796667625739,0.0,0.4846345619192619
40,0.0,0.0967673606241,0.10328140151171901,validation,0.020461625988175646,0.21673333103892697,0.0,0.35417937400678656,0.0,0.3757486116892642,0.020461625988175646,0.21673333103892697,0.0,0.35417937400678656,0.0,0.3757486116892642
41,0.0,0.08499334686559003,0.0909544561109448,test,0.0,0.27984007918066245,0.0,0.4083562551763218,0.0,0.43768965946935107,0.0,0.27984007918066245,0.0,0.4083562551763218,0.0,0.43768965946935107
42,0.1,0.07465191739489553,0.08009876866085491,test,2.0289558032893923e-05,0.1692617052169903,0.0,0.3058582789219712,0.0,0.48474245712478214,2.0289558032893923e-05,0.1692617052169903,0.0,0.3058582789219712,0.0,0.48474245712478214
43,0.0,0.06556876480923196,0.07053874010623666,test,0.019568499056932958,0.12946043124960255,0.0,0.2501661955059372,0.0,0.341211706050855,0.019568499056932958,0.12946043124960255,0.0,0.2501661955059372,0.0,0.341211706050855
44,0.0,0.057590790280907675,0.06211972966677472,test,0.0,0.13096977319317882,0.0,0.22745827499012422,0.0,0.3287323238431786,0.0,0.13096977319317882,0.0,0.22745827499012422,0.0,0.3287323238431786
45,0.0,0.050583523037560994,0.05470555340385449,test,0.0,0.10669441804584531,0.0,0.15703817907309767,0.0,0.29115834405936236,0.0,0.10669441804584531,0.0,0.15703817907309767,0.0,0.29115834405936236
46,0.0,0.044428853823153605,0.0481762813409967,test,0.0,0.12613037025559518,0.0,0.1909348912531492,0.0,0.30776858925681244,0.0,0.12613037025559518,0.0,0.1909348912531492,0.0,0.30776858925681244
47,0.0,0.03902304413654834,0.042426297504619674,test,0.0,0.108473893668868,0.0,0.2021815110387061,0.0,0.3499024147471688,0.0,0.108473893668868,0.0,0.2021815110387061,0.0,0.3499024147471688
48,0.0,0.034274977692841095,0.037362591504782695,test,0.0,0.18924569152009416,0.0,0.33423165452605624,0.0,0.4545364112828434,0.0,0.18924569152009416,0.0,0.33423165452605624,0.0,0.4545364112828434
