series_name,round_id,proposal_id,role_source,critic_priority,critic_risk_flags,provider,provider_is_mock,scientific_claim_allowed,schema_valid,hard_valid,invalid_reason,spec_key,structure_name,fractional,observation_map,delay_weeks,observation_family,num_free_params,num_compartments,train_mae,val_mae,val_rmse,val_smape,rolling_val_mean_mae,rolling_val_mean_rmse,multi_split_val_mean_mae,multi_split_val_std_mae,multi_split_penalty,rolling_val_error_std,rolling_val_metrics,stability_penalty,complexity_penalty,complexity_penalty_params,complexity_penalty_compartments,complexity_penalty_fractional,complexity_penalty_observation,complexity_penalty_h_observation,complexity_penalty_delay,complexity_penalty_recurrence,age_prior_penalty,score
>= 65 yr,1,1,proposer,medium,,mock,True,False,True,True,,SEIRS|fractional=1|obs=I,SEIRS,True,I,0,infectious,10,4,0.7107514944183698,0.5436286596962031,0.5618478789802674,1.3759769748835422,0.261986714973275,0.2989153635309513,0.26300064680977453,0.09721511271205768,0.04860755635602884,0.13862119176923723,"{'1': {'mae': 0.2078696546137877, 'rmse': 0.2553766682949219, 'smape': 0.3365077587863826}, '2': {'mae': 0.19722080908843426, 'rmse': 0.23678861903872603, 'smape': 0.35328387520025495}, '4': {'mae': 0.380869681217603, 'rmse': 0.40458080325920587, 'smape': 0.9385574739649929}}",0.02772423835384745,0.20500000000000002,0.1,0.08,0.015,0.0,0.0,0.0,0.01,-0.0075,0.5368324415196509
>= 65 yr,1,0,proposer,high,,mock,True,False,True,True,,SEIRS|fractional=1|obs=delayed_I|delay=2,SEIRS,True,delayed_I,2,delayed,10,4,0.5504434772872506,0.39283742598489163,0.4208398401384046,0.9187317546486817,0.4666424381797479,0.656025289224705,0.4542366844402361,0.40040071922468057,0.20020035961234028,0.44663383939052675,"{'1': {'mae': 0.5021179180479833, 'rmse': 0.73774658573852, 'smape': 0.5333437928573929}, '2': {'mae': 0.558954503855295, 'rmse': 0.8629478050801593, 'smape': 0.5471118612162166}, '4': {'mae': 0.3388548926359653, 'rmse': 0.36738147685543554, 'smape': 0.8170090005490788}}",0.08932676787810535,0.21500000000000002,0.1,0.08,0.015,0.0,0.0,0.01,0.01,-0.0075,0.9512638119306819
