origin_end,target_t,horizon,actual,prediction,error,abs_error
31,31,1,0.3,0.6076405997637633,0.3076405997637633,0.3076405997637633
32,32,1,0.2,0.516649298150802,0.31664929815080195,0.31664929815080195
33,33,1,0.4,0.43917761826077123,0.03917761826077121,0.03917761826077121
34,34,1,0.3,0.3776543615046804,0.07765436150468041,0.07765436150468041
35,35,1,0.3,0.32428458549673134,0.024284585496731348,0.024284585496731348
36,36,1,0.2,0.2790164747326089,0.07901647473260887,0.07901647473260887
37,37,1,0.3,0.23963246995897827,-0.060367530041021716,0.060367530041021716
38,38,1,0.2,0.20673299138352588,0.0067329913835258715,0.0067329913835258715
39,39,1,0.2,0.17799839153350192,-0.022001608466498096,0.022001608466498096
40,40,1,0.2,0.1533850545445171,-0.04661494545548292,0.04661494545548292
41,41,1,0.1,0.1322578980189659,0.03225789801896589,0.03225789801896589
42,42,1,0.1,0.1138322188007847,0.013832218800784696,0.013832218800784696
43,43,1,0.1,0.09802033691042218,-0.001979663089577824,0.001979663089577824
44,44,1,0.1,0.08443300430250197,-0.015566995697498032,0.015566995697498032
45,45,1,0.1,0.07275068980394359,-0.02724931019605642,0.02724931019605642
46,46,1,0.0,0.06270037012830794,0.06270037012830794,0.06270037012830794
47,47,1,0.1,0.053963457180897054,-0.04603654281910295,0.04603654281910295
48,48,1,0.1,0.0465150902577391,-0.0534849097422609,0.0534849097422609
49,49,1,0.1,0.040106357141476194,-0.05989364285852381,0.05989364285852381
50,50,1,0.1,0.03457885659773637,-0.06542114340226363,0.06542114340226363
51,51,1,0.0,0.029816103467938282,0.029816103467938282,0.029816103467938282
31,32,2,0.2,0.5239010608196918,0.3239010608196918,0.3239010608196918
32,33,2,0.4,0.44510541880839466,0.04510541880839464,0.04510541880839464
33,34,2,0.3,0.378099266855013,0.078099266855013,0.078099266855013
34,35,2,0.3,0.3251078346317664,0.025107834631766413,0.025107834631766413
35,36,2,0.2,0.2791303786664613,0.07913037866646128,0.07913037866646128
36,37,2,0.3,0.24015511160040182,-0.05984488839959817,0.05984488839959817
37,38,2,0.2,0.20624435118827156,0.006244351188271546,0.006244351188271546
38,39,2,0.2,0.17794300447000366,-0.02205699552999635,0.02205699552999635
39,40,2,0.2,0.15321587108296808,-0.04678412891703193,0.04678412891703193
40,41,2,0.1,0.13203454545052928,0.03203454545052928,0.03203454545052928
41,42,2,0.1,0.11385657986916954,0.013856579869169536,0.013856579869169536
42,43,2,0.1,0.09798766093010425,-0.0020123390698957577,0.0020123390698957577
43,44,2,0.1,0.08438225945193858,-0.01561774054806142,0.01561774054806142
44,45,2,0.1,0.07268902343124158,-0.02731097656875843,0.02731097656875843
45,46,2,0.0,0.06263769774939945,0.06263769774939945,0.06263769774939945
46,47,2,0.1,0.053981776372366355,-0.04601822362763365,0.04601822362763365
47,48,2,0.1,0.04645461508709039,-0.05354538491290962,0.05354538491290962
48,49,2,0.1,0.04005630236952612,-0.059943697630473886,0.059943697630473886
49,50,2,0.1,0.03453197195661079,-0.06546802804338922,0.06546802804338922
50,51,2,0.0,0.029774765710711668,0.029774765710711668,0.029774765710711668
31,34,4,0.3,0.38946154426832785,0.08946154426832786,0.08946154426832786
32,35,4,0.3,0.33037084986022175,0.03037084986022176,0.03037084986022176
33,36,4,0.2,0.2802391349374413,0.08023913493744128,0.08023913493744128
34,37,4,0.3,0.24096297117462068,-0.05903702882537931,0.05903702882537931
35,38,4,0.2,0.20681759620102297,0.006817596201022957,0.006817596201022957
36,39,4,0.2,0.17793457304974752,-0.022065426950252487,0.022065426950252487
37,40,4,0.2,0.1527773243471692,-0.04722267565283081,0.04722267565283081
38,41,4,0.1,0.13184116983887476,0.03184116983887475,0.03184116983887475
39,42,4,0.1,0.11352168451343453,0.013521684513434523,0.013521684513434523
40,43,4,0.1,0.0978377500871206,-0.002162249912879402,0.002162249912879402
41,44,4,0.1,0.08437831122580244,-0.015621688774197562,0.015621688774197562
42,45,4,0.1,0.07262109178466715,-0.027378908215332856,0.027378908215332856
43,46,4,0.0,0.06253460948099501,0.06253460948099501,0.06253460948099501
44,47,4,0.1,0.053872060661939836,-0.04612793933806017,0.04612793933806017
45,48,4,0.1,0.04642290796801159,-0.05357709203198842,0.05357709203198842
46,49,4,0.1,0.04001314351822194,-0.05998685648177807,0.05998685648177807
47,50,4,0.1,0.03443704216521,-0.06556295783479,0.06556295783479
48,51,4,0.0,0.0296900413552985,0.0296900413552985,0.0296900413552985
