round,repeat,record_key,spec_key,structure_name,fractional,observation_map,delay_weeks,observation_family,num_free_params,num_compartments,train_objective,train_mae,train_rmse,val_mae,val_rmse,val_smape,rolling_val_mean_mae,rolling_val_mean_rmse,multi_split_blocks,multi_split_val_mean_mae,multi_split_val_std_mae,multi_split_penalty,rolling_val_error_std,rolling_val_metrics,stability_penalty,complexity_penalty,complexity_penalty_params,complexity_penalty_compartments,complexity_penalty_fractional,complexity_penalty_observation,complexity_penalty_h_observation,complexity_penalty_delay,complexity_penalty_recurrence,age_prior_penalty,score_policy,score_formula,score,score_used_val_mae,score_used_multi_split,score_used_stability,score_used_complexity,score_used_age_prior,params
1,,SIR|fractional=0|obs=I,SIR|fractional=0|obs=I,SIR,False,I,0,infectious,6,3,0.3845279200317265,0.42061255318395174,0.545631880683223,0.10180768335589337,0.14970303042356592,0.2985840112498136,0.07405495712485481,0.10695447059991425,3,0.06977846191783323,0.05444807224848677,0.027224036124243386,0.07605539685328867,"{'1': {'mae': 0.09801473229859574, 'rmse': 0.14685512904320538, 'smape': 0.2928910605419629}, '2': {'mae': 0.07625428572411375, 'rmse': 0.11843351291482232, 'smape': 0.2529538400547915}, '4': {'mae': 0.047895853351854936, 'rmse': 0.05557476984171508, 'smape': 0.18951246755375253}}",0.015211079370657736,0.12,0.06,0.06,0.0,0.0,0.0,0.0,0.0,-0.01,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.22221357741273434,False,True,True,True,True,"{'b0': 0.6474318218038019, 'b1': 1.3149021441498066, 'b2': -2.2244544209373327, 'gamma': 0.1378037968755819, 'rho': 13.777228179179541, 'S0': 0.9684529077951166, 'I0': 0.03154709220488348, 'R0': 0.0, 'fractional': 0.0}"
2,,SIR|fractional=0|obs=delayed_I|delay=1,SIR|fractional=0|obs=delayed_I|delay=1,SIR,False,delayed_I,1,delayed,6,3,0.38375526046009373,0.4198641334955071,0.5457928077581118,0.10191819481114754,0.14984524599574495,0.2987491662959888,0.0741331152614605,0.10704936981352103,3,0.0698423446434481,0.054561074240119425,0.027280537120059713,0.07611342184895685,"{'1': {'mae': 0.09812362570962038, 'rmse': 0.1469869613215695, 'smape': 0.29303615936735816}, '2': {'mae': 0.07634211676732183, 'rmse': 0.1185368568317853, 'smape': 0.25306479423412725}, '4': {'mae': 0.04793360330743933, 'rmse': 0.055624291287208326, 'smape': 0.18950125705607654}}",0.015222684369791371,0.125,0.06,0.06,0.0,0.0,0.0,0.005,0.0,-0.01,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.22734556613329918,False,True,True,True,True,"{'b0': 0.6955053600696643, 'b1': 1.51830537064725, 'b2': -2.0697123046667074, 'gamma': 0.13777704958332335, 'rho': 13.710742696060725, 'S0': 0.9677518444379555, 'I0': 0.03224815556204455, 'R0': 0.0, 'fractional': 0.0}"
2,,SIR|fractional=0|obs=delayed_I|delay=2,SIR|fractional=0|obs=delayed_I|delay=2,SIR,False,delayed_I,2,delayed,6,3,0.38301669331933696,0.4206086152077315,0.5467384374467191,0.10204342351098164,0.15000643372086406,0.29893527784489116,0.07422385857576154,0.1071616311315844,3,0.06991713393005201,0.054688045477406966,0.027344022738703483,0.07618365570341747,"{'1': {'mae': 0.09824711749334833, 'rmse': 0.14713768418987522, 'smape': 0.29320192616100904}, '2': {'mae': 0.07644131549564664, 'rmse': 0.11865747877914799, 'smape': 0.2531881394127354}, '4': {'mae': 0.047983142738289644, 'rmse': 0.05568973042572999, 'smape': 0.18952508276177968}}",0.015236731140683494,0.13,0.06,0.06,0.0,0.0,0.0,0.01,0.0,-0.01,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.23249788780943897,False,True,True,True,True,"{'b0': 0.7345267453519313, 'b1': 1.7031467608397217, 'b2': -1.8798991478271694, 'gamma': 0.1377453220456218, 'rho': 13.638247687993296, 'S0': 0.9661842191957936, 'I0': 0.03381578080420648, 'R0': 0.0, 'fractional': 0.0}"
2,,SIR|fractional=0|obs=delayed_I|delay=3,SIR|fractional=0|obs=delayed_I|delay=3,SIR,False,delayed_I,3,delayed,6,3,0.3826234230161623,0.42503539077491587,0.5490437226726341,0.10221630209078306,0.15022911305914682,0.29919106170078996,0.07434907230598732,0.10731475506229445,3,0.07002102860348253,0.05485832202021635,0.027429161010108175,0.07627778049415877,"{'1': {'mae': 0.09841497653295903, 'rmse': 0.1473443060910352, 'smape': 0.29343404698494224}, '2': {'mae': 0.07658109283298536, 'rmse': 0.1188225434771499, 'smape': 0.2533816609830197}, '4': {'mae': 0.04805114755201756, 'rmse': 0.055777415618698256, 'smape': 0.18956413558336166}}",0.015255556098831755,0.135,0.06,0.06,0.0,0.0,0.0,0.015,0.0,-0.01,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.23770574571242245,False,True,True,True,True,"{'b0': 0.7727013952021231, 'b1': 1.8478785454054496, 'b2': -1.6542881763435902, 'gamma': 0.1377001258116454, 'rho': 13.554431709694226, 'S0': 0.963645356442942, 'I0': 0.036354643557057996, 'R0': 0.0, 'fractional': 0.0}"
1,,SEIR|fractional=0|obs=I,SEIR|fractional=0|obs=I,SEIR,False,I,0,infectious,8,4,0.4722040408553816,0.41110603750200353,0.5558601408928239,0.10250626359908246,0.1506058181506469,0.2996375461854027,0.07458887421906231,0.10760374646029963,3,0.07020601175533359,0.05531660542206785,0.027658302711033925,0.07645750632837604,"{'1': {'mae': 0.09880971650055825, 'rmse': 0.14780603121180644, 'smape': 0.2937309373249327}, '2': {'mae': 0.07685429742302234, 'rmse': 0.11913589909086399, 'smape': 0.2534562595863903}, '4': {'mae': 0.04810260873360631, 'rmse': 0.05586930907822845, 'smape': 0.18912126281281802}}",0.01529150126567521,0.16,0.08,0.08,0.0,0.0,0.0,0.0,0.0,-0.005,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.2681558157320427,False,True,True,True,True,"{'b0': 0.9557207189341571, 'b1': 2.2461289040900314, 'b2': -2.27366236058275, 'sigma': 0.9849599815002761, 'gamma': 0.13765366074664884, 'rho': 13.81130374524647, 'S0': 0.963057202134066, 'E0': 0.019151772463606186, 'I0': 0.017791025402327895, 'R0': 0.0, 'fractional': 0.0}"
1,,SEIR|fractional=0|obs=delayed_I|delay=1,SEIR|fractional=0|obs=delayed_I|delay=1,SEIR,False,delayed_I,1,delayed,8,4,0.4673878084516256,0.40782151864494437,0.5556571525954241,0.10295163426935931,0.15118266814945064,0.3002965410760713,0.07355770166275549,0.10613047738944685,3,0.06941875494883136,0.05587742420506014,0.02793871210253007,0.07530744026325845,"{'1': {'mae': 0.09924302152706371, 'rmse': 0.1483321564758145, 'smape': 0.29432002392712214}, '2': {'mae': 0.07721766879240649, 'rmse': 0.11956133774313736, 'smape': 0.25397025001318674}, '4': {'mae': 0.04421241466879629, 'rmse': 0.050497937949388665, 'smape': 0.17843603683984816}}",0.01506148805265169,0.165,0.08,0.08,0.0,0.0,0.0,0.005,0.0,-0.005,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.27241895510401315,False,True,True,True,True,"{'b0': 1.048821384834085, 'b1': 2.3991563633775543, 'b2': -2.026783649508355, 'sigma': 0.9847796233486882, 'gamma': 0.13754190395381083, 'rho': 13.744908224475921, 'S0': 0.9605844813663272, 'E0': 0.020758995321572854, 'I0': 0.018656523312099996, 'R0': 0.0, 'fractional': 0.0}"
1,,SEIR|fractional=0|obs=delayed_I|delay=2,SEIR|fractional=0|obs=delayed_I|delay=2,SEIR,False,delayed_I,2,delayed,8,4,0.46192132224395827,0.4100514490457986,0.557437971107262,0.10352717469424541,0.15193099248410924,0.3011429261213772,0.07829488148894721,0.11675055063501345,3,0.07378593136615647,0.061052068161058,0.030526034080529,0.08519072846960786,"{'1': {'mae': 0.09981198947822256, 'rmse': 0.14903043577265462, 'smape': 0.2951979547722309}, '2': {'mae': 0.08654772506030804, 'rmse': 0.14476089168206233, 'smape': 0.2666963008327232}, '4': {'mae': 0.04852492992831105, 'rmse': 0.05646032445032346, 'smape': 0.1894460555658512}}",0.017038145693921574,0.17,0.08,0.08,0.0,0.0,0.0,0.01,0.0,-0.005,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.28635011114060704,False,True,True,True,True,"{'b0': 1.1611184577141227, 'b1': 2.4704625427125575, 'b2': -1.735109084852948, 'sigma': 0.984389573712014, 'gamma': 0.13739414732148764, 'rho': 13.662575307141203, 'S0': 0.957302516500217, 'E0': 0.02217682018678865, 'I0': 0.020520663312994278, 'R0': 0.0, 'fractional': 0.0}"
1,,SEIR|fractional=0|obs=delayed_I|delay=3,SEIR|fractional=0|obs=delayed_I|delay=3,SEIR,False,delayed_I,3,delayed,8,4,0.4522390913769654,0.40633273071740894,0.5583959501385888,0.10401461611939489,0.15256776698257468,0.3018590741631556,0.07785605475102754,0.11300602355723817,3,0.0728082747677587,0.056984687260560093,0.028492343630280047,0.08133368223969377,"{'1': {'mae': 0.10029719486760003, 'rmse': 0.14964479192006436, 'smape': 0.2959159109790137}, '2': {'mae': 0.07807509581679628, 'rmse': 0.12060195092244412, 'smape': 0.25524320453866767}, '4': {'mae': 0.05519587356868631, 'rmse': 0.06877132782920606, 'smape': 0.2047448082442894}}",0.016266736447938756,0.175,0.08,0.08,0.0,0.0,0.0,0.015,0.0,-0.005,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.2875673548459775,False,True,True,True,True,"{'b0': 1.2511691289902167, 'b1': 2.512263192472905, 'b2': -1.4287450525078422, 'sigma': 0.9837716748723473, 'gamma': 0.13727235604296378, 'rho': 13.58278757825087, 'S0': 0.9494259392051133, 'E0': 0.02760880129319122, 'I0': 0.0229652595016955, 'R0': 0.0, 'fractional': 0.0}"
1,,SEIAR|fractional=0|obs=I,SEIAR|fractional=0|obs=I,SEIAR,False,I,0,infectious,11,5,0.5116639203166982,0.4127190577333004,0.5554039488663252,0.10353448940379335,0.15194097266106052,0.30115733812293166,0.07533408230309784,0.10854919704406744,3,0.07082443593161337,0.05628203656265185,0.028141018281325925,0.07707776407488075,"{'1': {'mae': 0.09977472801732974, 'rmse': 0.148984081695588, 'smape': 0.29516007649986065}, '2': {'mae': 0.07764410266220112, 'rmse': 0.12010044701180445, 'smape': 0.25457872347727606}, '4': {'mae': 0.04858341622976265, 'rmse': 0.0565630624248099, 'smape': 0.18962590958979206}}",0.01541555281497615,0.21000000000000002,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.3243810070279155,False,True,True,True,True,"{'b0': 0.9367483828288822, 'b1': 2.605595098656989, 'b2': -2.414000981098241, 'sigma': 0.9849573521465977, 'p_asym': 0.03710114508052277, 'gamma_i': 0.13739818815265223, 'gamma_a': 0.7942261227349251, 'rho': 15.351830345019492, 'S0': 0.901569107340371, 'E0': 0.017181410788873416, 'I0': 0.015960486019726525, 'A0': 0.06528899585102897, 'R0': 0.0, 'fractional': 0.0}"
1,,SEIHR|fractional=0|obs=I,SEIHR|fractional=0|obs=I,SEIHR,False,I,0,infectious,11,5,0.49683859108753814,0.4103273590591833,0.556178385437695,0.10373845050860812,0.1522051454120872,0.3014405965989143,0.07546354381992308,0.10869161925716368,3,0.07093818270948368,0.05647857268710575,0.028239286343552876,0.07714240429418653,"{'1': {'mae': 0.09997530423178703, 'rmse': 0.14924362034735164, 'smape': 0.2954773408303533}, '2': {'mae': 0.07783517279679289, 'rmse': 0.12032724545915548, 'smape': 0.25494572555416223}, '4': {'mae': 0.04858015443118929, 'rmse': 0.05650399196498388, 'smape': 0.1895585836334}}",0.015428480858837308,0.21000000000000002,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,stability_aware,multi_split_mean_mae + multi_split_penalty + stability_penalty + complexity_penalty + age_prior_penalty,0.32460594991187386,False,True,True,True,True,"{'b0': 1.2008057421441252, 'b1': 2.371206206530595, 'b2': -2.382804752907424, 'sigma': 0.984542061553362, 'eta': 0.06900296340463583, 'gamma_i': 0.06831741008576148, 'gamma_h': 0.4929615677360581, 'rho': 15.579919309251641, 'S0': 0.8524292193315481, 'E0': 0.016426688321988573, 'I0': 0.015250832916267963, 'H0': 0.11589325943019534, 'R0': 0.0, 'fractional': 0.0}"
