series_name,model_name,test_mae,test_rmse,test_smape,num_free_params,num_compartments
0-4 yr,last_observed,0.08181818181818182,0.0904534033733291,1.151515052525262,0,0
0-4 yr,arima_auto_small,0.08181818181818182,0.0904534033733291,1.151515052525262,0,0
0-4 yr,constrained_structure_discovery,0.0884963717287904,0.10590567954205764,1.5763963200046192,10,4
0-4 yr,random_structure_discovery,0.08849669759239785,0.10590786332542108,1.5764392635616582,10,4
0-4 yr,validation_only_structure_selection,0.0884973970395101,0.10591221145882249,1.5765248541605708,10,4
0-4 yr,no_observation_search_discovery,0.09111812263446906,0.1265325006090392,1.9699622659706733,9,4
0-4 yr,exhaustive_structure_discovery,0.09111812295487408,0.1265324601624957,1.9699614002270898,9,4
0-4 yr,no_stability_discovery,0.09112954151723297,0.12605628438062985,1.9598906866014558,9,4
0-4 yr,rolling_mean_2wk,0.09545454545454547,0.10766108438479102,1.0857142192306783,0,0
0-4 yr,equal_weight_point_ensemble,0.09808547803544596,0.10997648893681032,1.1104913793205446,0,0
0-4 yr,rolling_mean_4wk,0.10227272727272728,0.12316839913490209,1.0567492544474766,0,0
0-4 yr,lagged_ridge,0.10227272727272728,0.12316839913490209,1.0567492544474766,0,0
0-4 yr,lagged_gradient_boosting,0.10227272727272728,0.12316839913490209,1.0567492544474766,0,0
0-4 yr,probabilistic_seir,0.10501997013668732,0.12149191055054655,1.1773064527913355,9,4
0-4 yr,hospitalized_seihr,0.11745374624219783,0.13518179266506533,1.173713205039694,11,5
0-4 yr,deterministic_seir,0.11785092053390413,0.1356582376117325,1.1734914372850815,8,4
0-4 yr,delayed_observation_seir,0.11785515970021967,0.13566334740134797,1.1734902069746882,8,4
0-4 yr,fractional_seir,0.1431439783413979,0.17426178625658387,1.1058064304994955,9,4
